partid,cfp,co2
P17614,0.6473,0.6473
P22918,0.2162,0.2162
P4205,0.7844,0.7844
P11535,0.8108,0.8108
P14373,0.1722,0.1722
P12989,0.9881,0.9881
P20662,0.7323,0.7323
P9816,0.9607,0.9607
P2493,0.2527,0.2527
P14589,0.7936,0.7936
P19159,0.2265,0.2265
P17770,0.8208,0.8208
P21928,0.1612,0.1612
P22225,0.9758,0.9758
P13837,0.9563,0.9563
P18072,0.4331,0.4331
P16115,0.2231,0.2231
P13206,0.1985,0.1985
P1067,0.6491,0.6491
P21035,0.1381,0.1381
P207,0.4602,0.4602
P10196,0.3723,0.3723
P369,0.5213,0.5213
P4149,0.9875,0.9875
P23053,0.1242,0.1242
P24434,0.8603,0.8603
P16993,0.9588,0.9588
P19264,0.8022,0.8022
P10886,0.3555,0.3555
P19367,0.1189,0.1189
P23181,0.8394,0.8394
P17362,0.6163,0.6163
P15343,0.8999,0.8999
P19492,0.7045,0.7045
P19795,0.3149,0.3149
P168,0.5565,0.5565
P15485,0.2966,0.2966
P427,0.9526,0.9526
P11069,0.1471,0.1471
P4195,0.739,0.739
P12641,0.4598,0.4598
P12180,0.9257,0.9257
P1968,0.8093,0.8093
P19013,0.6326,0.6326
P4545,0.8513,0.8513
P12268,0.1244,0.1244
P961,0.5061,0.5061
P17459,0.8735,0.8735
P13770,0.1326,0.1326
P22285,0.1846,0.1846
P12726,0.3441,0.3441
P8268,0.5039,0.5039
P16873,0.1215,0.1215
P15598,0.9519,0.9519
P20101,0.1495,0.1495
P19915,0.5527,0.5527
P18230,0.2777,0.2777
P4001,0.4161,0.4161
P23745,0.4954,0.4954
P17914,0.2954,0.2954
P13015,0.1132,0.1132
P21970,0.8803,0.8803
P5259,0.8745,0.8745
P7597,0.2455,0.2455
P3638,0.6901,0.6901
P4635,0.5109,0.5109
P13224,0.3289,0.3289
P20313,0.209,0.209
P7067,0.5078,0.5078
P18875,0.741,0.741
P22288,0.6403,0.6403
P7879,0.9792,0.9792
P4105,0.6543,0.6543
P4388,0.8393,0.8393
P16223,0.5559,0.5559
P8347,0.2506,0.2506
P15051,0.1165,0.1165
P15966,0.406,0.406
P7345,0.9606,0.9606
P5688,0.6012,0.6012
P18537,0.7283,0.7283
P4985,0.8087,0.8087
P20303,0.3578,0.3578
P16308,0.3093,0.3093
P21653,0.3323,0.3323
P23805,0.4533,0.4533
P13691,0.2001,0.2001
P9443,0.5607,0.5607
P15609,0.6686,0.6686
P13150,0.253,0.253
P985,0.1214,0.1214
P4341,0.4224,0.4224
P4993,0.9673,0.9673
P13378,0.8405,0.8405
P8572,0.3404,0.3404
P17806,0.682,0.682
P18604,0.2184,0.2184
P19137,0.9571,0.9571
P14050,0.5881,0.5881
P18015,0.5721,0.5721
P15513,0.5363,0.5363
P15205,0.5098,0.5098
P11797,0.6759,0.6759
P6131,0.2579,0.2579
P9242,0.4182,0.4182
P2894,0.6103,0.6103
P16560,0.5076,0.5076
P17598,0.8051,0.8051
P13336,0.7565,0.7565
P24097,0.9169,0.9169
P21530,0.3471,0.3471
P3905,0.4395,0.4395
P22051,0.1256,0.1256
P22005,0.6559,0.6559
P21477,0.8652,0.8652
P12341,0.741,0.741
P3700,0.7508,0.7508
P11494,0.6737,0.6737
P19733,0.627,0.627
P23087,0.5931,0.5931
P23056,0.5147,0.5147
P7837,0.5549,0.5549
P13403,0.9849,0.9849
P6547,0.9687,0.9687
