partid,assembler
P23870,postgresB
P17614,postgresC
P830,postgresB
P6111,postgresB
P22918,postgresC
P4205,postgresC
P7499,postgresB
P10466,postgresB
P11535,postgresC
P14373,postgresC
P2039,postgresB
P12989,postgresC
P14834,postgresB
P20662,postgresC
P23577,postgresB
P9816,postgresC
P17127,postgresB
P2493,postgresC
P14589,postgresC
P15231,postgresB
P19159,postgresC
P10745,postgresB
P15815,postgresB
P20750,postgresB
P20724,postgresB
P22371,postgresB
P17770,postgresC
P7106,postgresB
P4518,postgresB
P20769,postgresB
P21928,postgresC
P22225,postgresC
P15758,postgresB
P5315,postgresB
P13837,postgresC
P18072,postgresC
P16115,postgresC
P13206,postgresC
P1067,postgresC
P21035,postgresC
P3396,postgresB
P1722,postgresB
P20920,postgresB
P22767,postgresB
P16704,postgresB
P16056,postgresB
P22242,postgresB
P12749,postgresB
P15678,postgresB
P21784,postgresB
P207,postgresC
P4610,postgresB
P23756,postgresB
P10439,postgresB
P9257,postgresB
P10196,postgresC
P369,postgresC
P22940,postgresB
P16400,postgresB
P4149,postgresC
P23053,postgresC
P24434,postgresC
P16993,postgresC
P11400,postgresB
P19264,postgresC
P10886,postgresC
P23080,postgresB
P19367,postgresC
P1469,postgresB
P23181,postgresC
P17362,postgresC
P20100,postgresB
P15343,postgresC
P19492,postgresC
P19795,postgresC
P168,postgresC
P2297,postgresB
P15485,postgresC
P427,postgresC
P11069,postgresC
P13756,postgresB
P7408,postgresB
P4195,postgresC
P1018,postgresB
P4466,postgresB
P12641,postgresC
P12180,postgresC
P1968,postgresC
P15158,postgresB
P18580,postgresB
P19013,postgresC
P4545,postgresC
P4452,postgresB
P9690,postgresB
P17241,postgresB
P12268,postgresC
P23572,postgresB
P961,postgresC
P17459,postgresC
P13770,postgresC
P12656,postgresB
P3439,postgresB
P18878,postgresB
P1395,postgresB
P22285,postgresC
P13946,postgresB
P14909,postgresB
P11782,postgresB
P12726,postgresC
P8268,postgresC
P23171,postgresB
P13575,postgresB
P16873,postgresC
P15598,postgresC
P20101,postgresC
P10868,postgresB
P3502,postgresB
P16463,postgresB
P19915,postgresC
P12103,postgresB
P17762,postgresB
P18230,postgresC
P4001,postgresC
P24289,postgresB
P16320,postgresB
P23745,postgresC
P19708,postgresB
P17914,postgresC
P15744,postgresB
P20221,postgresB
P13015,postgresC
P21970,postgresC
P23294,postgresB
P5259,postgresC
P7597,postgresC
P7746,postgresB
P662,postgresB
P3638,postgresC
P6364,postgresB
P4635,postgresC
P23715,postgresB
P13224,postgresC
P23127,postgresB
P22091,postgresB
P22142,postgresB
P20313,postgresC
P7067,postgresC
P8579,postgresB
P15401,postgresB
P18875,postgresC
P22288,postgresC
P4754,postgresB
