partid,assembler
P491,postgresB
P19410,postgresB
P9390,postgresB
P19205,postgresB
P18370,postgresB
P7818,postgresC
P6383,postgresC
P4434,postgresC
P20797,postgresC
P8950,postgresC
P2952,postgresC
P5467,postgresB
P12317,postgresB
P7554,postgresC
P6676,postgresB
P6296,postgresB
P11980,postgresC
P5494,postgresC
P13575,postgresC
P11686,postgresB
P3148,postgresB
P10935,postgresC
P439,postgresC
P6506,postgresB
P2257,postgresC
P17833,postgresC
P19486,postgresC
P5979,postgresC
P13101,postgresB
P15326,postgresC
P15118,postgresC
P1563,postgresB
P2843,postgresC
P16156,postgresC
P2408,postgresC
P8275,postgresC
P8915,postgresC
P5139,postgresB
P16997,postgresB
P18151,postgresB
P3571,postgresC
P20598,postgresB
P8479,postgresB
P13140,postgresC
P4044,postgresB
P14814,postgresC
P21533,postgresB
P3865,postgresB
P8931,postgresB
P3792,postgresC
P20314,postgresB
P12481,postgresB
P11991,postgresB
P6077,postgresC
P4358,postgresB
P2920,postgresB
P55,postgresB
P15368,postgresC
P3414,postgresB
P2383,postgresB
P15290,postgresC
P3062,postgresB
P15915,postgresB
P536,postgresC
P2442,postgresB
P14079,postgresC
P13877,postgresB
P2878,postgresC
P7978,postgresC
P19993,postgresB
P7574,postgresB
P22799,postgresB
P21477,postgresC
P11839,postgresB
P15164,postgresC
P16818,postgresB
P22514,postgresC
P12878,postgresC
P21714,postgresB
P14083,postgresB
P16776,postgresB
P4320,postgresB
P14797,postgresC
P20098,postgresB
P11535,postgresB
P2772,postgresC
P8150,postgresB
P11932,postgresC
P15524,postgresC
P137,postgresC
P11698,postgresC
P15114,postgresB
P11179,postgresB
P15064,postgresC
P3882,postgresC
P12741,postgresB
P13773,postgresB
P18365,postgresB
P15111,postgresC
P1598,postgresC
P6252,postgresC
P6134,postgresB
P7328,postgresB
P1965,postgresC
P19263,postgresC
P8422,postgresB
P9086,postgresC
P16496,postgresB
P19102,postgresB
P13922,postgresB
P6539,postgresC
P11549,postgresB
P11631,postgresC
P10835,postgresB
P18236,postgresC
P3548,postgresC
P4372,postgresB
P11470,postgresB
P16063,postgresC
P16138,postgresB
P10727,postgresC
P7729,postgresB
P11704,postgresC
P14255,postgresB
P18238,postgresB
P6085,postgresB
P1193,postgresC
P14644,postgresB
P7303,postgresC
P21425,postgresB
P8514,postgresB
P12905,postgresB
P22706,postgresC
P12291,postgresC
P15100,postgresC
P22379,postgresB
P15266,postgresB
P4542,postgresC
P3575,postgresB
P10080,postgresB
P6902,postgresC
P10940,postgresB
P3760,postgresB
P11558,postgresB
P13235,postgresC
P22722,postgresC
P400,postgresC
P6646,postgresB
P8159,postgresC
P2221,postgresC
P17257,postgresC
P21658,postgresB
P22192,postgresC
P325,postgresC
P9040,postgresC
P9891,postgresB
P16106,postgresC
P18478,postgresB
P18618,postgresB
P19885,postgresB
P18295,postgresB
P6673,postgresB
P7749,postgresB
P12079,postgresC
P20253,postgresB
P21036,postgresC
P16881,postgresB
P14605,postgresB
P1482,postgresB
P7383,postgresB
P12916,postgresB
P2929,postgresC
P5904,postgresB
P12059,postgresB
P3288,postgresB
P22125,postgresC
P8358,postgresC
P17438,postgresB
P7127,postgresC
P17301,postgresB
P1778,postgresB
P21620,postgresC
P18429,postgresC
P12187,postgresC
P7560,postgresB
P920,postgresB
P13899,postgresB
P363,postgresB
P16057,postgresB
P19360,postgresB
P22055,postgresC
P9745,postgresB
P5546,postgresC
P17110,postgresB
P221,postgresB
P2997,postgresB
P17799,postgresB
P14345,postgresB
P12158,postgresC
P11121,postgresC
P16809,postgresB
P17196,postgresC
P20428,postgresB
P15650,postgresC
P14756,postgresB
P2090,postgresB
P17624,postgresB
P977,postgresB
P13744,postgresC
P7533,postgresB
P9497,postgresB
P11735,postgresB
P18343,postgresB
P392,postgresB
P15248,postgresC
P7766,postgresC
P4969,postgresB
P6083,postgresB
P6259,postgresB
P619,postgresB
P13021,postgresC
P9724,postgresB
P15501,postgresC
P19129,postgresC
P16916,postgresC
P16341,postgresC
P2202,postgresC
P4951,postgresC
P5500,postgresC
P17947,postgresB
P13390,postgresC
P7822,postgresB
P6001,postgresB
P11124,postgresB
P887,postgresB
P10670,postgresC
P18851,postgresB
P12212,postgresB
P11744,postgresC
P18241,postgresC
P6721,postgresB
P16554,postgresB
P10955,postgresB
P2133,postgresB
P17656,postgresB
P13357,postgresB
P3593,postgresC
P4395,postgresB
P13683,postgresB
P16685,postgresB
P17814,postgresB
P16161,postgresC
P13832,postgresC
P20115,postgresC
P2419,postgresC
P2781,postgresC
P4830,postgresC
P19719,postgresC
P10728,postgresC
P15166,postgresB
P5969,postgresB
P16205,postgresC
P681,postgresB
P229,postgresB
P13346,postgresB
P5155,postgresC
P11284,postgresB
P22299,postgresB
P1355,postgresC
P10405,postgresC
P1713,postgresB
P1955,postgresC
P17433,postgresC
