partid,cfp,co2
P491,0.8388,0.8388
P19410,0.8686,0.8686
P9390,0.3259,0.3259
P19205,0.8489,0.8489
P18370,0.161,0.161
P5467,0.3134,0.3134
P12317,0.3911,0.3911
P6676,0.8818,0.8818
P6296,0.7219,0.7219
P11686,0.9154,0.9154
P3148,0.2277,0.2277
P6506,0.8303,0.8303
P13101,0.648,0.648
P1563,0.3669,0.3669
P5139,0.9724,0.9724
P16997,0.3679,0.3679
P18151,0.7996,0.7996
P20598,0.5622,0.5622
P8479,0.5831,0.5831
P4044,0.3994,0.3994
P21533,0.1567,0.1567
P3865,0.4693,0.4693
P8931,0.7867,0.7867
P20314,0.5886,0.5886
P12481,0.5525,0.5525
P11991,0.6019,0.6019
P4358,0.5199,0.5199
P2920,0.7167,0.7167
P55,0.7855,0.7855
P3414,0.8365,0.8365
P2383,0.9262,0.9262
P3062,0.7052,0.7052
P15915,0.6388,0.6388
P2442,0.1938,0.1938
P13877,0.6658,0.6658
P19993,0.5627,0.5627
P7574,0.2448,0.2448
P22799,0.7092,0.7092
P11839,0.846,0.846
P16818,0.3134,0.3134
P21714,0.7913,0.7913
P14083,0.6802,0.6802
P16776,0.8769,0.8769
P4320,0.735,0.735
P20098,0.5438,0.5438
P11535,0.8321,0.8321
P8150,0.4041,0.4041
P15114,0.8121,0.8121
P11179,0.3694,0.3694
P12741,0.3413,0.3413
P13773,0.6116,0.6116
P18365,0.3677,0.3677
P6134,0.3452,0.3452
P7328,0.2287,0.2287
P8422,0.2487,0.2487
P16496,0.3623,0.3623
P19102,0.3021,0.3021
P13922,0.2547,0.2547
P11549,0.3814,0.3814
P10835,0.5315,0.5315
P4372,0.7943,0.7943
P11470,0.6097,0.6097
P16138,0.2372,0.2372
P7729,0.7449,0.7449
P14255,0.7712,0.7712
P18238,0.8619,0.8619
P6085,0.9727,0.9727
P14644,0.853,0.853
P21425,0.8495,0.8495
P8514,0.1359,0.1359
P12905,0.9214,0.9214
P22379,0.9416,0.9416
P15266,0.3867,0.3867
P3575,0.3251,0.3251
P10080,0.3709,0.3709
P10940,0.2378,0.2378
P3760,0.2084,0.2084
P11558,0.2154,0.2154
P6646,0.7461,0.7461
P21658,0.7311,0.7311
P9891,0.3195,0.3195
P18478,0.5435,0.5435
P18618,0.2891,0.2891
P19885,0.221,0.221
P18295,0.1109,0.1109
P6673,0.9551,0.9551
P7749,0.4095,0.4095
P20253,0.5406,0.5406
P16881,0.7755,0.7755
P14605,0.7602,0.7602
P1482,0.2257,0.2257
P7383,0.4519,0.4519
P12916,0.7544,0.7544
P5904,0.4255,0.4255
P12059,0.8805,0.8805
P3288,0.7009,0.7009
P17438,0.2269,0.2269
P17301,0.441,0.441
P1778,0.1076,0.1076
P7560,0.9394,0.9394
P920,0.9061,0.9061
P13899,0.7012,0.7012
P363,0.9267,0.9267
P16057,0.77,0.77
P19360,0.7181,0.7181
P9745,0.8968,0.8968
P17110,0.4599,0.4599
P221,0.8965,0.8965
P2997,0.5182,0.5182
P17799,0.9538,0.9538
P14345,0.6308,0.6308
P16809,0.211,0.211
P20428,0.8754,0.8754
P14756,0.4959,0.4959
P2090,0.5366,0.5366
P17624,0.8132,0.8132
P977,0.6367,0.6367
P7533,0.1248,0.1248
P9497,0.2622,0.2622
P11735,0.9666,0.9666
P18343,0.8431,0.8431
P392,0.9968,0.9968
P4969,0.2952,0.2952
P6083,0.588,0.588
P6259,0.5015,0.5015
P619,0.58,0.58
P9724,0.8363,0.8363
