partid,cfp,co2
P1373,0.3675,0.3675
P39,0.2506,0.2506
P1024,0.5141,0.5141
P2231,0.1412,0.1412
P1555,0.1818,0.1818
P1350,0.8921,0.8921
P573,0.724,0.724
P14,0.4172,0.4172
P1519,0.8331,0.8331
P1580,0.7793,0.7793
P2329,0.3843,0.3843
P968,0.5997,0.5997
P1967,0.6148,0.6148
P2183,0.2081,0.2081
P621,0.1034,0.1034
P2055,0.54,0.54
P1312,0.6857,0.6857
P2277,0.3018,0.3018
P1547,0.1577,0.1577
P326,0.457,0.457
P764,0.8097,0.8097
P1732,0.1505,0.1505
P325,0.4661,0.4661
P1126,0.7589,0.7589
P2155,0.8372,0.8372
P791,0.1428,0.1428
P903,0.2265,0.2265
P507,0.5707,0.5707
P406,0.8872,0.8872
P2303,0.8909,0.8909
P816,0.367,0.367
P2296,0.5245,0.5245
P2268,0.1141,0.1141
P1853,0.5272,0.5272
P1652,0.708,0.708
P1249,0.1203,0.1203
P1839,0.5786,0.5786
P1868,0.5869,0.5869
P2184,0.39,0.39
P2254,0.5201,0.5201
P379,0.6118,0.6118
P868,0.8461,0.8461
P1252,0.1733,0.1733
P320,0.1817,0.1817
P813,0.6493,0.6493
P1447,0.6987,0.6987
P1621,0.9578,0.9578
P1368,0.7664,0.7664
P418,0.9253,0.9253
P1155,0.2458,0.2458
P2359,0.2377,0.2377
P1746,0.5103,0.5103
P1933,0.6097,0.6097
P783,0.2685,0.2685
P597,0.9352,0.9352
P2131,0.1575,0.1575
P1956,0.4886,0.4886
P548,0.543,0.543
P356,0.3467,0.3467
P550,0.8076,0.8076
P1431,0.6363,0.6363
P987,0.2325,0.2325
P1718,0.3934,0.3934
P1813,0.5321,0.5321
P508,0.8207,0.8207
P1872,0.4111,0.4111
P1631,0.1978,0.1978
P60,0.8419,0.8419
P1826,0.8383,0.8383
P1578,0.565,0.565
P1102,0.6495,0.6495
P1601,0.3139,0.3139
P1739,0.7046,0.7046
P1962,0.7494,0.7494
P2320,0.7714,0.7714
P828,0.611,0.611
P1022,0.1587,0.1587
P530,0.5309,0.5309
P483,0.1325,0.1325
P615,0.8463,0.8463
P1690,0.2372,0.2372
P501,0.5491,0.5491
P384,0.2041,0.2041
P432,0.8979,0.8979
P1644,0.678,0.678
P1075,0.1437,0.1437
P981,0.5629,0.5629
P1568,0.4499,0.4499
P38,0.4905,0.4905
P382,0.5988,0.5988
P304,0.2934,0.2934
P1453,0.67,0.67
P528,0.9623,0.9623
P719,0.2903,0.2903
P1734,0.3406,0.3406
P568,0.475,0.475
P1961,0.3661,0.3661
P2138,0.8981,0.8981
P567,0.2278,0.2278
P1687,0.3766,0.3766
P405,0.194,0.194
P867,0.7433,0.7433
P1635,0.4079,0.4079
P1548,0.5385,0.5385
P2229,0.9047,0.9047
P937,0.7823,0.7823
P956,0.9595,0.9595
P1651,0.4759,0.4759
P100,0.1389,0.1389
P2112,0.2527,0.2527
P347,0.6797,0.6797
P562,0.6998,0.6998
P1216,0.3075,0.3075
P287,0.5111,0.5111
P2093,0.8642,0.8642
P1207,0.1751,0.1751
P339,0.9283,0.9283
P1107,0.737,0.737
P482,0.4325,0.4325
P329,0.5903,0.5903
P1117,0.1823,0.1823
P1855,0.7591,0.7591
P1365,0.5082,0.5082
P1241,0.4713,0.4713
P1611,0.4909,0.4909
P1656,0.2919,0.2919
P536,0.8974,0.8974
P1358,0.6,0.6
P1333,0.2092,0.2092
P290,0.6405,0.6405
P1469,0.5646,0.5646
P2369,0.8342,0.8342
P2365,0.2349,0.2349
P850,0.9885,0.9885
P7,0.5011,0.5011
P1377,0.9912,0.9912
P2212,0.364,0.364
P534,0.9637,0.9637
P2281,0.826,0.826
P520,0.1602,0.1602
P2076,0.1277,0.1277
P2291,0.2788,0.2788
P762,0.2019,0.2019
P866,0.8094,0.8094
P1336,0.9895,0.9895
P675,0.2903,0.2903
P427,0.1027,0.1027
P1481,0.5989,0.5989
P857,0.9643,0.9643
P1400,0.1788,0.1788
P1723,0.2006,0.2006
P961,0.6005,0.6005
P1741,0.7656,0.7656
P127,0.4624,0.4624
P451,0.5046,0.5046
P2355,0.4948,0.4948
P1341,0.1093,0.1093
P1423,0.6861,0.6861
P362,0.4374,0.4374
P2280,0.2432,0.2432
P2,0.7958,0.7958
P1051,0.7932,0.7932
P886,0.9406,0.9406
P455,0.8671,0.8671
P666,0.9251,0.9251
P2004,0.6639,0.6639
P425,0.5576,0.5576
P709,0.703,0.703
P1044,0.2426,0.2426
P753,0.7313,0.7313
P428,0.7823,0.7823
P2378,0.461,0.461
P2154,0.958,0.958
P1798,0.3039,0.3039
P2241,0.87,0.87
P1760,0.2702,0.2702
P873,0.8074,0.8074
P1171,0.986,0.986
P1408,0.4968,0.4968
P1908,0.9037,0.9037
P1450,0.7292,0.7292
P1653,0.5331,0.5331
P1912,0.9494,0.9494
P443,0.4373,0.4373
P691,0.7277,0.7277
P2012,0.9809,0.9809
P1019,0.4562,0.4562
P2265,0.4732,0.4732
P1761,0.4421,0.4421
P641,0.3042,0.3042
P2387,0.5606,0.5606
P1265,0.7451,0.7451
P1103,0.353,0.353
P1846,0.3893,0.3893
P1356,0.3835,0.3835
P420,0.6415,0.6415
P506,0.7074,0.7074
P1427,0.3511,0.3511
P282,0.6062,0.6062
P983,0.4875,0.4875
P1174,0.3877,0.3877
P1786,0.4242,0.4242
P1650,0.5776,0.5776
P2199,0.42,0.42
P708,0.3868,0.3868
P2152,0.899,0.899
P1231,0.9795,0.9795
P919,0.8408,0.8408
P1324,0.9402,0.9402
P1229,0.9472,0.9472
P4,0.8676,0.8676
P138,0.9923,0.9923
P1693,0.2623,0.2623
P934,0.7218,0.7218
P662,0.6831,0.6831
P1851,0.2139,0.2139
P454,0.4995,0.4995
P929,0.8884,0.8884
P190,0.9346,0.9346
P498,0.2538,0.2538
P1579,0.8001,0.8001
P685,0.3382,0.3382
P907,0.2787,0.2787
P358,0.4981,0.4981
P1845,0.9461,0.9461
P1892,0.2304,0.2304
P173,0.4668,0.4668
P652,0.1647,0.1647
P1407,0.2141,0.2141
P1727,0.6213,0.6213
P884,0.7029,0.7029
P1596,0.1768,0.1768
P532,0.9607,0.9607
P721,0.4132,0.4132
P1559,0.5948,0.5948
P1665,0.2928,0.2928
P252,0.9689,0.9689
P1420,0.478,0.478
P490,0.5791,0.5791
P1597,0.9889,0.9889
P1766,0.3251,0.3251
P231,0.8551,0.8551
P1056,0.9963,0.9963
P1649,0.8535,0.8535
P84,0.3692,0.3692
