partid,cfp,co2
P2364,0.4657,0.4657
P1159,0.5811,0.5811
P1973,0.5839,0.5839
P713,0.4075,0.4075
P2149,0.3384,0.3384
P1615,0.4138,0.4138
P1018,0.2941,0.2941
P645,0.403,0.403
P1873,0.6761,0.6761
P1284,0.8253,0.8253
P1213,0.9919,0.9919
P1307,0.9458,0.9458
P1172,0.3804,0.3804
P1576,0.1688,0.1688
P1049,0.1805,0.1805
P1393,0.7697,0.7697
P682,0.335,0.335
P1195,0.48,0.48
P2313,0.7393,0.7393
P2062,0.351,0.351
P604,0.3172,0.3172
P225,0.4857,0.4857
P1452,0.8821,0.8821
P1669,0.2779,0.2779
P1919,0.2397,0.2397
P1625,0.7705,0.7705
P3,0.586,0.586
P350,0.8478,0.8478
P843,0.8531,0.8531
P1177,0.7607,0.7607
P2000,0.3669,0.3669
P117,0.6514,0.6514
P746,0.945,0.945
P1002,0.8699,0.8699
P1160,0.4804,0.4804
P1318,0.8362,0.8362
P213,0.1967,0.1967
P1646,0.8367,0.8367
P2285,0.4871,0.4871
P1983,0.1566,0.1566
P1020,0.6511,0.6511
P1428,0.9527,0.9527
P1406,0.8986,0.8986
P77,0.2176,0.2176
P2371,0.8072,0.8072
P935,0.9293,0.9293
P440,0.4455,0.4455
P1325,0.7795,0.7795
P2214,0.4583,0.4583
P126,0.2279,0.2279
P787,0.5163,0.5163
P1869,0.1059,0.1059
P612,0.4649,0.4649
P1804,0.738,0.738
P1443,0.4957,0.4957
P788,0.3291,0.3291
P1511,0.1991,0.1991
P1808,0.9858,0.9858
P1038,0.6608,0.6608
P1510,0.9253,0.9253
P475,0.1184,0.1184
P2008,0.5176,0.5176
P1516,0.5204,0.5204
P1630,0.5242,0.5242
P694,0.4739,0.4739
P975,0.886,0.886
P291,0.831,0.831
P2170,0.1611,0.1611
P549,0.274,0.274
P1659,0.7463,0.7463
P69,0.4969,0.4969
P1558,0.4804,0.4804
P827,0.2478,0.2478
P1181,0.7062,0.7062
P301,0.3915,0.3915
