partid,cfp,co2
P41,0.3158,0.3158
P23,0.5131,0.5131
P79,0.5973,0.5973
P210,0.1619,0.1619
P217,0.2482,0.2482
P48,0.7103,0.7103
P231,0.1463,0.1463
P212,0.2703,0.2703
P209,0.2394,0.2394
P9,0.9969,0.9969
P228,0.3076,0.3076
P181,0.571,0.571
P246,0.586,0.586
P97,0.5336,0.5336
P195,0.7925,0.7925
P74,0.2375,0.2375
P134,0.1465,0.1465
P207,0.9206,0.9206
P235,0.9395,0.9395
P46,0.397,0.397
P176,0.6038,0.6038
P101,0.6256,0.6256
P45,0.4041,0.4041
P55,0.7998,0.7998
P70,0.5787,0.5787
P115,0.3773,0.3773
P69,0.4314,0.4314
P136,0.7583,0.7583
P175,0.2418,0.2418
P64,0.9724,0.9724
P233,0.5526,0.5526
P172,0.1772,0.1772
P90,0.8465,0.8465
P61,0.972,0.972
P76,0.2007,0.2007
P203,0.18,0.18
P135,0.5456,0.5456
P122,0.9388,0.9388
P140,0.5371,0.5371
P206,0.9363,0.9363
P68,0.2182,0.2182
P248,0.4109,0.4109
P166,0.2841,0.2841
P37,0.8801,0.8801
P42,0.6773,0.6773
P65,0.754,0.754
P232,0.8445,0.8445
P247,0.8507,0.8507
P106,0.4982,0.4982
P87,0.2512,0.2512
P93,0.3109,0.3109
P105,0.6713,0.6713
P169,0.7502,0.7502
P204,0.5945,0.5945
P123,0.6226,0.6226
P17,0.7608,0.7608
P62,0.4837,0.4837
P39,0.1062,0.1062
P36,0.4258,0.4258
P125,0.475,0.475
P237,0.6974,0.6974
P213,0.8959,0.8959
P151,0.5146,0.5146
P103,0.9878,0.9878
P38,0.7305,0.7305
P214,0.2613,0.2613
P92,0.6732,0.6732
P110,0.1629,0.1629
P180,0.9765,0.9765
P159,0.4625,0.4625
P245,0.1727,0.1727
P227,0.4173,0.4173
P96,0.551,0.551
P168,0.2312,0.2312
P137,0.8055,0.8055
P129,0.4506,0.4506
P33,0.5919,0.5919
P196,0.7228,0.7228
P56,0.7697,0.7697
P71,0.382,0.382
P53,0.4778,0.4778
P86,0.196,0.196
P22,0.3817,0.3817
P223,0.6508,0.6508
P58,0.32,0.32
P188,0.5327,0.5327
P12,0.5191,0.5191
P57,0.62,0.62
P34,0.3624,0.3624
P83,0.5088,0.5088
P44,0.9157,0.9157
P229,0.5766,0.5766
P163,0.8402,0.8402
P161,0.4625,0.4625
P112,0.9671,0.9671
P155,0.8203,0.8203
P201,0.9518,0.9518
P142,0.1336,0.1336
P144,0.8337,0.8337
P219,0.132,0.132
P82,0.6462,0.6462
P189,0.2267,0.2267
P108,0.2963,0.2963
P128,0.2307,0.2307
P198,0.3346,0.3346
P164,0.7976,0.7976
P40,0.9279,0.9279
P145,0.5433,0.5433
P54,0.1705,0.1705
P75,0.7396,0.7396
P226,0.7925,0.7925
P241,0.1544,0.1544
P72,0.4753,0.4753
P199,0.2615,0.2615
P18,0.7218,0.7218
