partid,cfp,co2
P225,0.8856,0.8856
P230,0.5617,0.5617
P20,0.832,0.832
P114,0.1324,0.1324
P165,0.9201,0.9201
P147,0.118,0.118
P211,0.1901,0.1901
P185,0.5527,0.5527
P21,0.8074,0.8074
P162,0.4034,0.4034
P51,0.9693,0.9693
P191,0.6986,0.6986
P238,0.3185,0.3185
P88,0.5987,0.5987
P220,0.6735,0.6735
P182,0.2155,0.2155
P244,0.3123,0.3123
P139,0.8337,0.8337
P124,0.1161,0.1161
P2,0.1162,0.1162
P193,0.9307,0.9307
P119,0.8999,0.8999
P133,0.5027,0.5027
P30,0.1992,0.1992
P121,0.2787,0.2787
P132,0.3965,0.3965
P78,0.7212,0.7212
P141,0.2489,0.2489
P243,0.9101,0.9101
P52,0.1778,0.1778
P143,0.8907,0.8907
P222,0.3565,0.3565
P31,0.359,0.359
P240,0.6685,0.6685
P242,0.3195,0.3195
P216,0.615,0.615
P190,0.6755,0.6755
P77,0.7679,0.7679
P4,0.326,0.326
P205,0.9611,0.9611
P236,0.1457,0.1457
P5,0.3576,0.3576
P234,0.105,0.105
P215,0.2791,0.2791
P117,0.4226,0.4226
P32,0.7781,0.7781
P7,0.376,0.376
P84,0.1905,0.1905
P160,0.499,0.499
P192,0.5724,0.5724
P16,0.2373,0.2373
P73,0.7195,0.7195
P149,0.7947,0.7947
P130,0.86,0.86
P85,0.3881,0.3881
P50,0.6119,0.6119
P111,0.3301,0.3301
P146,0.7281,0.7281
P99,0.7129,0.7129
P184,0.2862,0.2862
P113,0.4901,0.4901
P109,0.8106,0.8106
P11,0.8379,0.8379
P100,0.4857,0.4857
P127,0.8828,0.8828
P118,0.9767,0.9767
P221,0.3319,0.3319
P158,0.3293,0.3293
P183,0.5666,0.5666
P154,0.2855,0.2855
P59,0.4227,0.4227
P156,0.9736,0.9736
P60,0.8566,0.8566
P10,0.3952,0.3952
P27,0.4965,0.4965
P28,0.8172,0.8172
P14,0.4551,0.4551
P66,0.8544,0.8544
P170,0.7379,0.7379
P187,0.4149,0.4149
P171,0.3413,0.3413
P26,0.6165,0.6165
P80,0.3324,0.3324
P150,0.2295,0.2295
P95,0.4513,0.4513
P197,0.2319,0.2319
P6,0.3164,0.3164
P15,0.1686,0.1686
P178,0.9046,0.9046
P177,0.4839,0.4839
P239,0.5586,0.5586
P47,0.7231,0.7231
P208,0.6603,0.6603
P89,0.1532,0.1532
P49,0.9144,0.9144
P1,0.8532,0.8532
P63,0.6715,0.6715
P98,0.4666,0.4666
P29,0.3966,0.3966
P67,0.6833,0.6833
P35,0.423,0.423
P94,0.6623,0.6623
P24,0.9597,0.9597
P81,0.1305,0.1305
P131,0.1401,0.1401
P174,0.28,0.28
P148,0.5352,0.5352
P202,0.9947,0.9947
P116,0.9588,0.9588
P153,0.7142,0.7142
P13,0.1386,0.1386
P224,0.6575,0.6575
P19,0.3342,0.3342
P173,0.8823,0.8823
P138,0.2493,0.2493
P218,0.6631,0.6631
P43,0.7542,0.7542
P120,0.2976,0.2976
P126,0.6655,0.6655
P200,0.6271,0.6271
P8,0.4358,0.4358
P107,0.3895,0.3895
P152,0.2981,0.2981
P157,0.8085,0.8085
P102,0.1868,0.1868
P179,0.36,0.36
P25,0.8819,0.8819
P186,0.198,0.198
P3,0.8385,0.8385
P91,0.783,0.783
P194,0.5396,0.5396
P167,0.2432,0.2432
P104,0.5743,0.5743
