partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P1,1
P5,P1,1
P6,P1,1
P7,P1,1
P8,P1,1
P9,P2,1
P10,P2,1
P11,P2,1
P12,P2,1
P13,P2,1
P14,P3,1
P15,P3,1
P16,P4,1
P17,P4,1
P18,P5,1
P19,P5,1
P20,P6,1
P21,P6,1
P22,P6,1
P23,P7,1
P24,P7,1
P25,P7,1
P26,P7,1
P27,P8,1
P28,P8,1
P29,P8,1
P30,P8,1
P31,P8,1
P32,P10,2
P33,P10,1
P34,P10,1
P35,P10,1
P36,P10,1
P37,P11,1
P38,P11,1
P39,P11,1
P40,P11,1
P41,P11,1
P42,P12,1
P43,P12,2
P44,P12,1
P45,P12,1
P46,P13,1
P47,P13,1
P48,P13,1
P49,P13,1
P50,P14,1
P51,P14,1
P52,P14,1
P53,P14,1
P54,P15,1
P55,P15,1
P56,P15,1
P57,P17,1
P58,P17,1
P59,P18,4
P60,P18,1
P61,P22,1
P62,P22,1
P63,P22,1
P64,P22,1
P65,P22,1
P66,P23,1
P67,P23,1
P68,P23,1
P69,P23,1
P70,P24,1
P71,P24,1
P72,P24,2
P73,P25,1
P74,P25,1
P75,P25,1
P76,P25,1
P77,P25,1
P78,P27,1
P79,P27,1
P80,P27,1
P81,P31,1
P82,P31,1
P83,P31,1
P84,P32,1
P85,P32,1
P86,P33,1
P87,P33,1
P88,P33,1
P89,P33,1
P90,P33,1
P91,P34,1
P92,P34,1
P93,P34,1
P94,P34,1
P95,P34,1
P96,P36,1
P97,P36,1
P98,P37,1
P99,P37,1
P100,P37,1
P101,P37,1
P102,P37,1
P103,P38,1
P104,P38,1
P105,P38,1
P106,P39,1
P107,P39,1
P108,P40,1
P109,P40,1
P110,P40,1
P111,P40,1
P112,P40,1
P113,P43,2
P114,P43,1
P115,P46,1
P116,P46,1
P117,P46,1
P118,P47,1
P119,P47,1
P120,P47,1
P121,P48,1
P122,P48,1
P123,P48,1
P124,P48,1
P125,P49,1
P126,P49,1
P127,P49,1
P128,P49,2
P129,P50,4
P130,P50,1
P131,P51,1
P132,P51,1
P133,P51,1
P134,P52,4
P135,P52,1
P136,P52,1
P137,P52,1
P138,P52,1
P139,P54,1
P140,P54,1
P141,P55,1
P142,P55,1
P143,P55,1
P144,P55,1
P145,P55,1
P146,P56,1
P147,P56,1
P148,P56,1
P149,P57,1
P150,P57,1
P151,P57,1
P152,P57,1
P153,P57,1
P154,P58,1
P155,P58,1
P156,P58,1
P157,P62,1
P158,P62,1
P159,P62,1
P160,P62,1
P161,P63,1
P162,P63,1
P163,P64,1
P164,P64,1
P165,P64,1
P166,P64,1
P167,P64,1
P168,P65,1
P169,P65,1
P170,P67,1
P171,P67,1
P172,P67,1
P173,P67,1
P174,P67,1
P175,P68,1
P176,P68,1
P177,P68,1
P178,P70,1
P179,P70,1
P180,P70,1
P181,P70,1
P182,P71,1
P183,P71,1
P184,P73,1
P185,P73,1
P186,P73,1
P187,P73,1
P188,P73,1
P189,P75,1
P190,P75,1
P191,P75,1
P192,P77,1
P193,P77,1
P194,P77,1
P195,P78,1
P196,P78,1
P197,P78,1
P198,P80,1
P199,P80,1
P200,P81,1
P201,P81,2
P202,P81,1
P203,P81,1
P204,P82,1
P205,P82,1
P206,P85,4
P207,P85,1
P208,P85,1
P209,P85,1
P210,P86,1
P211,P86,1
P212,P87,1
P213,P87,1
P214,P87,1
P215,P87,1
P216,P87,1
P217,P88,1
P218,P88,1
P219,P90,1
P220,P90,1
P221,P90,1
P222,P90,1
P223,P91,1
P224,P91,1
P225,P91,1
P226,P92,1
P227,P92,1
P228,P92,1
P229,P92,1
P230,P94,1
P231,P94,1
P232,P94,1
P233,P95,1
P234,P95,1
P235,P95,1
P236,P96,1
P237,P96,1
P238,P96,1
P239,P97,1
P240,P97,1
P241,P97,1
P242,P97,1
P243,P97,1
P244,P99,1
P245,P99,1
P246,P99,4
P247,P99,1
P248,P100,1
