partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P2,1
P4,P2,1
P5,P2,1
P6,P2,1
P7,P2,1
P8,P3,1
P9,P3,1
P10,P3,1
P11,P3,1
P12,P3,1
P13,P4,1
P14,P4,1
P15,P4,1
P16,P4,1
P17,P5,1
P18,P5,1
P19,P5,1
P20,P5,1
P21,P6,1
P22,P6,1
P23,P9,1
P24,P9,4
P25,P9,1
P26,P9,1
P27,P10,1
P28,P10,1
P29,P11,1
P30,P11,1
P31,P14,1
P32,P14,1
P33,P14,1
P34,P15,1
P35,P15,1
P36,P15,1
P37,P15,1
P38,P18,1
P39,P18,1
P40,P18,1
P41,P18,1
P42,P19,1
P43,P19,1
P44,P19,1
P45,P19,1
P46,P19,1
P47,P20,1
P48,P20,1
P49,P21,1
P50,P21,1
P51,P22,1
P52,P22,1
P53,P22,1
P54,P22,1
P55,P23,1
P56,P23,1
P57,P23,1
P58,P25,1
P59,P25,1
P60,P26,1
P61,P26,1
P62,P28,1
P63,P28,1
P64,P28,1
P65,P31,1
P66,P31,1
P67,P31,1
P68,P31,1
P69,P36,1
P70,P36,1
P71,P36,1
P72,P36,1
P73,P37,1
P74,P37,1
P75,P37,1
P76,P37,2
P77,P37,4
P78,P38,1
P79,P38,1
P80,P38,1
P81,P38,1
P82,P39,1
P83,P39,1
P84,P39,1
P85,P39,1
P86,P39,1
P87,P40,2
P88,P40,4
P89,P41,1
P90,P41,1
P91,P42,2
P92,P42,4
P93,P42,1
P94,P42,1
P95,P42,1
P96,P44,1
P97,P44,1
P98,P45,1
P99,P45,1
P100,P46,1
P101,P46,1
P102,P46,1
P103,P47,1
P104,P47,1
P105,P47,1
P106,P47,1
P107,P47,1
P108,P48,2
P109,P48,1
P110,P48,1
P111,P48,1
P112,P48,1
P113,P49,1
P114,P49,1
P115,P49,1
P116,P49,1
P117,P51,1
P118,P51,1
P119,P51,1
P120,P51,1
P121,P51,1
P122,P52,1
P123,P52,1
P124,P52,2
P125,P52,1
P126,P53,1
P127,P53,1
P128,P53,1
P129,P53,2
P130,P54,1
P131,P54,1
P132,P54,1
P133,P54,1
P134,P54,1
P135,P55,1
P136,P55,2
P137,P55,1
P138,P55,1
P139,P57,1
P140,P57,1
P141,P57,1
P142,P57,1
P143,P57,1
P144,P60,4
P145,P60,1
P146,P60,1
P147,P63,1
P148,P63,1
P149,P63,1
P150,P63,1
P151,P66,1
P152,P66,1
P153,P66,1
P154,P66,1
P155,P66,1
P156,P67,1
P157,P67,1
P158,P67,1
P159,P67,1
P160,P68,1
P161,P68,1
P162,P68,1
P163,P69,1
P164,P69,1
P165,P70,1
P166,P70,1
P167,P71,1
P168,P71,1
P169,P71,1
P170,P71,1
P171,P71,1
P172,P72,1
P173,P72,1
P174,P72,1
P175,P72,1
P176,P72,1
P177,P73,1
P178,P73,1
P179,P73,1
P180,P73,1
P181,P73,1
P182,P75,1
P183,P75,1
P184,P75,1
P185,P75,1
P186,P76,1
P187,P76,1
P188,P76,4
P189,P79,1
P190,P79,1
P191,P79,1
P192,P80,1
P193,P80,1
P194,P80,1
P195,P80,1
P196,P83,1
P197,P83,1
P198,P83,1
P199,P83,1
P200,P85,1
P201,P85,1
P202,P85,1
P203,P85,1
P204,P85,1
P205,P86,1
P206,P86,1
P207,P86,1
P208,P86,1
P209,P88,1
P210,P88,1
P211,P88,1
P212,P91,1
P213,P91,1
P214,P91,1
P215,P91,1
P216,P92,1
P217,P92,1
P218,P92,1
P219,P92,1
P220,P92,1
P221,P94,1
P222,P94,1
P223,P96,1
P224,P96,1
P225,P96,1
P226,P96,1
P227,P97,1
P228,P97,1
P229,P97,1
P230,P99,1
P231,P99,1
P232,P100,1
P233,P100,4
P234,P100,1
P235,P102,1
P236,P102,1
P237,P102,1
P238,P103,1
P239,P103,1
P240,P103,1
P241,P104,1
P242,P104,2
P243,P104,1
P244,P105,2
P245,P105,1
P246,P105,1
P247,P105,1
P248,P105,2
P249,P106,1
P250,P106,1
P251,P106,1
P252,P109,1
P253,P109,1
P254,P109,1
P255,P111,1
P256,P111,1
P257,P112,1
P258,P112,1
P259,P112,1
P260,P113,1
P261,P113,1
P262,P113,1
P263,P114,2
P264,P114,1
P265,P116,1
P266,P116,1
P267,P116,1
P268,P116,1
P269,P116,1
P270,P117,1
P271,P117,1
P272,P117,1
P273,P119,1
P274,P119,1
P275,P119,1
P276,P119,1
P277,P119,1
P278,P120,1
P279,P120,1
P280,P120,1
P281,P121,1
P282,P121,1
P283,P122,1
P284,P122,2
P285,P124,1
P286,P124,1
P287,P124,1
P288,P126,1
P289,P126,1
P290,P126,1
P291,P126,1
P292,P127,1
P293,P127,1
P294,P127,1
P295,P128,1
P296,P128,1
P297,P131,1
P298,P131,1
P299,P131,1
P300,P131,1
P301,P131,1
P302,P132,2
P303,P132,1
P304,P132,1
P305,P133,4
P306,P133,1
P307,P133,1
P308,P133,1
P309,P133,1
P310,P136,1
P311,P136,1
P312,P137,1
P313,P137,1
P314,P137,1
P315,P140,1
