partid,cfp,co2
P473,0.8342,0.8342
P1584,0.6808,0.6808
P88,0.3405,0.3405
P1683,0.4531,0.4531
P1220,0.9019,0.9019
P373,0.9585,0.9585
P729,0.824,0.824
P1160,0.4929,0.4929
P123,0.6233,0.6233
P269,0.1689,0.1689
P1379,0.2692,0.2692
P1259,0.1829,0.1829
P788,0.3676,0.3676
P1284,0.8709,0.8709
P961,0.489,0.489
P814,0.8835,0.8835
P750,0.1388,0.1388
P959,0.9987,0.9987
P1218,0.3032,0.3032
P298,0.5148,0.5148
P39,0.3959,0.3959
P1032,0.4799,0.4799
P1815,0.868,0.868
P1462,0.3414,0.3414
P707,0.3845,0.3845
P1464,0.6326,0.6326
P625,0.4674,0.4674
P1951,0.6771,0.6771
P845,0.9234,0.9234
P1172,0.79,0.79
P1088,0.6962,0.6962
P1050,0.9214,0.9214
P309,0.9016,0.9016
P1794,0.306,0.306
P1936,0.4608,0.4608
P1274,0.5177,0.5177
P1072,0.7215,0.7215
P1525,0.7508,0.7508
P1623,0.4271,0.4271
P508,0.9809,0.9809
P1991,0.3822,0.3822
P992,0.6999,0.6999
P1400,0.2488,0.2488
P651,0.9348,0.9348
P1277,0.2081,0.2081
P98,0.8783,0.8783
P1498,0.1208,0.1208
P1187,0.142,0.142
P667,0.5261,0.5261
P1842,0.2526,0.2526
P1650,0.2799,0.2799
P177,0.6404,0.6404
P1617,0.4691,0.4691
P820,0.2736,0.2736
P1891,0.6017,0.6017
P615,0.1223,0.1223
P388,0.614,0.614
P694,0.5115,0.5115
P117,0.8629,0.8629
P25,0.5079,0.5079
P1776,0.357,0.357
P240,0.3593,0.3593
P643,0.5309,0.5309
P1208,0.9279,0.9279
P1365,0.6295,0.6295
P304,0.7893,0.7893
P1792,0.7638,0.7638
P874,0.3193,0.3193
P1749,0.687,0.687
P1307,0.2797,0.2797
P249,0.8343,0.8343
P1577,0.6826,0.6826
P158,0.7154,0.7154
P1378,0.6551,0.6551
P30,0.5924,0.5924
P273,0.7282,0.7282
P1775,0.7532,0.7532
P1581,0.7564,0.7564
P1279,0.4353,0.4353
P51,0.1661,0.1661
P587,0.7674,0.7674
P59,0.7623,0.7623
P1742,0.4228,0.4228
P1797,0.5629,0.5629
P1812,0.2517,0.2517
P1979,0.1573,0.1573
P1402,0.8158,0.8158
P1663,0.3008,0.3008
P759,0.3407,0.3407
P1295,0.4176,0.4176
P1501,0.9238,0.9238
P1491,0.6469,0.6469
P286,0.9445,0.9445
P832,0.6451,0.6451
P1342,0.9399,0.9399
P1527,0.8485,0.8485
P42,0.9699,0.9699
P648,0.4154,0.4154
P1427,0.6531,0.6531
P1718,0.423,0.423
P214,0.1002,0.1002
P494,0.4207,0.4207
P1326,0.638,0.638
P1033,0.3683,0.3683
P653,0.9304,0.9304
P1610,0.9269,0.9269
P1758,0.9753,0.9753
P1830,0.6828,0.6828
P919,0.5121,0.5121
P130,0.9086,0.9086
P916,0.6572,0.6572
P1669,0.2893,0.2893
P838,0.4901,0.4901
P588,0.5072,0.5072
P1626,0.432,0.432
P616,0.3904,0.3904
P1611,0.724,0.724
P1052,0.7228,0.7228
P1541,0.8922,0.8922
P1731,0.4394,0.4394
P509,0.7284,0.7284
P1257,0.9415,0.9415
P513,0.7079,0.7079
P226,0.458,0.458
P1983,0.6202,0.6202
P1221,0.7475,0.7475
P1555,0.7338,0.7338
P1045,0.7757,0.7757
P1073,0.8419,0.8419
P484,0.2781,0.2781
P1216,0.7742,0.7742
P685,0.6187,0.6187
P1286,0.1344,0.1344
P1512,0.6143,0.6143
P1492,0.8783,0.8783
P964,0.4981,0.4981
P1154,0.8621,0.8621
P56,0.9284,0.9284
P1854,0.5406,0.5406
P1870,0.2118,0.2118
P1403,0.5404,0.5404
P1192,0.4704,0.4704
P295,0.7438,0.7438
P727,0.9556,0.9556
P638,0.3041,0.3041
P960,0.2176,0.2176
P1629,0.9448,0.9448
P231,0.1031,0.1031
P907,0.5979,0.5979
P618,0.221,0.221
P1171,0.3936,0.3936
P347,0.7546,0.7546
P1549,0.7346,0.7346
P1961,0.4522,0.4522
P365,0.1576,0.1576
P1084,0.2074,0.2074
P1614,0.9755,0.9755
P1810,0.7562,0.7562
P336,0.6376,0.6376
P1652,0.9289,0.9289
P1429,0.1919,0.1919
P1971,0.7909,0.7909
P412,0.2436,0.2436
P1096,0.3076,0.3076
P1722,0.3067,0.3067
P1010,0.2118,0.2118
P369,0.7607,0.7607
P840,0.473,0.473
P798,0.3375,0.3375
P1425,0.9287,0.9287
P235,0.3512,0.3512
P597,0.2757,0.2757
P1778,0.4608,0.4608
P517,0.8917,0.8917
P1824,0.6161,0.6161
P526,0.9486,0.9486
P745,0.7131,0.7131
P1924,0.9551,0.9551
P1180,0.8631,0.8631
P378,0.8358,0.8358
P350,0.6454,0.6454
P1090,0.6302,0.6302
P1225,0.2521,0.2521
P422,0.1589,0.1589
P1665,0.2331,0.2331
P1426,0.2324,0.2324
P878,0.3304,0.3304
P92,0.888,0.888
P1067,0.406,0.406
P1490,0.1384,0.1384
P1724,0.933,0.933
P543,0.1548,0.1548
P357,0.1087,0.1087
P431,0.1079,0.1079
P770,0.7966,0.7966
P241,0.8053,0.8053
P41,0.2145,0.2145
P248,0.2251,0.2251
P362,0.3631,0.3631
P928,0.6034,0.6034
P1345,0.441,0.441
P1367,0.8559,0.8559
P1392,0.7114,0.7114
P1720,0.5618,0.5618
P1576,0.732,0.732
P121,0.3662,0.3662
P1761,0.7834,0.7834
P44,0.2304,0.2304
P1599,0.9356,0.9356
P965,0.6227,0.6227
P797,0.8819,0.8819
P824,0.9158,0.9158
P1783,0.5908,0.5908
P1299,0.1152,0.1152
P1579,0.5227,0.5227
P385,0.3199,0.3199
P21,0.4059,0.4059
P596,0.68,0.68
P574,0.928,0.928
P1681,0.4229,0.4229
P1738,0.7265,0.7265
P505,0.8913,0.8913
P492,0.9201,0.9201
P735,0.8305,0.8305
P1412,0.5229,0.5229
P1167,0.2198,0.2198
P1141,0.1265,0.1265
P922,0.4183,0.4183
P1972,0.6586,0.6586
P1408,0.2058,0.2058
P175,0.3042,0.3042
P1840,0.5546,0.5546
P611,0.9369,0.9369
P702,0.9732,0.9732
P1937,0.1254,0.1254
P1421,0.2343,0.2343
P1882,0.3075,0.3075
P1238,0.4192,0.4192
P701,0.5245,0.5245
P833,0.1116,0.1116
P266,0.7502,0.7502
P1540,0.7821,0.7821
P418,0.228,0.228
P1770,0.5144,0.5144
P305,0.5256,0.5256
P650,0.7611,0.7611
P1702,0.7139,0.7139
