partid,cfp,co2
P458,0.9375,0.9375
P780,0.4894,0.4894
P584,0.2334,0.2334
P244,0.5576,0.5576
P1655,0.9586,0.9586
P720,0.854,0.854
P854,0.3407,0.3407
P474,0.9601,0.9601
P901,0.6301,0.6301
P313,0.4827,0.4827
P1099,0.4057,0.4057
P1675,0.3942,0.3942
P303,0.8809,0.8809
P830,0.2457,0.2457
P1261,0.4469,0.4469
P419,0.9359,0.9359
P364,0.5286,0.5286
P1488,0.3642,0.3642
P987,0.6527,0.6527
P1624,0.578,0.578
P1422,0.7647,0.7647
P178,0.7729,0.7729
P620,0.2901,0.2901
P1240,0.8243,0.8243
P941,0.9622,0.9622
P1288,0.6521,0.6521
P108,0.5112,0.5112
P565,0.8839,0.8839
P1534,0.3966,0.3966
P1693,0.6238,0.6238
P566,0.603,0.603
P1364,0.3182,0.3182
P1296,0.9645,0.9645
P144,0.4234,0.4234
P1861,0.7769,0.7769
P220,0.4357,0.4357
P889,0.9577,0.9577
P1591,0.7612,0.7612
P1189,0.4505,0.4505
P1700,0.8653,0.8653
P27,0.8014,0.8014
P956,0.8745,0.8745
P201,0.6739,0.6739
P912,0.4031,0.4031
P1093,0.1854,0.1854
P1148,0.2394,0.2394
P1511,0.2084,0.2084
P281,0.7355,0.7355
P843,0.3845,0.3845
P38,0.3105,0.3105
P630,0.859,0.859
P821,0.3618,0.3618
P1836,0.9515,0.9515
P710,0.2414,0.2414
P34,0.5617,0.5617
P1058,0.6578,0.6578
P1280,0.1247,0.1247
P636,0.6797,0.6797
P1078,0.8687,0.8687
P711,0.5579,0.5579
P886,0.4677,0.4677
P1674,0.1814,0.1814
P857,0.1755,0.1755
P61,0.3996,0.3996
P924,0.3526,0.3526
P1930,0.6102,0.6102
P1736,0.7647,0.7647
P434,0.4492,0.4492
P1801,0.9017,0.9017
P1860,0.4719,0.4719
P1382,0.9493,0.9493
P1331,0.3368,0.3368
P380,0.731,0.731
P1750,0.9622,0.9622
P1762,0.7944,0.7944
P1804,0.1866,0.1866
P452,0.8085,0.8085
P806,0.5395,0.5395
P1037,0.5381,0.5381
P1441,0.108,0.108
P1255,0.7072,0.7072
P315,0.4646,0.4646
P1811,0.9333,0.9333
P1648,0.7917,0.7917
P1943,0.7651,0.7651
P775,0.5881,0.5881
P525,0.5841,0.5841
P733,0.4965,0.4965
P1196,0.6066,0.6066
P1042,0.546,0.546
P260,0.1198,0.1198
P1213,0.6716,0.6716
P1287,0.9134,0.9134
P1113,0.661,0.661
P577,0.328,0.328
P1888,0.7188,0.7188
P237,0.4389,0.4389
P1104,0.159,0.159
P1389,0.2157,0.2157
P1513,0.4992,0.4992
P575,0.554,0.554
P331,0.3557,0.3557
P1537,0.2944,0.2944
P1179,0.8454,0.8454
P1727,0.8536,0.8536
P77,0.7884,0.7884
P160,0.8182,0.8182
P810,0.3241,0.3241
P386,0.7888,0.7888
P1448,0.7423,0.7423
P292,0.2558,0.2558
P523,0.4681,0.4681
P1772,0.3464,0.3464
P455,0.1157,0.1157
P1763,0.5194,0.5194
P657,0.25,0.25
P737,0.9828,0.9828
P1651,0.5636,0.5636
P1602,0.8276,0.8276
P1503,0.6691,0.6691
P143,0.2882,0.2882
P192,0.6459,0.6459
P407,0.9255,0.9255
P102,0.428,0.428
P1739,0.1287,0.1287
P425,0.5762,0.5762
P1633,0.7962,0.7962
P1209,0.2442,0.2442
P818,0.2181,0.2181
P1459,0.3329,0.3329
P967,0.3993,0.3993
P433,0.3058,0.3058
P1161,0.466,0.466
P1948,0.9418,0.9418
P1872,0.105,0.105
P1030,0.1955,0.1955
P742,0.1298,0.1298
P1500,0.7132,0.7132
P1134,0.4417,0.4417
P301,0.8676,0.8676
P887,0.3717,0.3717
P1292,0.5685,0.5685
P859,0.3262,0.3262
P914,0.2108,0.2108
P1711,0.6716,0.6716
P1856,0.9512,0.9512
P1028,0.2985,0.2985
P85,0.8454,0.8454
P1068,0.9219,0.9219
P9,0.1944,0.1944
P627,0.8341,0.8341
P1597,0.1272,0.1272
P118,0.2022,0.2022
P440,0.4648,0.4648
P1745,0.6889,0.6889
P167,0.4836,0.4836
P1843,0.886,0.886
P1684,0.654,0.654
P1785,0.5765,0.5765
P1151,0.1698,0.1698
P903,0.1659,0.1659
P1639,0.7197,0.7197
P659,0.717,0.717
P1928,0.8466,0.8466
P80,0.6537,0.6537
P1021,0.85,0.85
P1832,0.7018,0.7018
P754,0.3112,0.3112
P87,0.7165,0.7165
P1571,0.8384,0.8384
P272,0.9249,0.9249
P896,0.5803,0.5803
P807,0.9811,0.9811
P1874,0.6786,0.6786
P1998,0.8554,0.8554
