partid,assembler
P197,postgresB
P108,postgresB
P170,postgresC
P22,postgresC
P171,postgresC
P213,postgresB
P150,postgresC
P6,postgresB
P59,postgresB
P38,postgresC
P78,postgresC
P153,postgresB
P106,postgresB
P94,postgresB
P5,postgresC
P187,postgresB
P61,postgresB
P27,postgresC
P45,postgresC
P49,postgresC
P48,postgresB
P113,postgresC
P196,postgresB
P114,postgresC
P161,postgresB
P91,postgresB
P165,postgresC
P154,postgresC
P140,postgresC
P31,postgresB
P186,postgresC
P206,postgresC
P164,postgresC
P131,postgresC
P134,postgresB
P149,postgresB
P57,postgresC
P146,postgresB
P130,postgresC
P1,postgresB
P139,postgresC
P183,postgresB
P185,postgresC
P210,postgresB
P0,postgresA
P101,postgresC
P66,postgresC
P51,postgresC
P121,postgresC
P147,postgresC
P205,postgresB
P37,postgresB
P208,postgresB
P145,postgresC
P202,postgresC
P62,postgresC
P127,postgresC
P3,postgresB
P25,postgresC
P90,postgresB
P194,postgresB
P60,postgresB
P29,postgresB
P155,postgresB
P68,postgresC
P211,postgresB
P138,postgresC
P133,postgresB
P93,postgresB
P199,postgresB
P95,postgresC
P148,postgresB
P169,postgresB
P167,postgresC
P162,postgresB
P58,postgresB
P46,postgresC
P26,postgresC
P77,postgresC
P39,postgresB
P157,postgresB
P18,postgresC
P137,postgresB
P97,postgresB
P128,postgresB
P129,postgresB
P82,postgresC
P190,postgresC
P76,postgresC
P36,postgresC
P8,postgresB
P7,postgresC
P50,postgresC
P69,postgresB
P174,postgresC
P195,postgresB
P200,postgresC
P163,postgresC
P132,postgresC
P56,postgresB
P179,postgresB
P32,postgresC
P17,postgresB
P100,postgresC
P198,postgresC
P40,postgresC
P204,postgresC
P214,postgresB
P166,postgresB
P152,postgresC
P80,postgresC
P172,postgresC
P41,postgresC
P71,postgresC
P120,postgresB
P79,postgresB
P53,postgresB
P65,postgresC
P109,postgresB
P102,postgresB
P123,postgresB
P209,postgresB
P143,postgresB
P88,postgresC
P28,postgresB
P81,postgresC
P111,postgresC
P119,postgresB
P136,postgresB
P159,postgresC
P2,postgresC
P151,postgresB
P115,postgresB
P160,postgresB
P173,postgresB
P55,postgresC
P216,postgresC
P189,postgresC
P72,postgresB
P177,postgresC
P30,postgresC
P89,postgresC
P83,postgresB
P104,postgresC
P47,postgresC
P54,postgresC
P21,postgresC
P24,postgresB
P116,postgresC
P184,postgresB
P11,postgresC
P122,postgresC
P201,postgresB
P23,postgresB
P14,postgresC
P15,postgresC
P142,postgresC
P144,postgresC
P126,postgresB
P193,postgresC
P44,postgresC
P124,postgresC
P112,postgresC
P192,postgresB
P180,postgresB
P207,postgresB
P67,postgresC
P175,postgresB
P86,postgresC
P117,postgresB
P96,postgresC
P84,postgresC
P182,postgresB
P135,postgresB
P10,postgresC
P118,postgresB
P156,postgresB
P98,postgresC
P103,postgresB
P34,postgresC
P63,postgresC
P4,postgresC
P13,postgresC
P191,postgresC
P188,postgresC
P9,postgresB
P43,postgresC
P52,postgresC
P99,postgresC
P158,postgresB
P16,postgresC
P19,postgresC
P75,postgresC
P107,postgresC
P12,postgresB
P203,postgresC
P87,postgresC
P105,postgresC
P212,postgresB
P178,postgresB
P181,postgresB
P33,postgresB
P64,postgresC
P168,postgresC
P215,postgresB
P125,postgresC
P110,postgresB
P20,postgresC
P176,postgresB
P42,postgresB
P70,postgresB
P73,postgresC
P35,postgresB
P92,postgresC
P141,postgresC
P85,postgresC
P74,postgresC
