partid,cfp,co2
P170,0.5046,0.5046
P22,0.8678,0.8678
P171,0.383,0.383
P150,0.1347,0.1347
P38,0.2021,0.2021
P78,0.1677,0.1677
P5,0.3631,0.3631
P27,0.3078,0.3078
P45,0.2426,0.2426
P49,0.7228,0.7228
P113,0.1144,0.1144
P114,0.1715,0.1715
P165,0.6297,0.6297
P154,0.6783,0.6783
P140,0.807,0.807
P186,0.6613,0.6613
P206,0.3614,0.3614
P164,0.3066,0.3066
P131,0.6461,0.6461
P57,0.1617,0.1617
P130,0.9366,0.9366
P139,0.4878,0.4878
P185,0.626,0.626
P101,0.8638,0.8638
P66,0.694,0.694
P51,0.7976,0.7976
P121,0.4437,0.4437
P147,0.4477,0.4477
P145,0.6845,0.6845
P202,0.2954,0.2954
P62,0.6932,0.6932
P127,0.7211,0.7211
P25,0.9038,0.9038
P68,0.5142,0.5142
P138,0.6883,0.6883
P95,0.6954,0.6954
P167,0.2248,0.2248
P46,0.9886,0.9886
P26,0.1269,0.1269
P77,0.8808,0.8808
P18,0.1937,0.1937
P82,0.776,0.776
P190,0.1398,0.1398
P76,0.3057,0.3057
P36,0.1002,0.1002
P7,0.5123,0.5123
P50,0.7029,0.7029
P174,0.7744,0.7744
P200,0.225,0.225
P163,0.5815,0.5815
P132,0.4716,0.4716
P32,0.686,0.686
P100,0.8918,0.8918
P198,0.4571,0.4571
P40,0.2959,0.2959
P204,0.7802,0.7802
P152,0.686,0.686
P80,0.9157,0.9157
P172,0.6057,0.6057
P41,0.4242,0.4242
P71,0.8015,0.8015
P65,0.9221,0.9221
P88,0.4727,0.4727
P81,0.4682,0.4682
P111,0.2091,0.2091
P159,0.1072,0.1072
P2,0.842,0.842
P55,0.5434,0.5434
P216,0.3516,0.3516
P189,0.678,0.678
P177,0.7985,0.7985
P30,0.4343,0.4343
P89,0.2471,0.2471
P104,0.7088,0.7088
P47,0.379,0.379
P54,0.1135,0.1135
P21,0.3829,0.3829
P116,0.1165,0.1165
P11,0.4534,0.4534
P122,0.8819,0.8819
P14,0.4177,0.4177
P15,0.2345,0.2345
P142,0.1055,0.1055
P144,0.5796,0.5796
P193,0.7691,0.7691
P44,0.5667,0.5667
P124,0.3948,0.3948
P112,0.9214,0.9214
P67,0.4546,0.4546
P86,0.2625,0.2625
P96,0.2959,0.2959
P84,0.3155,0.3155
P10,0.4861,0.4861
P98,0.1881,0.1881
P34,0.1286,0.1286
P63,0.7805,0.7805
P4,0.8201,0.8201
P13,0.9621,0.9621
P191,0.5721,0.5721
P188,0.8366,0.8366
P43,0.6922,0.6922
P52,0.7478,0.7478
P99,0.2427,0.2427
P16,0.2284,0.2284
P19,0.5481,0.5481
P75,0.109,0.109
P107,0.449,0.449
P203,0.6761,0.6761
P87,0.8182,0.8182
P105,0.3981,0.3981
P64,0.637,0.637
P168,0.9789,0.9789
P125,0.5597,0.5597
P20,0.3738,0.3738
P73,0.8709,0.8709
P92,0.4123,0.4123
P141,0.3515,0.3515
P85,0.5398,0.5398
P74,0.1261,0.1261
