partid,cfp,co2
P197,0.7086,0.7086
P108,0.295,0.295
P213,0.1949,0.1949
P6,0.4208,0.4208
P59,0.3487,0.3487
P153,0.5312,0.5312
P106,0.3441,0.3441
P94,0.6751,0.6751
P187,0.1258,0.1258
P61,0.5094,0.5094
P48,0.2639,0.2639
P196,0.5486,0.5486
P161,0.2763,0.2763
P91,0.3706,0.3706
P31,0.98,0.98
P134,0.7346,0.7346
P149,0.6407,0.6407
P146,0.9535,0.9535
P1,0.716,0.716
P183,0.4138,0.4138
P210,0.8989,0.8989
P205,0.3212,0.3212
P37,0.469,0.469
P208,0.4754,0.4754
P3,0.7057,0.7057
P90,0.3596,0.3596
P194,0.5756,0.5756
P60,0.938,0.938
P29,0.3602,0.3602
P155,0.4944,0.4944
P211,0.5616,0.5616
P133,0.4251,0.4251
P93,0.2486,0.2486
P199,0.6136,0.6136
P148,0.5357,0.5357
P169,0.7678,0.7678
P162,0.9222,0.9222
P58,0.7757,0.7757
P39,0.4792,0.4792
P157,0.9013,0.9013
P137,0.5054,0.5054
P97,0.9669,0.9669
P128,0.4507,0.4507
P129,0.936,0.936
P8,0.9582,0.9582
P69,0.2963,0.2963
P195,0.8262,0.8262
P56,0.5903,0.5903
P179,0.3552,0.3552
P17,0.6409,0.6409
P214,0.6201,0.6201
P166,0.8698,0.8698
P120,0.3896,0.3896
P79,0.9531,0.9531
P53,0.144,0.144
P109,0.8537,0.8537
P102,0.5743,0.5743
P123,0.5446,0.5446
P209,0.9052,0.9052
P143,0.7328,0.7328
P28,0.365,0.365
P119,0.7741,0.7741
P136,0.5082,0.5082
P151,0.5003,0.5003
P115,0.3174,0.3174
P160,0.8608,0.8608
P173,0.6026,0.6026
P72,0.9262,0.9262
P83,0.3959,0.3959
P24,0.5636,0.5636
P184,0.4058,0.4058
P201,0.4219,0.4219
P23,0.3232,0.3232
P126,0.4222,0.4222
P192,0.6076,0.6076
P180,0.8767,0.8767
P207,0.4672,0.4672
P175,0.8697,0.8697
P117,0.5471,0.5471
P182,0.566,0.566
P135,0.3965,0.3965
P118,0.3167,0.3167
P156,0.5545,0.5545
P103,0.2022,0.2022
P9,0.3856,0.3856
P158,0.568,0.568
P12,0.5129,0.5129
P212,0.1066,0.1066
P178,0.2836,0.2836
P181,0.7648,0.7648
P33,0.7081,0.7081
P215,0.8023,0.8023
P110,0.5752,0.5752
P176,0.1742,0.1742
P42,0.4071,0.4071
P70,0.6165,0.6165
P35,0.3304,0.3304
