partid,assembler
P34,postgresB
P68,postgresC
P281,postgresC
P295,postgresC
P96,postgresC
P260,postgresB
P275,postgresC
P127,postgresC
P224,postgresB
P19,postgresC
P266,postgresB
P145,postgresC
P157,postgresB
P273,postgresC
P141,postgresC
P287,postgresB
P104,postgresB
P183,postgresB
P7,postgresC
P3,postgresC
P114,postgresC
P113,postgresC
P143,postgresC
P130,postgresB
P199,postgresC
P88,postgresB
P38,postgresC
P138,postgresC
P163,postgresB
P26,postgresC
P277,postgresB
P262,postgresC
P265,postgresC
P276,postgresC
P251,postgresB
P147,postgresC
P289,postgresB
P203,postgresC
P99,postgresC
P181,postgresB
P204,postgresB
P226,postgresC
P55,postgresB
P256,postgresC
P187,postgresC
P120,postgresC
P17,postgresB
P232,postgresC
P283,postgresB
P286,postgresC
P298,postgresC
P122,postgresC
P192,postgresB
P74,postgresC
P250,postgresC
P164,postgresC
P186,postgresB
P242,postgresC
P293,postgresB
P158,postgresB
P32,postgresB
P279,postgresB
P82,postgresC
P18,postgresC
P13,postgresC
P196,postgresB
P123,postgresC
P239,postgresB
P66,postgresC
P29,postgresC
P191,postgresC
P190,postgresC
P6,postgresC
P144,postgresB
P90,postgresB
P288,postgresC
P132,postgresC
P47,postgresC
P155,postgresB
P54,postgresB
P125,postgresB
P161,postgresC
P254,postgresC
P170,postgresB
P264,postgresC
P45,postgresC
P285,postgresB
P94,postgresB
P214,postgresB
P225,postgresB
P4,postgresB
P30,postgresC
P86,postgresC
P146,postgresC
P213,postgresC
P257,postgresC
P284,postgresB
P216,postgresC
P73,postgresC
P119,postgresB
P134,postgresC
P154,postgresB
P81,postgresC
P247,postgresC
P237,postgresB
P42,postgresC
P268,postgresB
P109,postgresC
P50,postgresB
P152,postgresC
P171,postgresB
P209,postgresC
P93,postgresB
P124,postgresC
P168,postgresC
P200,postgresC
P238,postgresC
P240,postgresB
P248,postgresC
P64,postgresC
P60,postgresC
P121,postgresB
P253,postgresB
P80,postgresC
P291,postgresC
P89,postgresC
P28,postgresB
P195,postgresB
P252,postgresC
P129,postgresB
P101,postgresC
P197,postgresB
P20,postgresB
P126,postgresB
P14,postgresB
P280,postgresB
P151,postgresB
P179,postgresC
P177,postgresC
P70,postgresC
P112,postgresB
P220,postgresC
P236,postgresC
P46,postgresB
P49,postgresC
P211,postgresB
P212,postgresC
P249,postgresB
P245,postgresB
P207,postgresB
P198,postgresC
P189,postgresC
P108,postgresC
P149,postgresB
P292,postgresC
P35,postgresC
P98,postgresB
P0,postgresA
P85,postgresC
P221,postgresB
P36,postgresB
P72,postgresC
P208,postgresB
P52,postgresC
P71,postgresC
P139,postgresB
P140,postgresC
P23,postgresC
P182,postgresC
P150,postgresC
P188,postgresC
P16,postgresC
P58,postgresC
P84,postgresC
P128,postgresB
P227,postgresB
P201,postgresB
P110,postgresC
P136,postgresB
P159,postgresB
P193,postgresC
P39,postgresB
P9,postgresB
P173,postgresC
P61,postgresB
P148,postgresC
P40,postgresB
P133,postgresB
P272,postgresB
P8,postgresB
P235,postgresC
P172,postgresB
P244,postgresC
P25,postgresC
P102,postgresC
P12,postgresC
P118,postgresC
P131,postgresB
P22,postgresC
P299,postgresC
P241,postgresB
P77,postgresB
P116,postgresB
P223,postgresC
P282,postgresC
P294,postgresC
P43,postgresC
P243,postgresC
P176,postgresC
P258,postgresC
P296,postgresB
P21,postgresB
P228,postgresB
P230,postgresB
P91,postgresB
P48,postgresC
P11,postgresC
P184,postgresB
P267,postgresC
P165,postgresC
P233,postgresC
P185,postgresC
P24,postgresC
P63,postgresB
P103,postgresC
P117,postgresB
P175,postgresC
P31,postgresB
P78,postgresB
P95,postgresB
P105,postgresB
P153,postgresB
P218,postgresB
P1,postgresB
P217,postgresB
P255,postgresB
P111,postgresC
P100,postgresC
P76,postgresB
P135,postgresB
P178,postgresB
P194,postgresC
P206,postgresB
P270,postgresC
P97,postgresC
P271,postgresC
P37,postgresB
P219,postgresC
P33,postgresC
P67,postgresC
P57,postgresB
P231,postgresB
P263,postgresC
P269,postgresB
P222,postgresC
P44,postgresB
P65,postgresB
P69,postgresC
P75,postgresC
P156,postgresC
P162,postgresC
P167,postgresB
P174,postgresB
P246,postgresC
P5,postgresC
P274,postgresB
P10,postgresC
P210,postgresC
P234,postgresB
P59,postgresC
P278,postgresB
P106,postgresC
P51,postgresC
P202,postgresC
P107,postgresB
P160,postgresB
P180,postgresC
P169,postgresC
P290,postgresB
P261,postgresC
P137,postgresC
P92,postgresB
P166,postgresB
P205,postgresB
P27,postgresB
P53,postgresC
P115,postgresC
P79,postgresC
P142,postgresB
P83,postgresC
P2,postgresB
P15,postgresB
P215,postgresB
P259,postgresC
P56,postgresB
P87,postgresB
P297,postgresC
P41,postgresB
P62,postgresC
P229,postgresC
