partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P1,1
P5,P1,1
P6,P2,1
P7,P2,1
P8,P2,1
P9,P2,1
P10,P3,1
P11,P3,1
P12,P3,1
P13,P3,1
P14,P4,1
P15,P4,1
P16,P4,1
P17,P4,1
P18,P5,1
P19,P5,1
P20,P5,1
P21,P5,1
P22,P5,1
P23,P6,1
P24,P6,1
P25,P6,1
P26,P6,1
P27,P6,1
P28,P8,1
P29,P8,1
P30,P8,1
P31,P9,1
P32,P9,1
P33,P9,1
P34,P9,1
P35,P10,1
P36,P10,1
P37,P11,1
P38,P11,1
P39,P11,1
P40,P12,1
P41,P12,1
P42,P17,1
P43,P17,1
P44,P18,1
P45,P18,1
P46,P18,1
P47,P18,1
P48,P19,1
P49,P19,1
P50,P19,1
P51,P19,1
P52,P20,1
P53,P20,1
P54,P20,1
P55,P21,1
P56,P21,1
P57,P21,1
P58,P21,1
P59,P21,1
P60,P22,1
P61,P22,1
P62,P22,1
P63,P22,1
P64,P23,1
P65,P23,1
P66,P24,1
P67,P24,1
P68,P24,1
P69,P30,1
P70,P30,1
P71,P35,1
P72,P35,1
P73,P35,1
P74,P35,1
P75,P35,1
P76,P36,1
P77,P36,1
P78,P36,1
P79,P37,1
P80,P37,1
P81,P37,1
P82,P37,1
P83,P37,1
P84,P39,1
P85,P39,1
P86,P39,1
P87,P39,1
P88,P39,1
P89,P41,1
P90,P41,1
P91,P41,1
P92,P41,1
P93,P42,1
P94,P42,1
P95,P42,1
P96,P42,1
P97,P43,1
P98,P43,1
P99,P43,1
P100,P44,1
P101,P44,1
P102,P44,1
P103,P44,1
P104,P46,1
P105,P46,1
P106,P48,1
P107,P48,1
P108,P48,1
P109,P48,1
P110,P49,1
P111,P49,1
P112,P49,1
P113,P49,1
P114,P51,1
P115,P51,1
P116,P51,1
P117,P52,1
P118,P52,1
P119,P52,1
P120,P53,1
P121,P53,1
P122,P55,1
P123,P55,1
P124,P55,1
P125,P56,1
P126,P56,1
P127,P57,1
P128,P57,1
P129,P57,1
P130,P57,1
P131,P60,1
P132,P60,1
P133,P60,1
P134,P61,1
P135,P61,1
P136,P62,1
P137,P62,1
P138,P62,1
P139,P62,1
P140,P62,1
P141,P70,1
P142,P70,1
P143,P70,1
P144,P70,1
P145,P70,1
P146,P71,1
P147,P71,1
P148,P71,1
P149,P71,1
P150,P71,1
P151,P73,1
P152,P73,1
P153,P74,1
P154,P74,1
P155,P74,1
P156,P75,1
P157,P75,1
P158,P76,1
P159,P76,1
P160,P77,1
P161,P77,1
P162,P77,1
P163,P77,1
P164,P77,1
P165,P78,1
P166,P78,1
P167,P78,1
P168,P79,1
P169,P79,1
P170,P79,1
P171,P79,1
P172,P79,1
P173,P80,1
P174,P80,1
P175,P80,1
P176,P81,1
P177,P81,1
P178,P81,1
P179,P81,1
P180,P82,1
P181,P82,1
P182,P82,1
P183,P82,1
P184,P82,1
P185,P83,1
P186,P83,1
P187,P83,1
P188,P83,1
P189,P83,1
P190,P84,1
P191,P84,1
P192,P84,1
P193,P84,1
P194,P85,1
P195,P85,1
P196,P86,1
P197,P86,1
P198,P86,1
P199,P86,1
P200,P87,1
P201,P87,1
P202,P87,1
P203,P87,1
P204,P89,1
P205,P89,1
P206,P89,1
P207,P89,1
P208,P92,1
P209,P92,1
P210,P92,1
P211,P92,1
P212,P92,1
P213,P93,1
P214,P93,1
P215,P93,1
P216,P93,1
P217,P93,1
P218,P95,1
P219,P95,1
P220,P95,1
P221,P95,1
P222,P95,1
P223,P96,1
P224,P96,1
P225,P96,1
P226,P96,1
P227,P96,1
P228,P97,1
P229,P97,1
P230,P97,1
P231,P97,1
P232,P97,1
P233,P98,1
P234,P98,1
P235,P98,1
P236,P98,1
P237,P99,1
P238,P99,1
P239,P100,1
P240,P100,1
P241,P100,1
P242,P100,1
P243,P100,1
P244,P101,1
P245,P101,1
P246,P102,1
P247,P102,1
P248,P102,1
P249,P102,1
P250,P102,1
P251,P103,1
P252,P103,1
P253,P104,1
P254,P104,1
P255,P104,1
P256,P104,1
P257,P105,1
P258,P105,1
P259,P105,1
P260,P106,1
P261,P106,1
P262,P106,1
P263,P106,1
P264,P107,1
P265,P107,1
P266,P107,1
P267,P107,1
P268,P108,1
P269,P108,1
P270,P109,1
P271,P109,1
P272,P109,1
P273,P109,1
P274,P111,1
P275,P111,1
P276,P111,1
P277,P111,1
P278,P115,1
P279,P115,1
P280,P115,1
P281,P115,1
P282,P116,1
P283,P116,1
P284,P117,1
P285,P117,1
P286,P117,1
P287,P117,1
P288,P119,1
P289,P119,1
P290,P119,1
P291,P120,1
P292,P120,1
P293,P120,1
P294,P120,1
P295,P120,1
P296,P121,1
P297,P121,1
P298,P121,1
P299,P122,1
