partid,cfp,co2
P34,0.5694,0.5694
P260,0.682,0.682
P224,0.1102,0.1102
P266,0.3023,0.3023
P157,0.9975,0.9975
P287,0.5063,0.5063
P104,0.2728,0.2728
P183,0.5284,0.5284
P130,0.6411,0.6411
P88,0.8977,0.8977
P163,0.7817,0.7817
P277,0.2653,0.2653
P251,0.1153,0.1153
P289,0.5418,0.5418
P181,0.2258,0.2258
P204,0.3647,0.3647
P55,0.7209,0.7209
P17,0.9343,0.9343
P283,0.8772,0.8772
P192,0.3578,0.3578
P186,0.7383,0.7383
P293,0.5642,0.5642
P158,0.9085,0.9085
P32,0.2725,0.2725
P279,0.4977,0.4977
P196,0.6292,0.6292
P239,0.4136,0.4136
P144,0.3702,0.3702
P90,0.3576,0.3576
P155,0.5155,0.5155
P54,0.8337,0.8337
P125,0.5728,0.5728
P170,0.3324,0.3324
P285,0.7813,0.7813
P94,0.178,0.178
P214,0.2932,0.2932
P225,0.8892,0.8892
P4,0.509,0.509
P284,0.1415,0.1415
P119,0.1889,0.1889
P154,0.5294,0.5294
P237,0.8748,0.8748
P268,0.2347,0.2347
P50,0.167,0.167
P171,0.9212,0.9212
P93,0.366,0.366
P240,0.8628,0.8628
P121,0.262,0.262
P253,0.2886,0.2886
P28,0.8445,0.8445
P195,0.9763,0.9763
P129,0.4084,0.4084
P197,0.359,0.359
P20,0.4034,0.4034
P126,0.5053,0.5053
P14,0.8449,0.8449
P280,0.6967,0.6967
P151,0.5599,0.5599
P112,0.163,0.163
P46,0.6583,0.6583
P211,0.7153,0.7153
P249,0.6303,0.6303
P245,0.9419,0.9419
P207,0.8965,0.8965
P149,0.2764,0.2764
P98,0.2716,0.2716
P221,0.2812,0.2812
P36,0.776,0.776
P208,0.9022,0.9022
P139,0.5192,0.5192
P128,0.6659,0.6659
P227,0.4094,0.4094
P201,0.3497,0.3497
P136,0.582,0.582
P159,0.4988,0.4988
P39,0.2722,0.2722
P9,0.1839,0.1839
P61,0.9803,0.9803
P40,0.4021,0.4021
P133,0.2995,0.2995
P272,0.2881,0.2881
P8,0.958,0.958
P172,0.4712,0.4712
P131,0.7556,0.7556
P241,0.6994,0.6994
P77,0.3429,0.3429
P116,0.4287,0.4287
P296,0.1637,0.1637
P21,0.6876,0.6876
P228,0.188,0.188
P230,0.5084,0.5084
P91,0.1114,0.1114
P184,0.892,0.892
P63,0.7882,0.7882
P117,0.6597,0.6597
P31,0.2915,0.2915
P78,0.2534,0.2534
P95,0.1498,0.1498
P105,0.8779,0.8779
P153,0.6625,0.6625
P218,0.9013,0.9013
P1,0.2141,0.2141
P217,0.7401,0.7401
P255,0.6483,0.6483
P76,0.7751,0.7751
P135,0.1788,0.1788
P178,0.6917,0.6917
P206,0.1542,0.1542
P37,0.5162,0.5162
P57,0.4741,0.4741
P231,0.2855,0.2855
P269,0.9556,0.9556
P44,0.7895,0.7895
P65,0.363,0.363
P167,0.7117,0.7117
P174,0.3263,0.3263
P274,0.9726,0.9726
P234,0.5852,0.5852
P278,0.8481,0.8481
P107,0.6069,0.6069
P160,0.9002,0.9002
P290,0.9004,0.9004
P92,0.3749,0.3749
P166,0.2345,0.2345
P205,0.2249,0.2249
P27,0.2607,0.2607
P142,0.5098,0.5098
P2,0.6108,0.6108
P15,0.4258,0.4258
P215,0.661,0.661
P56,0.9604,0.9604
P87,0.7885,0.7885
P41,0.3543,0.3543
