partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P1,1
P5,P1,1
P6,P1,1
P7,P1,2
P8,P1,1
P9,P2,1
P10,P2,1
P11,P2,1
P12,P4,1
P13,P4,1
P14,P5,1
P15,P5,1
P16,P5,1
P17,P6,1
P18,P6,1
P19,P7,1
P20,P7,1
P21,P7,1
P22,P7,1
P23,P8,1
P24,P8,1
P25,P8,1
P26,P9,1
P27,P9,1
P28,P10,1
P29,P10,1
P30,P10,1
P31,P14,1
P32,P14,1
P33,P14,1
P34,P16,1
P35,P16,1
P36,P16,1
P37,P18,1
P38,P18,1
P39,P18,1
P40,P19,1
P41,P19,1
P42,P23,1
P43,P23,1
P44,P23,1
P45,P23,1
P46,P24,1
P47,P24,1
P48,P24,1
P49,P24,1
P50,P24,1
P51,P25,1
P52,P25,1
P53,P25,1
P54,P26,1
P55,P26,1
P56,P26,1
P57,P26,1
P58,P27,1
P59,P27,1
P60,P27,1
P61,P27,1
P62,P27,1
P63,P28,1
P64,P28,1
P65,P29,1
P66,P29,1
P67,P29,1
P68,P29,1
P69,P30,1
P70,P30,1
P71,P30,1
P72,P30,1
P73,P32,1
P74,P32,1
P75,P32,1
P76,P32,1
P77,P33,1
P78,P33,1
P79,P33,1
P80,P34,1
P81,P34,2
P82,P34,1
P83,P37,1
P84,P37,1
P85,P37,1
P86,P37,1
P87,P37,1
P88,P38,1
P89,P38,1
P90,P40,1
P91,P40,1
P92,P41,1
P93,P41,1
P94,P41,1
P95,P42,1
P96,P42,1
P97,P42,1
P98,P42,1
P99,P43,1
P100,P43,1
P101,P43,1
P102,P44,1
P103,P44,1
P104,P44,1
P105,P44,1
P106,P44,1
P107,P46,1
P108,P46,1
P109,P46,1
P110,P48,1
P111,P48,1
P112,P48,1
P113,P48,1
P114,P49,1
P115,P49,1
P116,P49,1
P117,P50,1
P118,P50,1
P119,P50,1
P120,P50,1
P121,P50,1
P122,P52,1
P123,P52,1
P124,P53,1
P125,P53,1
P126,P53,1
P127,P53,1
P128,P53,1
P129,P54,2
P130,P54,1
P131,P54,1
P132,P54,1
P133,P55,1
P134,P55,1
P135,P55,1
P136,P55,1
P137,P55,1
P138,P56,1
P139,P56,1
P140,P56,1
P141,P56,1
P142,P56,1
P143,P58,1
P144,P58,1
P145,P58,1
P146,P58,1
P147,P59,1
P148,P59,1
P149,P60,1
P150,P60,1
P151,P60,1
P152,P60,1
P153,P61,1
P154,P61,1
P155,P61,1
P156,P61,1
P157,P64,1
P158,P64,1
P159,P64,1
P160,P64,1
P161,P64,1
P162,P65,1
P163,P65,1
P164,P66,1
P165,P66,1
P166,P66,1
P167,P66,1
P168,P66,1
P169,P67,1
P170,P67,1
P171,P67,1
P172,P67,1
P173,P67,1
P174,P68,1
P175,P68,1
P176,P68,1
P177,P68,1
P178,P69,1
P179,P69,1
P180,P69,1
P181,P69,1
P182,P69,1
P183,P71,1
P184,P71,1
P185,P71,1
P186,P73,1
P187,P73,1
P188,P73,1
P189,P73,1
P190,P73,2
P191,P75,1
P192,P75,1
P193,P77,1
P194,P77,1
P195,P77,1
P196,P77,1
P197,P77,1
P198,P79,1
P199,P79,1
P200,P79,1
P201,P79,1
P202,P79,1
P203,P80,1
P204,P80,1
P205,P80,1
P206,P80,1
P207,P80,1
P208,P83,1
P209,P83,1
P210,P83,1
P211,P83,1
P212,P85,1
P213,P85,1
P214,P85,1
P215,P86,1
P216,P86,1
P217,P86,1
P218,P87,1
P219,P87,1
P220,P87,1
P221,P87,1
P222,P88,1
P223,P88,1
P224,P88,1
P225,P88,1
P226,P89,1
P227,P89,1
P228,P89,1
P229,P89,1
P230,P90,1
P231,P90,1
P232,P92,1
P233,P92,1
P234,P94,1
P235,P94,1
P236,P95,1
P237,P95,1
P238,P95,1
P239,P95,1
P240,P97,1
P241,P97,1
P242,P98,1
P243,P98,1
P244,P98,1
P245,P98,1
P246,P100,1
P247,P100,2
P248,P100,1
P249,P100,1
P250,P100,1
P251,P101,1
P252,P101,1
P253,P103,1
P254,P103,1
P255,P103,1
P256,P104,1
P257,P104,1
P258,P104,1
P259,P107,1
P260,P107,1
P261,P108,1
P262,P108,1
P263,P111,1
P264,P111,1
P265,P112,1
P266,P112,1
P267,P112,1
P268,P112,1
P269,P113,1
P270,P113,1
P271,P113,1
P272,P113,1
P273,P113,1
P274,P114,1
P275,P114,1
P276,P115,1
P277,P115,1
P278,P116,1
P279,P116,1
P280,P116,1
P281,P116,1
P282,P117,1
P283,P117,1
P284,P117,1
P285,P117,1
P286,P117,1
P287,P118,1
P288,P118,1
P289,P118,1
P290,P122,1
P291,P122,1
P292,P122,1
P293,P123,1
P294,P123,1
P295,P123,1
P296,P123,1
P297,P123,1
P298,P125,1
P299,P125,1
P300,P125,1
P301,P126,1
P302,P126,1
P303,P126,1
P304,P130,1
P305,P130,1
P306,P130,1
P307,P131,1
P308,P131,1
P309,P131,1
P310,P131,1
P311,P131,1
P312,P132,1
P313,P132,1
P314,P132,1
P315,P133,1
