partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P1,1
P4,P1,1
P5,P1,1
P6,P1,1
P7,P2,1
P8,P2,1
P9,P5,1
P10,P5,1
P11,P6,1
P12,P6,2
P13,P6,1
P14,P6,1
P15,P7,1
P16,P7,1
P17,P7,1
P18,P8,1
P19,P8,1
P20,P8,1
P21,P8,1
P22,P8,1
P23,P10,1
P24,P10,1
P25,P10,1
P26,P10,1
P27,P11,1
P28,P11,1
P29,P11,1
P30,P11,1
P31,P12,1
P32,P12,1
P33,P13,1
P34,P13,1
P35,P13,1
P36,P13,1
P37,P13,1
P38,P17,1
P39,P17,1
P40,P19,1
P41,P19,1
P42,P20,1
P43,P20,1
P44,P21,1
P45,P21,1
P46,P21,1
P47,P21,1
P48,P22,1
P49,P22,1
P50,P22,1
P51,P22,1
P52,P22,1
P53,P23,1
P54,P23,4
P55,P23,1
P56,P26,1
P57,P26,1
P58,P26,1
P59,P26,1
P60,P26,1
P61,P27,1
P62,P27,1
P63,P27,1
P64,P27,1
P65,P28,1
P66,P28,1
P67,P28,1
P68,P29,1
P69,P29,1
P70,P30,1
P71,P30,1
P72,P30,1
P73,P30,1
P74,P33,1
P75,P33,1
P76,P33,1
P77,P37,1
P78,P37,1
P79,P40,1
P80,P40,1
P81,P40,1
P82,P40,1
P83,P41,1
P84,P41,1
P85,P41,1
P86,P41,1
P87,P42,1
P88,P42,1
P89,P42,1
P90,P44,1
P91,P44,1
P92,P46,1
P93,P46,1
P94,P46,1
P95,P48,1
P96,P48,1
P97,P48,1
P98,P49,1
P99,P49,1
P100,P49,1
P101,P51,1
P102,P51,1
P103,P51,1
P104,P51,1
P105,P51,1
P106,P52,1
P107,P52,1
P108,P52,1
P109,P52,1
P110,P52,1
P111,P53,1
P112,P53,1
P113,P53,1
P114,P53,1
P115,P54,1
P116,P54,1
P117,P54,1
P118,P54,1
P119,P55,1
P120,P55,1
P121,P55,1
P122,P55,1
P123,P55,1
P124,P56,1
P125,P56,1
P126,P56,1
P127,P56,1
P128,P56,1
P129,P57,1
P130,P57,1
P131,P57,1
P132,P58,1
P133,P58,1
P134,P58,1
P135,P58,1
P136,P58,1
P137,P60,1
P138,P60,1
P139,P60,1
P140,P61,1
P141,P61,1
P142,P62,1
P143,P62,1
P144,P62,1
P145,P65,1
P146,P65,1
P147,P65,1
P148,P65,1
P149,P65,1
P150,P66,1
P151,P66,1
P152,P66,1
P153,P66,1
P154,P66,1
P155,P67,1
P156,P67,1
P157,P67,1
P158,P70,1
P159,P70,1
P160,P70,1
P161,P70,1
P162,P70,1
P163,P71,1
P164,P71,1
P165,P71,1
P166,P72,1
P167,P72,1
P168,P73,1
P169,P73,1
P170,P73,1
P171,P74,1
P172,P74,1
P173,P74,1
P174,P74,1
P175,P74,1
P176,P75,1
P177,P75,1
P178,P75,1
P179,P75,1
P180,P76,1
P181,P76,1
P182,P76,1
P183,P77,1
P184,P77,1
P185,P78,1
P186,P78,1
P187,P78,1
P188,P78,1
P189,P78,1
P190,P79,1
P191,P79,1
P192,P80,1
P193,P80,1
P194,P80,1
P195,P80,1
P196,P80,1
P197,P81,1
P198,P81,1
P199,P81,1
P200,P83,1
P201,P83,1
P202,P84,1
P203,P84,1
P204,P85,2
P205,P85,1
P206,P85,1
P207,P85,1
P208,P87,1
P209,P87,1
P210,P87,1
P211,P88,1
P212,P88,1
P213,P88,1
P214,P88,1
P215,P88,1
P216,P89,1
P217,P89,1
P218,P94,1
P219,P94,1
P220,P94,1
P221,P94,1
P222,P94,1
P223,P95,1
P224,P95,1
P225,P96,1
P226,P96,1
P227,P96,1
P228,P97,1
P229,P97,1
P230,P97,1
P231,P98,1
P232,P98,2
P233,P98,2
P234,P99,1
P235,P99,1
P236,P102,1
P237,P102,1
P238,P102,1
P239,P102,1
P240,P102,1
P241,P103,1
P242,P103,1
P243,P103,1
P244,P103,1
P245,P103,1
P246,P104,1
P247,P104,1
P248,P105,4
P249,P105,1
P250,P105,1
P251,P105,1
P252,P105,1
P253,P106,1
P254,P106,2
P255,P106,1
P256,P106,1
P257,P106,1
P258,P107,1
P259,P107,1
P260,P108,1
P261,P108,1
P262,P108,1
P263,P108,1
P264,P108,1
P265,P110,1
P266,P110,1
P267,P111,1
P268,P111,1
P269,P111,1
P270,P112,1
P271,P112,1
P272,P112,1
P273,P112,1
P274,P113,1
P275,P113,1
P276,P113,1
P277,P114,1
P278,P114,1
P279,P114,1
P280,P118,1
P281,P118,1
P282,P118,1
P283,P118,1
P284,P118,1
P285,P120,1
P286,P120,1
P287,P120,1
P288,P120,1
P289,P120,1
P290,P121,1
P291,P121,1
P292,P121,1
P293,P121,1
P294,P121,1
P295,P124,1
P296,P124,1
P297,P124,1
P298,P124,1
P299,P125,1
P300,P125,1
P301,P125,1
P302,P127,1
P303,P127,1
P304,P127,1
P305,P127,1
P306,P127,1
P307,P128,1
P308,P128,1
P309,P130,1
P310,P130,1
P311,P130,1
P312,P133,1
P313,P133,1
P314,P133,1
P315,P133,1
