partid,cfp,co2
P128,0.1518,0.1518
P167,0.6335,0.6335
P36,0.2323,0.2323
P79,0.7563,0.7563
P169,0.7039,0.7039
P16,0.2732,0.2732
P74,0.1121,0.1121
P2,0.1328,0.1328
P60,0.9009,0.9009
P129,0.6719,0.6719
P5,0.4934,0.4934
P34,0.9052,0.9052
P47,0.9767,0.9767
P98,0.67,0.67
P75,0.2308,0.2308
P139,0.7564,0.7564
P32,0.5248,0.5248
P136,0.4914,0.4914
P150,0.4475,0.4475
P69,0.818,0.818
P105,0.3982,0.3982
P27,0.1577,0.1577
P52,0.571,0.571
P71,0.1595,0.1595
P126,0.7777,0.7777
P141,0.7667,0.7667
P68,0.6481,0.6481
P8,0.747,0.747
P156,0.4224,0.4224
P152,0.7258,0.7258
P162,0.536,0.536
P116,0.3139,0.3139
P125,0.197,0.197
P11,0.4655,0.4655
P124,0.5933,0.5933
P22,0.605,0.605
P91,0.2314,0.2314
P59,0.2636,0.2636
P193,0.1876,0.1876
P146,0.7947,0.7947
P168,0.8549,0.8549
P25,0.5347,0.5347
P178,0.5764,0.5764
P15,0.1209,0.1209
P179,0.472,0.472
P181,0.2013,0.2013
P135,0.344,0.344
P154,0.7425,0.7425
P17,0.1836,0.1836
P130,0.4901,0.4901
P82,0.9584,0.9584
P33,0.2366,0.2366
P40,0.872,0.872
P83,0.9239,0.9239
P145,0.1945,0.1945
P119,0.9934,0.9934
P183,0.5063,0.5063
P138,0.1716,0.1716
P29,0.9896,0.9896
P89,0.533,0.533
P194,0.6978,0.6978
P140,0.5203,0.5203
P166,0.5238,0.5238
P196,0.4213,0.4213
P149,0.4663,0.4663
P164,0.729,0.729
P165,0.2713,0.2713
P18,0.2904,0.2904
P45,0.1915,0.1915
P95,0.7474,0.7474
P111,0.9498,0.9498
P50,0.8259,0.8259
P3,0.5747,0.5747
P174,0.6855,0.6855
P20,0.3551,0.3551
P48,0.3012,0.3012
P4,0.8903,0.8903
P190,0.1605,0.1605
P143,0.2412,0.2412
P157,0.8594,0.8594
P148,0.6167,0.6167
P173,0.3606,0.3606
P97,0.5327,0.5327
P88,0.423,0.423
P187,0.7668,0.7668
P72,0.7775,0.7775
P197,0.925,0.925
P151,0.9002,0.9002
P137,0.4254,0.4254
P189,0.9548,0.9548
P55,0.7755,0.7755
P87,0.9963,0.9963
P43,0.5399,0.5399
P99,0.1482,0.1482
P23,0.2912,0.2912
P7,0.1138,0.1138
P1,0.5321,0.5321
P182,0.4496,0.4496
P185,0.6921,0.6921
P30,0.9473,0.9473
P160,0.5839,0.5839
