partid,assembler
P77,postgresC
P164,postgresB
P71,postgresB
P141,postgresB
P172,postgresC
P147,postgresB
P109,postgresC
P11,postgresC
P112,postgresB
P129,postgresC
P94,postgresB
P36,postgresC
P121,postgresC
P134,postgresB
P203,postgresC
P208,postgresB
P204,postgresB
P220,postgresB
P99,postgresC
P188,postgresC
P54,postgresB
P212,postgresB
P45,postgresC
P206,postgresB
P75,postgresB
P125,postgresB
P173,postgresB
P119,postgresC
P177,postgresC
P7,postgresB
P35,postgresC
P186,postgresB
P200,postgresB
P0,postgresA
P52,postgresB
P111,postgresC
P70,postgresB
P150,postgresB
P217,postgresB
P65,postgresB
P13,postgresB
P178,postgresC
P4,postgresB
P83,postgresC
P64,postgresB
P132,postgresC
P146,postgresB
P49,postgresB
P156,postgresB
P145,postgresC
P89,postgresB
P104,postgresC
P202,postgresB
P123,postgresB
P155,postgresC
P130,postgresC
P57,postgresC
P17,postgresB
P103,postgresC
P174,postgresB
P102,postgresC
P152,postgresC
P113,postgresB
P116,postgresB
P199,postgresB
P42,postgresB
P82,postgresC
P175,postgresB
P58,postgresC
P148,postgresB
P44,postgresC
P67,postgresB
P193,postgresB
P118,postgresB
P221,postgresB
P201,postgresB
P90,postgresB
P165,postgresB
P86,postgresC
P128,postgresC
P168,postgresC
P81,postgresC
P91,postgresB
P50,postgresB
P162,postgresB
P185,postgresB
P211,postgresC
P143,postgresC
P190,postgresC
P16,postgresC
P218,postgresC
P100,postgresB
P85,postgresC
P88,postgresB
P157,postgresC
P154,postgresC
P107,postgresC
P133,postgresB
P41,postgresB
P183,postgresC
P61,postgresB
P78,postgresB
P184,postgresB
P43,postgresC
P138,postgresB
P198,postgresB
P28,postgresC
P95,postgresB
P105,postgresC
P48,postgresC
P117,postgresC
P69,postgresB
P9,postgresB
P29,postgresC
P215,postgresB
P126,postgresB
P76,postgresC
P55,postgresB
P96,postgresC
P106,postgresC
P205,postgresC
P31,postgresB
P196,postgresB
P216,postgresC
P80,postgresC
P51,postgresB
P92,postgresC
P163,postgresB
P181,postgresB
P142,postgresB
P37,postgresC
P8,postgresC
P213,postgresC
P60,postgresB
P63,postgresC
P122,postgresB
P22,postgresB
P144,postgresC
P159,postgresB
P27,postgresB
P25,postgresC
P189,postgresB
P79,postgresB
P197,postgresC
P171,postgresB
P219,postgresB
P59,postgresB
P39,postgresB
P66,postgresC
P214,postgresB
P47,postgresC
P139,postgresB
P182,postgresC
P19,postgresC
P56,postgresB
P21,postgresB
P167,postgresC
P84,postgresC
P93,postgresC
P153,postgresB
P30,postgresC
P135,postgresC
P161,postgresB
P136,postgresC
P187,postgresC
P192,postgresC
P120,postgresB
P108,postgresB
P151,postgresB
P14,postgresB
P127,postgresC
P160,postgresB
P74,postgresB
P87,postgresC
P166,postgresB
P46,postgresC
P38,postgresB
P40,postgresC
P170,postgresB
P6,postgresB
P149,postgresB
P210,postgresB
P158,postgresB
P3,postgresC
P73,postgresB
P207,postgresC
P24,postgresB
P180,postgresC
P169,postgresB
P18,postgresB
P68,postgresC
P72,postgresC
P15,postgresB
P209,postgresB
P12,postgresC
P179,postgresB
P110,postgresC
P97,postgresC
P26,postgresC
P137,postgresB
P98,postgresC
P114,postgresB
P5,postgresC
P23,postgresB
P191,postgresB
P20,postgresB
P10,postgresB
P32,postgresB
P62,postgresB
P195,postgresC
P2,postgresC
P131,postgresC
P124,postgresB
P33,postgresC
P194,postgresC
P1,postgresC
P101,postgresC
P53,postgresC
P140,postgresB
P34,postgresC
P115,postgresB
P176,postgresB
