partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P0,1
P5,P2,1
P6,P2,1
P7,P4,1
P8,P4,1
P9,P4,1
P10,P4,1
P11,P4,1
P12,P5,1
P13,P5,1
P14,P5,1
P15,P5,1
P16,P5,1
P17,P6,1
P18,P6,1
P19,P6,1
P20,P6,1
P21,P6,1
P22,P7,1
P23,P7,1
P24,P8,1
P25,P8,1
P26,P8,1
P27,P9,1
P28,P9,1
P29,P9,1
P30,P9,1
P31,P10,1
P32,P10,1
P33,P11,1
P34,P11,1
P35,P11,1
P36,P14,2
P37,P14,1
P38,P14,1
P39,P18,1
P40,P18,1
P41,P19,1
P42,P19,1
P43,P19,1
P44,P19,1
P45,P19,1
P46,P20,1
P47,P20,1
P48,P21,1
P49,P21,1
P50,P21,1
P51,P21,1
P52,P22,1
P53,P22,1
P54,P22,1
P55,P22,1
P56,P22,1
P57,P23,1
P58,P23,1
P59,P23,1
P60,P24,1
P61,P24,1
P62,P24,1
P63,P24,1
P64,P24,1
P65,P25,1
P66,P25,1
P67,P26,1
P68,P26,4
P69,P26,1
P70,P27,1
P71,P27,1
P72,P28,1
P73,P28,1
P74,P28,1
P75,P28,1
P76,P29,1
P77,P29,1
P78,P29,1
P79,P29,1
P80,P30,1
P81,P30,1
P82,P30,1
P83,P30,1
P84,P32,4
P85,P32,1
P86,P34,1
P87,P34,1
P88,P34,4
P89,P34,1
P90,P34,1
P91,P40,1
P92,P40,1
P93,P43,1
P94,P43,1
P95,P43,1
P96,P44,1
P97,P44,1
P98,P44,1
P99,P44,1
P100,P46,1
P101,P46,1
P102,P46,1
P103,P46,1
P104,P46,1
P105,P47,1
P106,P47,1
P107,P47,1
P108,P47,1
P109,P48,1
P110,P48,1
P111,P48,1
P112,P48,1
P113,P48,1
P114,P49,1
P115,P49,1
P116,P50,4
P117,P50,1
P118,P51,1
P119,P51,1
P120,P51,4
P121,P51,1
P122,P52,1
P123,P52,1
P124,P52,1
P125,P52,1
P126,P52,1
P117,P54,2
P127,P54,1
P128,P54,4
P129,P55,1
P130,P55,1
P131,P58,1
P132,P58,1
P133,P58,1
P134,P58,1
P135,P58,1
P136,P62,1
P137,P62,1
P138,P62,1
P139,P62,1
P140,P62,1
P141,P64,1
P142,P64,1
P143,P64,1
P144,P64,1
P145,P64,1
P146,P65,1
P147,P65,1
P148,P65,1
P149,P65,1
P150,P65,1
P151,P68,1
P152,P68,1
P153,P68,1
P154,P69,1
P155,P69,1
P156,P69,1
P157,P69,1
P158,P70,1
P159,P70,1
P160,P70,1
P161,P71,1
P162,P71,1
P163,P71,1
P164,P71,1
P165,P71,1
P166,P73,1
P167,P73,1
P168,P73,1
P169,P73,1
P170,P75,1
P171,P75,1
P172,P75,4
P173,P75,1
P174,P76,1
P175,P76,1
P176,P76,2
P177,P76,1
P178,P76,1
P179,P77,1
P180,P77,1
P181,P77,1
P182,P77,1
P183,P79,1
P184,P79,1
P185,P80,1
P186,P80,1
P187,P81,1
P188,P81,1
P189,P81,1
P190,P82,1
P191,P82,1
P192,P82,1
P193,P82,1
P194,P83,1
P195,P83,2
P196,P83,1
P197,P83,1
P198,P84,1
P199,P84,1
P200,P85,1
P201,P85,1
P202,P85,1
P203,P85,2
P204,P85,1
P205,P87,1
P206,P87,1
P207,P87,1
P208,P87,1
P209,P87,1
P210,P88,1
P211,P88,1
P212,P88,1
P213,P88,1
P214,P92,1
P215,P92,1
P216,P93,1
P217,P93,1
P207,P93,1
P218,P93,1
P219,P94,1
P220,P94,1
P221,P94,1
