partid,cfp,co2
P547,0.4634,0.4634
P2394,0.4961,0.4961
P2322,0.665,0.665
P2357,0.6943,0.6943
P2010,0.8096,0.8096
P1173,0.8129,0.8129
P896,0.7241,0.7241
P270,0.9922,0.9922
P612,0.2064,0.2064
P307,0.5484,0.5484
P441,0.3978,0.3978
P909,0.9119,0.9119
P2197,0.9085,0.9085
P875,0.1553,0.1553
P214,0.6209,0.6209
P195,0.5478,0.5478
P1166,0.3996,0.3996
P1248,0.1173,0.1173
P705,0.7315,0.7315
P1423,0.6747,0.6747
P2058,0.6286,0.6286
P1581,0.4078,0.4078
P923,0.7583,0.7583
P1279,0.6328,0.6328
P73,0.8604,0.8604
P2042,0.6299,0.6299
P1794,0.9706,0.9706
P464,0.4429,0.4429
P1194,0.1719,0.1719
P1876,0.5009,0.5009
P2064,0.925,0.925
P424,0.9942,0.9942
P1904,0.8729,0.8729
P707,0.9223,0.9223
P1642,0.3295,0.3295
P1881,0.7028,0.7028
P1569,0.592,0.592
P2332,0.2177,0.2177
P1783,0.1968,0.1968
P1038,0.4713,0.4713
P1002,0.2205,0.2205
P1815,0.6483,0.6483
P1776,0.4641,0.4641
P777,0.6425,0.6425
P212,0.1025,0.1025
P1222,0.1719,0.1719
P2059,0.8038,0.8038
P576,0.5067,0.5067
P2038,0.1626,0.1626
P689,0.215,0.215
P554,0.5507,0.5507
P900,0.1774,0.1774
P1875,0.1874,0.1874
P1239,0.7327,0.7327
P1820,0.7227,0.7227
P2134,0.8927,0.8927
P66,0.8989,0.8989
P486,0.1952,0.1952
P1984,0.3194,0.3194
P2084,0.3221,0.3221
P788,0.7473,0.7473
P745,0.3991,0.3991
P1579,0.1363,0.1363
P2320,0.35,0.35
P562,0.1266,0.1266
P120,0.3104,0.3104
P209,0.6549,0.6549
P1566,0.6981,0.6981
P1996,0.7206,0.7206
P1051,0.1569,0.1569
P373,0.9747,0.9747
P449,0.5019,0.5019
P2216,0.4949,0.4949
