partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P0,1
P5,P2,1
P6,P2,1
P7,P2,1
P8,P3,1
P9,P3,1
P10,P3,1
P11,P3,1
P12,P3,1
P13,P5,1
P14,P5,1
P15,P5,1
P16,P5,1
P17,P5,1
P18,P6,1
P19,P6,1
P20,P6,1
P21,P6,1
P22,P7,1
P23,P7,1
P24,P7,1
P25,P7,1
P26,P7,1
P27,P8,1
P28,P8,1
P29,P8,1
P30,P8,1
P31,P8,1
P32,P9,1
P33,P9,1
P34,P9,1
P35,P11,1
P36,P11,1
P37,P11,1
P38,P11,1
P39,P11,1
P40,P12,1
P41,P12,1
P42,P14,1
P43,P14,1
P44,P14,1
P45,P14,1
P46,P14,1
P47,P15,1
P48,P15,1
P49,P15,1
P50,P16,1
P51,P16,1
P52,P16,1
P53,P17,1
P54,P17,1
P55,P17,1
P56,P18,1
P57,P18,1
P58,P19,1
P59,P19,1
P60,P19,1
P61,P19,1
P62,P19,1
P63,P20,1
P64,P20,1
P65,P20,1
P66,P20,1
P67,P20,1
P68,P21,1
P69,P21,1
P70,P21,1
P71,P21,1
P72,P21,1
P73,P24,1
P74,P24,1
P75,P25,1
P76,P25,1
P77,P25,1
P78,P25,1
P79,P25,1
P80,P26,1
P81,P26,1
P82,P26,1
P83,P29,1
P84,P29,2
P85,P29,1
P86,P29,1
P87,P29,1
P88,P32,1
P89,P32,1
P90,P32,1
P91,P33,1
P92,P33,1
P93,P33,1
P94,P33,1
P95,P33,2
P96,P34,1
P97,P34,1
P98,P36,1
P99,P36,1
P100,P36,1
P101,P37,1
P102,P37,2
P103,P37,1
P104,P37,1
P105,P37,1
P106,P38,1
P107,P38,1
P108,P38,1
P109,P39,1
P110,P39,1
P111,P40,1
P112,P40,2
P113,P40,1
P114,P40,1
P115,P41,1
P116,P41,1
P117,P41,1
P118,P41,1
P119,P45,1
P120,P45,1
P121,P48,1
P122,P48,1
P123,P49,1
P124,P49,1
P125,P49,1
P126,P49,1
P127,P50,1
P128,P50,1
P129,P50,1
P130,P50,1
P131,P51,1
P132,P51,1
P133,P51,1
P134,P51,1
P135,P52,1
P136,P52,1
P137,P52,1
P138,P52,1
P139,P52,1
P140,P53,1
P141,P53,1
P142,P54,1
P143,P54,1
P144,P54,1
P145,P55,1
P146,P55,1
P147,P57,1
P148,P57,1
P149,P57,1
P150,P57,1
P151,P58,1
P152,P58,1
P153,P58,1
P154,P59,1
P155,P59,1
P156,P60,1
P157,P60,1
P158,P60,2
P159,P61,1
P160,P61,1
P161,P61,1
P162,P61,1
P163,P62,1
P164,P62,1
P165,P62,1
P166,P63,1
P167,P63,1
P168,P63,1
P169,P64,1
P170,P64,1
P171,P64,1
P172,P64,1
P173,P64,1
P174,P65,1
P175,P65,1
P176,P65,1
P177,P67,1
P178,P67,1
P179,P67,1
P180,P67,1
P181,P69,1
P182,P69,1
P183,P70,1
P184,P70,1
P185,P72,1
P186,P72,1
P187,P74,1
P188,P74,1
P189,P74,1
P190,P74,1
P191,P75,1
P192,P75,1
P193,P77,1
P194,P77,1
P195,P77,1
P196,P77,1
P197,P77,1
P198,P79,1
P199,P79,1
P200,P79,1
P201,P79,1
P202,P79,1
P203,P82,1
P204,P82,1
P205,P83,1
P206,P83,1
P207,P83,1
P208,P83,1
P209,P83,1
P210,P84,1
P211,P84,1
P212,P84,1
P213,P89,1
P214,P89,1
P215,P89,1
P216,P90,1
P217,P90,1
P218,P90,1
P219,P90,1
P220,P90,1
P221,P91,4
P222,P91,1
P223,P94,1
P224,P94,1
P225,P94,1
P226,P94,1
P227,P94,1
P228,P97,1
P229,P97,1
P230,P97,1
P231,P98,1
P232,P98,1
P233,P98,1
P234,P98,1
P235,P100,1
P236,P100,1
P237,P100,1
P238,P102,1
P239,P102,1
P240,P102,1
P241,P103,1
P242,P103,4
P243,P103,1
P244,P103,1
P245,P105,1
P246,P105,1
P247,P105,1
P248,P105,1
P249,P105,1
P250,P108,1
P251,P108,1
P252,P108,1
P253,P108,1
P254,P108,1
P255,P109,1
P256,P109,1
P257,P110,4
P258,P110,1
P259,P110,1
P260,P110,1
P261,P111,1
P262,P111,1
P263,P111,1
P264,P112,1
P265,P112,1
P266,P112,1
P267,P114,1
P268,P114,1
P269,P114,1
P270,P116,1
P271,P116,1
P272,P116,1
P273,P116,1
P274,P116,1
P275,P118,1
P276,P118,1
P277,P118,1
P278,P118,1
P279,P118,1
P280,P119,1
P281,P119,1
P282,P119,1
P283,P120,1
P284,P120,1
P285,P120,1
P286,P120,1
P287,P120,1
P288,P121,1
P289,P121,1
P290,P121,1
P291,P121,1
P292,P121,1
P293,P122,1
P294,P122,1
P295,P122,1
P296,P123,1
P297,P123,1
P298,P123,1
P299,P124,1
P300,P124,1
P301,P125,1
P302,P125,1
P303,P125,1
P304,P126,1
P305,P126,1
P306,P126,1
P307,P127,1
P308,P127,1
P309,P127,1
P310,P128,1
P311,P128,1
P312,P128,1
P313,P128,1
P314,P129,1
P315,P129,1
