partid,cfp,co2
P483,0.3467,0.3467
P1871,0.4653,0.4653
P2965,0.9832,0.9832
P254,0.646,0.646
P1,0.2991,0.2991
P2793,0.147,0.147
P2006,0.1358,0.1358
P967,0.7474,0.7474
P2094,0.8436,0.8436
P2846,0.9188,0.9188
P496,0.213,0.213
P2017,0.2398,0.2398
P1679,0.5609,0.5609
P776,0.2289,0.2289
P762,0.513,0.513
P2820,0.8654,0.8654
P160,0.7528,0.7528
P245,0.2751,0.2751
P1703,0.2457,0.2457
P148,0.6139,0.6139
P1250,0.8357,0.8357
P833,0.6866,0.6866
P53,0.1486,0.1486
P342,0.4719,0.4719
P2172,0.8282,0.8282
P2943,0.9082,0.9082
P2822,0.214,0.214
P2517,0.4257,0.4257
P2386,0.7307,0.7307
P2872,0.9908,0.9908
P349,0.8118,0.8118
P1095,0.4866,0.4866
P1017,0.3287,0.3287
P1489,0.3045,0.3045
P1442,0.6409,0.6409
P2366,0.9834,0.9834
P757,0.4538,0.4538
P1418,0.5111,0.5111
P2731,0.5658,0.5658
P1774,0.7434,0.7434
P1836,0.6984,0.6984
P2068,0.2674,0.2674
P175,0.6636,0.6636
P1758,0.5949,0.5949
P2902,0.7378,0.7378
P2600,0.9502,0.9502
P69,0.3566,0.3566
P1310,0.9673,0.9673
P2989,0.7922,0.7922
P605,0.4412,0.4412
P1962,0.4915,0.4915
P2812,0.7785,0.7785
P2554,0.1338,0.1338
P1029,0.8827,0.8827
P322,0.4448,0.4448
P2040,0.1972,0.1972
P155,0.3179,0.3179
P1855,0.5509,0.5509
P2740,0.1296,0.1296
P462,0.1125,0.1125
P313,0.7171,0.7171
P2050,0.23,0.23
P905,0.802,0.802
P1687,0.5221,0.5221
P2963,0.3647,0.3647
P530,0.9036,0.9036
P1816,0.6371,0.6371
P1772,0.7736,0.7736
P1914,0.5517,0.5517
P2735,0.6946,0.6946
P758,0.9379,0.9379
P2312,0.3905,0.3905
P666,0.4044,0.4044
P2337,0.519,0.519
P513,0.136,0.136
P1789,0.7324,0.7324
P622,0.3711,0.3711
P1473,0.4014,0.4014
P424,0.724,0.724
P1840,0.271,0.271
P1720,0.1491,0.1491
P2795,0.6564,0.6564
P132,0.6971,0.6971
P1332,0.6524,0.6524
P1023,0.1651,0.1651
P298,0.747,0.747
P1889,0.9939,0.9939
P228,0.914,0.914
P1573,0.5698,0.5698
P1153,0.3382,0.3382
P2411,0.3989,0.3989
P1080,0.5424,0.5424
P951,0.6123,0.6123
P117,0.8794,0.8794
P2876,0.1696,0.1696
P1100,0.7495,0.7495
P1786,0.3589,0.3589
P118,0.823,0.823
P2389,0.5802,0.5802
P1016,0.9469,0.9469
P2909,0.2227,0.2227
P1993,0.5341,0.5341
P2563,0.7315,0.7315
P1397,0.1344,0.1344
P1384,0.1923,0.1923
P2246,0.454,0.454
P1702,0.8457,0.8457
P2512,0.6697,0.6697
P2298,0.5596,0.5596
P138,0.9358,0.9358
P128,0.2879,0.2879
P2333,0.5699,0.5699
P2598,0.6936,0.6936
P869,0.3729,0.3729
P476,0.6917,0.6917
P1873,0.3729,0.3729
P744,0.4592,0.4592
P2810,0.503,0.503
P2591,0.6664,0.6664
P520,0.6511,0.6511
P1200,0.5805,0.5805
P1333,0.1412,0.1412
P2669,0.9203,0.9203
P2878,0.4951,0.4951
P593,0.7285,0.7285
P1070,0.4358,0.4358
P1864,0.6158,0.6158
P1066,0.3476,0.3476
P2228,0.3925,0.3925
P1978,0.1956,0.1956
P1498,0.1812,0.1812
P2016,0.9362,0.9362
P2338,0.3855,0.3855
P2847,0.5415,0.5415
P548,0.8443,0.8443
P170,0.3838,0.3838
P168,0.1016,0.1016
P2413,0.6652,0.6652
P1349,0.4532,0.4532
P389,0.3871,0.3871
P319,0.115,0.115
P1484,0.9177,0.9177
P1936,0.9205,0.9205
P1318,0.4552,0.4552
P402,0.829,0.829
P963,0.2888,0.2888
P2075,0.8398,0.8398
P689,0.6189,0.6189
P2443,0.7178,0.7178
P506,0.4861,0.4861
P1050,0.7551,0.7551
P2469,0.6638,0.6638
P1623,0.328,0.328
P2041,0.5976,0.5976
P99,0.9492,0.9492
P1369,0.776,0.776
P2218,0.7339,0.7339
P328,0.2935,0.2935
P1608,0.9867,0.9867
P2332,0.6803,0.6803
P934,0.3956,0.3956
P1252,0.1564,0.1564
P1154,0.2155,0.2155
P583,0.4521,0.4521
P599,0.4475,0.4475
P660,0.2661,0.2661
P34,0.3621,0.3621
P458,0.2264,0.2264
P1030,0.6991,0.6991
P2685,0.9902,0.9902
