partid,cfp,co2
P827,0.4347,0.4347
P274,0.7009,0.7009
P113,0.4602,0.4602
P1392,0.2394,0.2394
P11,0.1207,0.1207
P1952,0.8214,0.8214
P234,0.77,0.77
P423,0.1874,0.1874
P157,0.8527,0.8527
P504,0.8103,0.8103
P1612,0.5195,0.5195
P1911,0.2619,0.2619
P2779,0.5248,0.5248
P373,0.8125,0.8125
P937,0.4382,0.4382
P2005,0.7108,0.7108
P2214,0.9288,0.9288
P1924,0.8791,0.8791
P807,0.7206,0.7206
P2403,0.5812,0.5812
P2914,0.348,0.348
P1831,0.1319,0.1319
P1237,0.3939,0.3939
P463,0.1625,0.1625
P558,0.6399,0.6399
P486,0.3678,0.3678
P195,0.6418,0.6418
P765,0.1179,0.1179
P1472,0.161,0.161
P1955,0.3723,0.3723
P1793,0.778,0.778
P2841,0.4889,0.4889
P2606,0.2072,0.2072
P2613,0.8811,0.8811
P261,0.3232,0.3232
P1887,0.1453,0.1453
P1032,0.5023,0.5023
P2813,0.9328,0.9328
P1111,0.1725,0.1725
P1376,0.4075,0.4075
P1602,0.2088,0.2088
P1206,0.6235,0.6235
P642,0.7004,0.7004
P1598,0.548,0.548
P1253,0.7553,0.7553
P1420,0.1487,0.1487
P1994,0.5106,0.5106
P673,0.383,0.383
P2818,0.6855,0.6855
P289,0.7532,0.7532
P1411,0.4808,0.4808
P2655,0.337,0.337
P1358,0.5465,0.5465
P2328,0.3049,0.3049
P1700,0.5446,0.5446
P418,0.6403,0.6403
P1429,0.698,0.698
P1144,0.2317,0.2317
P1982,0.3344,0.3344
P112,0.3759,0.3759
P1931,0.5568,0.5568
P1249,0.4755,0.4755
P971,0.487,0.487
P1605,0.4666,0.4666
P2253,0.555,0.555
P1866,0.927,0.927
P2283,0.6577,0.6577
P2987,0.739,0.739
P488,0.4952,0.4952
P856,0.8701,0.8701
P655,0.2194,0.2194
P2760,0.1949,0.1949
P1228,0.1937,0.1937
P2300,0.8056,0.8056
P2320,0.1659,0.1659
P808,0.1527,0.1527
P1922,0.1207,0.1207
P1129,0.3216,0.3216
P1649,0.4083,0.4083
P844,0.2108,0.2108
P2877,0.8661,0.8661
P866,0.8398,0.8398
P44,0.2766,0.2766
P2926,0.6236,0.6236
P2638,0.8823,0.8823
P2281,0.9139,0.9139
P1108,0.8325,0.8325
P2879,0.1848,0.1848
P970,0.5202,0.5202
P2539,0.7567,0.7567
P198,0.9839,0.9839
P1466,0.3209,0.3209
P1869,0.3576,0.3576
P2209,0.2142,0.2142
P1040,0.6412,0.6412
P425,0.9223,0.9223
P581,0.5335,0.5335
P2896,0.4389,0.4389
P352,0.2281,0.2281
P345,0.8558,0.8558
P2161,0.4876,0.4876
P1629,0.1305,0.1305
P2032,0.403,0.403
P2550,0.3751,0.3751
P1004,0.5747,0.5747
P2123,0.9468,0.9468
P1997,0.6821,0.6821
P1038,0.672,0.672
P2108,0.3155,0.3155
P185,0.2222,0.2222
P653,0.8468,0.8468
P2764,0.8824,0.8824
P2498,0.5522,0.5522
P1204,0.2857,0.2857
P777,0.1817,0.1817
P55,0.4645,0.4645
P2092,0.5278,0.5278
P2990,0.6112,0.6112
P1682,0.6116,0.6116
P572,0.1257,0.1257
P2548,0.5837,0.5837
P2127,0.4868,0.4868
P741,0.447,0.447
P1908,0.9759,0.9759
P2345,0.2028,0.2028
P1260,0.7717,0.7717
P1965,0.7554,0.7554
P2102,0.1921,0.1921
P1202,0.1076,0.1076
P650,0.6114,0.6114
P2961,0.8829,0.8829
P1424,0.393,0.393
P1119,0.1501,0.1501
P2448,0.4756,0.4756
P417,0.5107,0.5107
P394,0.8651,0.8651
P1451,0.9647,0.9647
P893,0.1373,0.1373
P384,0.25,0.25
P1449,0.3239,0.3239
P1295,0.433,0.433
P2402,0.9455,0.9455
P828,0.4916,0.4916
P621,0.7236,0.7236
P142,0.9557,0.9557
P669,0.721,0.721
P2454,0.6867,0.6867
P2282,0.6974,0.6974
P1591,0.3985,0.3985
P1460,0.5041,0.5041
P2892,0.7595,0.7595
P2666,0.7553,0.7553
P2322,0.7364,0.7364
P1365,0.6465,0.6465
P1739,0.9251,0.9251
P2761,0.1322,0.1322
P1400,0.9881,0.9881
P2562,0.2204,0.2204
P2491,0.1021,0.1021
P1849,0.9902,0.9902
P25,0.4959,0.4959
P2521,0.5259,0.5259
P1114,0.9991,0.9991
P2536,0.1627,0.1627
P696,0.2297,0.2297
P1320,0.3515,0.3515
P2450,0.2946,0.2946
P88,0.8185,0.8185
P677,0.4157,0.4157
P2532,0.955,0.955
P1818,0.3288,0.3288
P383,0.4339,0.4339
P306,0.2562,0.2562
P2540,0.426,0.426
P1738,0.7833,0.7833
P1741,0.1353,0.1353
P2301,0.4974,0.4974
P1047,0.1347,0.1347
P731,0.2431,0.2431
P2888,0.9624,0.9624
P1485,0.6657,0.6657
P993,0.5,0.5
P472,0.3542,0.3542
P1886,0.251,0.251
P763,0.6349,0.6349
P101,0.6793,0.6793
P945,0.9854,0.9854
P1492,0.4373,0.4373
P1558,0.4091,0.4091
P2986,0.821,0.821
P1511,0.3471,0.3471
P1606,0.4458,0.4458
P2887,0.7124,0.7124
P1941,0.6397,0.6397
P1363,0.4969,0.4969
P2394,0.8976,0.8976
P2851,0.3585,0.3585
P2415,0.5329,0.5329
P2850,0.6557,0.6557
P813,0.8622,0.8622
P2314,0.9842,0.9842
P2631,0.4661,0.4661
P1968,0.1917,0.1917
P2365,0.8136,0.8136
P2186,0.6397,0.6397
P739,0.1059,0.1059
P574,0.6266,0.6266
P392,0.1843,0.1843
P482,0.7195,0.7195
P1656,0.603,0.603
P1814,0.5658,0.5658
P1094,0.519,0.519
P2756,0.8583,0.8583
P922,0.4787,0.4787
P1140,0.2955,0.2955
P2834,0.8399,0.8399
P172,0.3453,0.3453
P2177,0.2421,0.2421
P887,0.8346,0.8346
P2474,0.3836,0.3836
P1633,0.5965,0.5965
P1599,0.1852,0.1852
P717,0.6512,0.6512
P2078,0.8197,0.8197
P2931,0.6505,0.6505
P1208,0.2927,0.2927
P2088,0.4907,0.4907
P1345,0.5045,0.5045
P1289,0.2582,0.2582
P1368,0.405,0.405
P1732,0.5229,0.5229
P912,0.9712,0.9712
P545,0.162,0.162
P2951,0.6691,0.6691
P2530,0.1771,0.1771
P1919,0.7654,0.7654
P1672,0.7883,0.7883
P2446,0.1913,0.1913
P149,0.3666,0.3666
P2381,0.9046,0.9046
P2922,0.7959,0.7959
P1254,0.5482,0.5482
P2299,0.2352,0.2352
P1084,0.2686,0.2686
P1551,0.9112,0.9112
P2785,0.8697,0.8697
P2055,0.7358,0.7358
P1271,0.8514,0.8514
P1210,0.7538,0.7538
P2467,0.4598,0.4598
