partid,assembler
P76,postgresC
P172,postgresB
P59,postgresB
P32,postgresB
P27,postgresB
P65,postgresC
P153,postgresC
P56,postgresC
P21,postgresB
P29,postgresB
P180,postgresC
P86,postgresC
P75,postgresB
P121,postgresB
P124,postgresB
P188,postgresC
P138,postgresC
P133,postgresB
P155,postgresC
P165,postgresB
P156,postgresC
P183,postgresC
P47,postgresB
P34,postgresC
P1,postgresB
P139,postgresB
P49,postgresB
P145,postgresC
P18,postgresB
P72,postgresC
P129,postgresC
P152,postgresB
P99,postgresB
P131,postgresB
P169,postgresC
P71,postgresB
P79,postgresB
P14,postgresC
P108,postgresC
P119,postgresB
P42,postgresC
P144,postgresC
P38,postgresB
P103,postgresB
P173,postgresC
P17,postgresB
P57,postgresB
P28,postgresB
P166,postgresB
P178,postgresC
P125,postgresB
P24,postgresB
P192,postgresC
P174,postgresC
P62,postgresC
P89,postgresB
P168,postgresC
P30,postgresB
P60,postgresB
P164,postgresB
P134,postgresB
P91,postgresB
P146,postgresC
P68,postgresC
P54,postgresB
P171,postgresB
P58,postgresB
P117,postgresB
P20,postgresB
P113,postgresB
P167,postgresB
P140,postgresB
P11,postgresC
P191,postgresC
P123,postgresB
P200,postgresC
P197,postgresC
P122,postgresB
P158,postgresB
P9,postgresB
P208,postgresB
P205,postgresC
P46,postgresC
P8,postgresB
P66,postgresB
P120,postgresC
P78,postgresC
P157,postgresB
P39,postgresB
P190,postgresB
P26,postgresC
P177,postgresB
P162,postgresC
P15,postgresB
P45,postgresB
P106,postgresB
P82,postgresC
P70,postgresC
P5,postgresC
P151,postgresC
P175,postgresB
P74,postgresC
P101,postgresC
P67,postgresB
P95,postgresB
P118,postgresC
P107,postgresC
P116,postgresB
P201,postgresC
P4,postgresC
P55,postgresB
P111,postgresC
P160,postgresB
P44,postgresC
P170,postgresC
P128,postgresC
P16,postgresC
P127,postgresC
P63,postgresB
P102,postgresB
P112,postgresC
P184,postgresB
P53,postgresC
P163,postgresC
P207,postgresB
P25,postgresC
P92,postgresC
P43,postgresB
P196,postgresB
P13,postgresC
P132,postgresC
P81,postgresC
P48,postgresB
P80,postgresB
P33,postgresB
P199,postgresC
P96,postgresB
P154,postgresB
P110,postgresC
P36,postgresC
P147,postgresB
P181,postgresB
P130,postgresB
P109,postgresC
P88,postgresC
P136,postgresC
P41,postgresC
P64,postgresC
P94,postgresC
P84,postgresB
P85,postgresC
P204,postgresC
P12,postgresB
P73,postgresC
P93,postgresC
P50,postgresB
P61,postgresB
P69,postgresB
P141,postgresC
P22,postgresB
P100,postgresC
P186,postgresC
P126,postgresC
P150,postgresB
P203,postgresB
P3,postgresB
P7,postgresB
P2,postgresC
P51,postgresC
P90,postgresC
P97,postgresC
P98,postgresB
P114,postgresC
P137,postgresB
P149,postgresC
P176,postgresC
P105,postgresB
P198,postgresC
P23,postgresB
P0,postgresA
P37,postgresB
P161,postgresB
P194,postgresC
P135,postgresC
P115,postgresB
P142,postgresC
P193,postgresC
P104,postgresC
P187,postgresB
P52,postgresC
P19,postgresB
P189,postgresB
P40,postgresC
P159,postgresC
P179,postgresC
P182,postgresB
P206,postgresB
P209,postgresC
P143,postgresB
P31,postgresC
P185,postgresC
P87,postgresC
P10,postgresC
P202,postgresB
P35,postgresC
P77,postgresB
P83,postgresC
P148,postgresB
P6,postgresB
P195,postgresB
