partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P1,1
P4,P1,1
P5,P2,1
P6,P2,1
P7,P2,1
P8,P3,1
P9,P3,1
P10,P3,1
P11,P3,1
P12,P3,1
P13,P4,1
P14,P4,1
P15,P4,4
P16,P4,1
P17,P5,1
P18,P5,1
P19,P7,1
P20,P7,1
P21,P7,1
P22,P8,1
P23,P8,1
P24,P8,1
P25,P8,2
P26,P8,1
P27,P9,1
P28,P9,1
P29,P9,1
P30,P9,1
P31,P9,1
P32,P10,1
P33,P10,1
P34,P11,1
P35,P11,2
P36,P11,1
P37,P12,1
P38,P12,1
P39,P16,1
P40,P16,1
P41,P16,1
P42,P20,1
P43,P20,1
P44,P20,1
P45,P20,1
P46,P23,1
P47,P23,1
P48,P26,2
P49,P26,1
P50,P26,1
P51,P26,1
P52,P26,1
P53,P27,1
P54,P27,1
P55,P27,1
P56,P27,1
P57,P27,1
P58,P28,1
P59,P28,1
P60,P28,4
P61,P28,1
P62,P28,1
P63,P29,1
P64,P29,1
P65,P30,4
P66,P30,4
P67,P30,1
P68,P30,1
P69,P32,1
P70,P32,1
P71,P32,1
P72,P32,1
P73,P32,1
P74,P35,1
P75,P35,1
P76,P35,1
P77,P38,1
P78,P38,1
P79,P38,1
P80,P38,1
P81,P38,1
P82,P42,1
P83,P42,1
P84,P42,1
P85,P42,1
P86,P42,1
P87,P43,1
P88,P43,1
P89,P43,1
P90,P44,1
P91,P44,1
P92,P44,1
P93,P44,1
P94,P46,1
P95,P46,1
P96,P49,1
P97,P49,1
P98,P49,1
P99,P50,1
P100,P50,1
P101,P51,2
P102,P51,1
P103,P51,4
P104,P51,1
P105,P54,1
P106,P54,1
P107,P54,1
P108,P54,1
P109,P55,1
P110,P55,1
P111,P55,1
P112,P56,1
P113,P56,1
P114,P57,2
P115,P57,1
P116,P57,1
P117,P57,4
P118,P57,4
P119,P60,1
P120,P60,1
P121,P61,1
P122,P61,1
P123,P62,1
P124,P62,1
P125,P62,1
P126,P62,1
P127,P63,1
P128,P63,1
P129,P63,1
P130,P63,1
P131,P63,1
P132,P65,1
P133,P65,2
P134,P65,1
P135,P65,1
P136,P65,4
P137,P69,1
P138,P69,1
P139,P69,1
P140,P69,1
P141,P69,1
P142,P71,1
P143,P71,1
P144,P71,1
P145,P71,1
P146,P73,1
P147,P73,4
P148,P75,1
P149,P75,1
P150,P76,1
P151,P76,2
P152,P76,1
P153,P79,1
P154,P79,1
P155,P79,1
P156,P79,1
P157,P80,1
P158,P80,1
P159,P80,1
P160,P80,1
P161,P80,1
P162,P82,1
P163,P82,2
P164,P82,1
P165,P82,1
P166,P84,1
P167,P84,2
P168,P84,1
P169,P84,1
P170,P86,1
P171,P86,1
P172,P87,1
P173,P87,1
P174,P87,1
P175,P87,1
P176,P88,1
P177,P88,1
P178,P88,1
P179,P89,1
P180,P89,1
P181,P90,1
P182,P90,1
P183,P90,1
P184,P90,1
P185,P91,1
P186,P91,2
P187,P91,1
P188,P93,1
P189,P93,1
P190,P94,1
P191,P94,1
P192,P94,1
P193,P94,1
P194,P95,1
P195,P95,1
P196,P97,4
P197,P97,1
P198,P100,1
P199,P100,1
P200,P100,1
P201,P100,1
P202,P102,1
P203,P102,1
P204,P102,1
P205,P102,1
P206,P103,1
P207,P103,1
P208,P103,1
P209,P105,1
