partid,cfp,co2
P1902,0.1888,0.1888
P2174,0.4875,0.4875
P2142,0.5798,0.5798
P313,0.9864,0.9864
P948,0.1904,0.1904
P708,0.6003,0.6003
P1062,0.1779,0.1779
P1635,0.7295,0.7295
P2393,0.9781,0.9781
P1923,0.5684,0.5684
P1890,0.2603,0.2603
P1269,0.2395,0.2395
P440,0.7694,0.7694
P1455,0.8916,0.8916
P1847,0.2856,0.2856
P992,0.9747,0.9747
P268,0.1776,0.1776
P2162,0.3683,0.3683
P2282,0.4304,0.4304
P1202,0.9938,0.9938
P910,0.1467,0.1467
P1259,0.6053,0.6053
P1138,0.1847,0.1847
P1036,0.6171,0.6171
P549,0.9071,0.9071
P1984,0.9587,0.9587
P1645,0.4874,0.4874
P630,0.6135,0.6135
P1738,0.9938,0.9938
P1378,0.2861,0.2861
P763,0.9345,0.9345
P1164,0.4112,0.4112
P435,0.4142,0.4142
P1308,0.9682,0.9682
P2222,0.3568,0.3568
P174,0.3449,0.3449
P704,0.1967,0.1967
P1909,0.5648,0.5648
P1311,0.5844,0.5844
P702,0.5663,0.5663
P246,0.5017,0.5017
P1296,0.3485,0.3485
P753,0.3834,0.3834
P2254,0.655,0.655
P291,0.743,0.743
P1904,0.7526,0.7526
P1372,0.3517,0.3517
P249,0.4905,0.4905
P841,0.4393,0.4393
P14,0.1658,0.1658
P2127,0.5142,0.5142
P2059,0.3218,0.3218
P2140,0.3475,0.3475
P170,0.5953,0.5953
P1844,0.5703,0.5703
P978,0.7159,0.7159
P669,0.7497,0.7497
P421,0.6626,0.6626
P1255,0.553,0.553
P700,0.2199,0.2199
P610,0.4763,0.4763
P510,0.4776,0.4776
P1719,0.7039,0.7039
P1221,0.9524,0.9524
P1454,0.9008,0.9008
P394,0.4493,0.4493
P660,0.9222,0.9222
P1272,0.2592,0.2592
P1896,0.9415,0.9415
P328,0.7738,0.7738
P599,0.8455,0.8455
P893,0.9782,0.9782
P1936,0.6307,0.6307
P1944,0.7111,0.7111
P2315,0.3313,0.3313
P463,0.4334,0.4334
P2139,0.9023,0.9023
P2232,0.2461,0.2461
P1223,0.9775,0.9775
P1787,0.5137,0.5137
P1394,0.3246,0.3246
P1352,0.2503,0.2503
P1200,0.5718,0.5718
P718,0.2651,0.2651
P747,0.3694,0.3694
P1798,0.7993,0.7993
P38,0.2062,0.2062
P2045,0.2908,0.2908
P1445,0.3769,0.3769
P2328,0.8824,0.8824
P1217,0.25,0.25
P1918,0.5123,0.5123
P1458,0.8293,0.8293
P2161,0.2873,0.2873
P401,0.567,0.567
P2295,0.4273,0.4273
P527,0.8896,0.8896
P540,0.8884,0.8884
P594,0.559,0.559
P2283,0.7694,0.7694
P2180,0.219,0.219
P2396,0.6261,0.6261
P499,0.8021,0.8021
P2277,0.8281,0.8281
P106,0.5549,0.5549
P733,0.5323,0.5323
P804,0.2719,0.2719
P1474,0.1109,0.1109
P1260,0.484,0.484
P798,0.8847,0.8847
P81,0.8004,0.8004
P1564,0.9007,0.9007
P573,0.3622,0.3622
P879,0.5283,0.5283
P1289,0.5249,0.5249
P1649,0.1977,0.1977
P1995,0.2781,0.2781
P448,0.2553,0.2553
P1415,0.9755,0.9755
P220,0.5796,0.5796
P890,0.7199,0.7199
P2011,0.7818,0.7818
P2104,0.3007,0.3007
P2080,0.8203,0.8203
P593,0.4968,0.4968
P2314,0.321,0.321
P810,0.3022,0.3022
P1273,0.4496,0.4496
P2340,0.2735,0.2735
P648,0.9865,0.9865
P950,0.6522,0.6522
P1274,0.8434,0.8434
P1651,0.6437,0.6437
P17,0.4613,0.4613
P1199,0.9432,0.9432
P1724,0.632,0.632
P1167,0.5029,0.5029
P1812,0.2551,0.2551
P74,0.2665,0.2665
P2383,0.9597,0.9597
P1018,0.1664,0.1664
P2302,0.831,0.831
P1950,0.1489,0.1489
P2006,0.4216,0.4216
P875,0.4121,0.4121
P1165,0.721,0.721
P877,0.3103,0.3103
P189,0.4336,0.4336
P1838,0.783,0.783
P192,0.9413,0.9413
P1494,0.4884,0.4884
P177,0.8991,0.8991
P455,0.4969,0.4969
P735,0.536,0.536
P1720,0.2382,0.2382
P1286,0.6024,0.6024
P2223,0.3713,0.3713
P1132,0.7589,0.7589
P863,0.2922,0.2922
P1318,0.5676,0.5676
P2247,0.8864,0.8864
P1203,0.6494,0.6494
P980,0.8952,0.8952
P1207,0.355,0.355
P182,0.5404,0.5404
P1248,0.3011,0.3011
P1736,0.9222,0.9222
P567,0.73,0.73
P187,0.7478,0.7478
P1486,0.9685,0.9685
P1910,0.5337,0.5337
P938,0.718,0.718
P426,0.211,0.211
P1723,0.5916,0.5916
P429,0.2996,0.2996
P1633,0.72,0.72
P720,0.7428,0.7428
P1120,0.1839,0.1839
P198,0.8339,0.8339
P687,0.2466,0.2466
P1590,0.485,0.485
P1993,0.573,0.573
P1678,0.9048,0.9048
P1762,0.5549,0.5549
P184,0.5833,0.5833
P2246,0.3314,0.3314
P195,0.9128,0.9128
P713,0.3688,0.3688
P2399,0.433,0.433
P1758,0.9864,0.9864
P1361,0.7301,0.7301
P1750,0.1125,0.1125
P1424,0.8748,0.8748
P2355,0.4174,0.4174
P1030,0.5774,0.5774
P2389,0.491,0.491
P1130,0.1887,0.1887
P2252,0.5982,0.5982
P2293,0.349,0.349
P647,0.9849,0.9849
P519,0.4053,0.4053
P1871,0.3946,0.3946
P1569,0.5479,0.5479
P1888,0.6993,0.6993
P1124,0.4567,0.4567
P481,0.7841,0.7841
P1472,0.8495,0.8495
P2309,0.1442,0.1442
P1188,0.1075,0.1075
P878,0.4329,0.4329
P2194,0.3701,0.3701
P887,0.1993,0.1993
P1666,0.9761,0.9761
P834,0.6723,0.6723
P315,0.9214,0.9214
P2292,0.459,0.459
P1277,0.774,0.774
P35,0.7746,0.7746
P1100,0.3323,0.3323
P1316,0.9019,0.9019
P2264,0.5683,0.5683
P617,0.5544,0.5544
P966,0.7305,0.7305
P709,0.3919,0.3919
P349,0.7524,0.7524
P761,0.1809,0.1809
P1045,0.4127,0.4127
P1043,0.7654,0.7654
P1211,0.4749,0.4749
P1819,0.6949,0.6949
P2117,0.4722,0.4722
P1438,0.6546,0.6546
P793,0.7209,0.7209
P2217,0.2751,0.2751
P2034,0.3226,0.3226
P846,0.1257,0.1257
P60,0.6854,0.6854
P256,0.1159,0.1159
P1975,0.6702,0.6702
P150,0.4763,0.4763
P1468,0.8439,0.8439
P467,0.8229,0.8229
P1156,0.8718,0.8718
P1777,0.6393,0.6393
P7,0.7528,0.7528
P1771,0.9622,0.9622
P431,0.4167,0.4167
P591,0.6453,0.6453
P1970,0.9718,0.9718
P1033,0.7072,0.7072
P2363,0.9432,0.9432
P1430,0.6875,0.6875
P1233,0.9274,0.9274
P64,0.6556,0.6556
P716,0.3019,0.3019
P945,0.6099,0.6099
P862,0.386,0.386
P1879,0.1011,0.1011
P1011,0.6778,0.6778
P1808,0.9166,0.9166
P250,0.8967,0.8967
P1626,0.7776,0.7776
P1616,0.6764,0.6764
P297,0.2881,0.2881
P2012,0.6851,0.6851
P1314,0.2502,0.2502
P2033,0.1631,0.1631
P2076,0.9822,0.9822
P1527,0.5256,0.5256
P296,0.294,0.294
P1679,0.4976,0.4976
P2262,0.6558,0.6558
P1499,0.9073,0.9073
P1388,0.3879,0.3879
P2134,0.1581,0.1581
P2366,0.6883,0.6883
P1524,0.8267,0.8267
P2042,0.6619,0.6619
P940,0.5242,0.5242
P157,0.7544,0.7544
P555,0.4778,0.4778
P1671,0.4169,0.4169
P639,0.5999,0.5999
P1476,0.7583,0.7583
P917,0.7289,0.7289
P333,0.9214,0.9214
P695,0.2197,0.2197
P1350,0.602,0.602
P327,0.4138,0.4138
P1416,0.2359,0.2359
