partid,cfp,co2
P1265,0.3049,0.3049
P80,0.1883,0.1883
P585,0.2602,0.2602
P179,0.2059,0.2059
P2386,0.6718,0.6718
P1244,0.2745,0.2745
P129,0.3968,0.3968
P1581,0.6485,0.6485
P1579,0.5751,0.5751
P445,0.9631,0.9631
P1851,0.1683,0.1683
P1521,0.7333,0.7333
P1825,0.7486,0.7486
P1821,0.7429,0.7429
P1913,0.777,0.777
P2224,0.9399,0.9399
P99,0.4487,0.4487
P363,0.131,0.131
P104,0.4904,0.4904
P452,0.456,0.456
P1287,0.1074,0.1074
P1346,0.3067,0.3067
P392,0.4338,0.4338
P600,0.1035,0.1035
P2256,0.184,0.184
P2317,0.974,0.974
P1087,0.4516,0.4516
P372,0.6028,0.6028
P1917,0.6146,0.6146
P317,0.1601,0.1601
P326,0.7199,0.7199
P913,0.2533,0.2533
P1121,0.661,0.661
P77,0.8614,0.8614
P1580,0.3524,0.3524
P2040,0.8602,0.8602
P368,0.9691,0.9691
P588,0.5714,0.5714
P866,0.3683,0.3683
P1711,0.8221,0.8221
P459,0.3457,0.3457
P1934,0.2046,0.2046
P85,0.8275,0.8275
P1681,0.9256,0.9256
P2091,0.6154,0.6154
P1717,0.3314,0.3314
P304,0.151,0.151
P145,0.9817,0.9817
P1911,0.1021,0.1021
P1582,0.3773,0.3773
P1405,0.4466,0.4466
P1024,0.1425,0.1425
P497,0.2587,0.2587
P2000,0.4338,0.4338
P803,0.5899,0.5899
P1673,0.8496,0.8496
P2343,0.7207,0.7207
P2255,0.795,0.795
P1587,0.6166,0.6166
P2308,0.6995,0.6995
P993,0.4006,0.4006
P484,0.6185,0.6185
P2225,0.8572,0.8572
P1325,0.8065,0.8065
P2072,0.1602,0.1602
P2173,0.7348,0.7348
P904,0.62,0.62
P1140,0.7521,0.7521
P2071,0.3752,0.3752
P1542,0.2257,0.2257
P1688,0.7786,0.7786
P1817,0.3167,0.3167
P814,0.8618,0.8618
P808,0.1719,0.1719
P2394,0.7523,0.7523
P925,0.758,0.758
P1070,0.4715,0.4715
P842,0.6854,0.6854
P1465,0.6109,0.6109
P1021,0.9458,0.9458
P737,0.4962,0.4962
P73,0.2151,0.2151
P219,0.2575,0.2575
P1000,0.562,0.562
P186,0.2426,0.2426
P1964,0.405,0.405
P546,0.3829,0.3829
P670,0.6221,0.6221
P801,0.244,0.244
