partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P0,1
P5,P1,1
P6,P1,4
P7,P2,1
P8,P2,1
P9,P2,1
P10,P3,1
P11,P3,1
P12,P3,1
P13,P3,1
P14,P3,1
P15,P5,1
P16,P5,1
P17,P5,1
P18,P5,1
P19,P8,1
P20,P8,1
P21,P8,1
P22,P8,1
P23,P8,1
P24,P9,1
P25,P9,1
P26,P9,1
P27,P9,1
P28,P9,1
P29,P11,1
P30,P11,1
P31,P11,4
P32,P12,1
P33,P12,1
P34,P12,1
P35,P12,1
P36,P13,1
P37,P13,1
P38,P13,1
P39,P13,1
P40,P13,1
P41,P14,1
P42,P14,1
P43,P14,1
P44,P14,1
P45,P14,1
P46,P17,2
P47,P17,1
P48,P17,1
P49,P17,1
P50,P19,1
P51,P19,1
P52,P19,1
P53,P19,1
P54,P20,1
P55,P20,1
P56,P20,1
P57,P21,1
P58,P21,1
P59,P21,1
P60,P21,1
P61,P21,1
P62,P22,1
P63,P22,1
P64,P22,1
P65,P22,1
P66,P22,1
P67,P23,1
P68,P23,1
P69,P23,1
P70,P23,1
P71,P23,1
P72,P24,1
P73,P24,1
P74,P24,1
P75,P24,1
P76,P24,1
P77,P25,1
P78,P25,1
P79,P26,1
P80,P26,1
P81,P26,1
P82,P26,1
P83,P27,1
P84,P27,1
P85,P27,1
P86,P27,1
P87,P27,1
P88,P28,1
P89,P28,1
P90,P28,1
P91,P28,1
P92,P28,1
P93,P29,1
P94,P29,1
P95,P29,1
P96,P29,1
P97,P30,1
P98,P30,1
P99,P31,1
P100,P31,1
P101,P32,1
P102,P32,1
P103,P32,1
P104,P32,1
P105,P32,1
P106,P33,1
P107,P33,1
P108,P33,1
P109,P34,1
P110,P34,1
P111,P34,1
P112,P35,1
P113,P35,1
P114,P35,1
P115,P36,1
P116,P36,1
P117,P36,1
P118,P36,1
P119,P38,1
P120,P38,1
P121,P39,1
P122,P39,1
P123,P39,1
P124,P39,1
P125,P40,1
P126,P40,1
P127,P40,1
P128,P42,1
P129,P42,1
P130,P42,1
P131,P43,1
P132,P43,1
P133,P43,1
P134,P44,1
P135,P44,1
P136,P44,1
P137,P44,1
P138,P44,1
P139,P45,1
P140,P45,1
P141,P45,1
P142,P45,1
P143,P46,1
P144,P46,1
P145,P46,1
P146,P46,1
P147,P47,1
P148,P47,1
P149,P47,1
P150,P47,1
P151,P48,1
P152,P48,1
P153,P48,1
P154,P49,1
P155,P49,1
P156,P49,1
P157,P49,1
P158,P50,1
P159,P50,1
P160,P50,1
P161,P50,1
P162,P52,1
P163,P52,1
P164,P53,1
P165,P53,1
P166,P53,1
P167,P53,1
P168,P53,1
P169,P55,1
P170,P55,1
P171,P55,1
P172,P55,1
P173,P56,1
P174,P56,1
P175,P56,1
P176,P56,1
P177,P57,1
P178,P57,1
P179,P57,1
P180,P57,1
P181,P57,4
P182,P58,1
P183,P58,1
P184,P63,4
P185,P63,1
P186,P63,1
P187,P64,1
P188,P64,1
P189,P64,4
P190,P64,1
P191,P65,1
P192,P65,1
P193,P65,1
P194,P65,1
P195,P68,1
P196,P68,1
P197,P68,1
P198,P68,1
P199,P70,1
P200,P70,1
P201,P73,1
P202,P73,1
P203,P73,1
P204,P73,4
P205,P74,1
P206,P74,1
P207,P74,1
P208,P75,1
P209,P75,1
P210,P75,1
P211,P77,1
P107,P77,1
P212,P77,1
P213,P77,1
P214,P78,1
P215,P78,1
P216,P78,1
P217,P78,1
P218,P79,1
P219,P79,1
P220,P79,1
P221,P79,1
P222,P79,1
P223,P80,1
P224,P80,1
P225,P80,1
P226,P80,1
P227,P80,1
P228,P82,1
P229,P82,1
P230,P82,1
P231,P82,1
P232,P82,1
P233,P85,1
P234,P85,1
P235,P85,1
P236,P85,1
P237,P85,1
P238,P86,1
P239,P86,1
P240,P87,1
P241,P87,1
P242,P87,1
P243,P87,1
P244,P88,1
P245,P88,1
P246,P88,1
P247,P89,1
P248,P89,1
P249,P89,1
