partid,assembler
P58,postgresB
P71,postgresB
P98,postgresC
P59,postgresC
P41,postgresC
P2,postgresB
P129,postgresC
P60,postgresB
P173,postgresB
P93,postgresC
P104,postgresC
P244,postgresB
P55,postgresC
P86,postgresB
P110,postgresC
P15,postgresB
P120,postgresC
P184,postgresC
P183,postgresC
P189,postgresB
P152,postgresB
P87,postgresB
P209,postgresB
P179,postgresB
P149,postgresC
P12,postgresB
P48,postgresC
P226,postgresC
P215,postgresB
P73,postgresC
P196,postgresB
P63,postgresB
P153,postgresB
P79,postgresB
P165,postgresB
P214,postgresC
P248,postgresB
P131,postgresC
P158,postgresC
P233,postgresB
P126,postgresB
P36,postgresC
P245,postgresC
P57,postgresC
P40,postgresB
P210,postgresB
P181,postgresC
P247,postgresC
P132,postgresB
P4,postgresC
P106,postgresC
P231,postgresB
P114,postgresC
P99,postgresC
P68,postgresB
P220,postgresB
P224,postgresC
P190,postgresB
P80,postgresC
P135,postgresB
P241,postgresB
P53,postgresC
P29,postgresC
P176,postgresB
P88,postgresC
P97,postgresB
P83,postgresB
P100,postgresB
P20,postgresC
P42,postgresC
P92,postgresC
P193,postgresC
P0,postgresA
P109,postgresC
P116,postgresC
P140,postgresC
P133,postgresB
P136,postgresB
P96,postgresB
P172,postgresB
P178,postgresB
P205,postgresB
P17,postgresB
P56,postgresC
P25,postgresC
P38,postgresB
P134,postgresC
P67,postgresC
P3,postgresB
P171,postgresB
P203,postgresB
P107,postgresB
P174,postgresB
P77,postgresC
P112,postgresC
P175,postgresC
P117,postgresC
P23,postgresC
P169,postgresC
P156,postgresC
P202,postgresC
P76,postgresC
P230,postgresB
P146,postgresB
P162,postgresB
P192,postgresC
P240,postgresB
P85,postgresC
P213,postgresB
P195,postgresB
P221,postgresC
P33,postgresB
P84,postgresC
P154,postgresB
P8,postgresB
P10,postgresC
P13,postgresC
P101,postgresC
P197,postgresC
P37,postgresB
P216,postgresC
P141,postgresB
P70,postgresC
P219,postgresC
P28,postgresC
P34,postgresB
P22,postgresB
P228,postgresC
P243,postgresB
P82,postgresB
P198,postgresB
P167,postgresC
P9,postgresC
P69,postgresC
P111,postgresB
P159,postgresC
P163,postgresC
P102,postgresC
P166,postgresC
P108,postgresB
P103,postgresC
P43,postgresC
P62,postgresC
P39,postgresC
P47,postgresC
P208,postgresC
P237,postgresC
P151,postgresB
P11,postgresC
P223,postgresC
P182,postgresB
P218,postgresC
P249,postgresB
P127,postgresB
P185,postgresC
P160,postgresC
P168,postgresB
P155,postgresC
P21,postgresB
P16,postgresC
P61,postgresC
P145,postgresC
P234,postgresB
P65,postgresB
P45,postgresC
P130,postgresC
P148,postgresB
P54,postgresB
P142,postgresC
P18,postgresB
P105,postgresB
P118,postgresC
P44,postgresC
P124,postgresB
P242,postgresB
P64,postgresB
P139,postgresC
P119,postgresB
P147,postgresB
P95,postgresC
P19,postgresB
P24,postgresC
P91,postgresB
P177,postgresC
P89,postgresB
P225,postgresB
P238,postgresB
P227,postgresB
P239,postgresC
P229,postgresC
P30,postgresB
P1,postgresC
P246,postgresC
P27,postgresC
P31,postgresC
P46,postgresC
P138,postgresB
P150,postgresB
P164,postgresC
P6,postgresB
P194,postgresC
P66,postgresB
P125,postgresB
P113,postgresB
P137,postgresB
P81,postgresC
P204,postgresB
P212,postgresC
P222,postgresC
P7,postgresC
P122,postgresC
P128,postgresB
P187,postgresC
P199,postgresB
P32,postgresC
P232,postgresB
P236,postgresC
P75,postgresB
P143,postgresC
P144,postgresB
P207,postgresB
P161,postgresC
P72,postgresC
P74,postgresC
P123,postgresC
P180,postgresC
P211,postgresC
P157,postgresB
P49,postgresB
P50,postgresC
P35,postgresB
P170,postgresB
P121,postgresC
P186,postgresC
P94,postgresC
P235,postgresC
P191,postgresC
P5,postgresB
P52,postgresC
P78,postgresB
P115,postgresB
P51,postgresC
P188,postgresB
P201,postgresB
P200,postgresC
P217,postgresB
P206,postgresC
P90,postgresB
P26,postgresC
P14,postgresB
