partid,cfp,co2
P58,0.3364,0.3364
P71,0.9218,0.9218
P2,0.7191,0.7191
P60,0.9266,0.9266
P173,0.942,0.942
P244,0.1208,0.1208
P86,0.4073,0.4073
P15,0.9467,0.9467
P189,0.7615,0.7615
P152,0.2688,0.2688
P87,0.6229,0.6229
P209,0.9792,0.9792
P179,0.3309,0.3309
P12,0.7697,0.7697
P215,0.8638,0.8638
P196,0.2769,0.2769
P63,0.6702,0.6702
P153,0.2663,0.2663
P79,0.3773,0.3773
P165,0.9483,0.9483
P248,0.5401,0.5401
P233,0.2816,0.2816
P126,0.2809,0.2809
P40,0.5051,0.5051
P210,0.7382,0.7382
P132,0.6463,0.6463
P231,0.5952,0.5952
P68,0.2356,0.2356
P220,0.558,0.558
P190,0.61,0.61
P135,0.2646,0.2646
P241,0.8416,0.8416
P176,0.1372,0.1372
P97,0.2959,0.2959
P83,0.707,0.707
P100,0.6683,0.6683
P133,0.8814,0.8814
P136,0.1767,0.1767
P96,0.2265,0.2265
P172,0.5186,0.5186
P178,0.3159,0.3159
P205,0.49,0.49
P17,0.453,0.453
P38,0.798,0.798
P3,0.4634,0.4634
P171,0.3751,0.3751
P203,0.5375,0.5375
P107,0.6335,0.6335
P174,0.5545,0.5545
P230,0.388,0.388
P146,0.3193,0.3193
P162,0.2128,0.2128
P240,0.1581,0.1581
P213,0.7224,0.7224
P195,0.8506,0.8506
P33,0.4285,0.4285
P154,0.2532,0.2532
P8,0.6957,0.6957
P37,0.3175,0.3175
P141,0.6532,0.6532
P34,0.2117,0.2117
P22,0.4439,0.4439
P243,0.9789,0.9789
P82,0.8399,0.8399
P198,0.7779,0.7779
P111,0.9926,0.9926
P108,0.487,0.487
P151,0.9942,0.9942
P182,0.8078,0.8078
P249,0.417,0.417
P127,0.5487,0.5487
P168,0.8461,0.8461
P21,0.6214,0.6214
P234,0.955,0.955
P65,0.7319,0.7319
P148,0.7197,0.7197
P54,0.4686,0.4686
P18,0.3839,0.3839
P105,0.7875,0.7875
P124,0.1295,0.1295
P242,0.3235,0.3235
P64,0.7098,0.7098
P119,0.3826,0.3826
P147,0.1184,0.1184
P19,0.8959,0.8959
P91,0.5565,0.5565
P89,0.3772,0.3772
P225,0.7904,0.7904
P238,0.823,0.823
P227,0.7328,0.7328
P30,0.9001,0.9001
P138,0.5217,0.5217
P150,0.9096,0.9096
P6,0.5941,0.5941
P66,0.3508,0.3508
P125,0.1814,0.1814
P113,0.2345,0.2345
P137,0.6416,0.6416
P204,0.6485,0.6485
P128,0.2128,0.2128
P199,0.5429,0.5429
P232,0.8986,0.8986
P75,0.2118,0.2118
P144,0.1169,0.1169
P207,0.6892,0.6892
P157,0.8897,0.8897
P49,0.2437,0.2437
P35,0.3662,0.3662
P170,0.2589,0.2589
P5,0.7476,0.7476
P78,0.1857,0.1857
P115,0.6809,0.6809
P188,0.8004,0.8004
P201,0.964,0.964
P217,0.4394,0.4394
P90,0.9684,0.9684
P14,0.4608,0.4608
