partid,cfp,co2
P243,0.1335,0.1335
P59,0.9092,0.9092
P37,0.4989,0.4989
P147,0.2917,0.2917
P207,0.5358,0.5358
P5,0.3326,0.3326
P129,0.6605,0.6605
P26,0.7758,0.7758
P40,0.6705,0.6705
P66,0.4777,0.4777
P185,0.675,0.675
P51,0.3891,0.3891
P92,0.7373,0.7373
P10,0.6394,0.6394
P108,0.4743,0.4743
P150,0.7015,0.7015
P24,0.7451,0.7451
P188,0.5762,0.5762
P70,0.6651,0.6651
P86,0.7422,0.7422
P134,0.6251,0.6251
P251,0.1551,0.1551
P181,0.3803,0.3803
P85,0.8522,0.8522
P28,0.3423,0.3423
P75,0.1103,0.1103
P221,0.1073,0.1073
P247,0.8424,0.8424
P163,0.2593,0.2593
P135,0.6523,0.6523
P29,0.3939,0.3939
P106,0.9034,0.9034
P223,0.9056,0.9056
P109,0.3217,0.3217
P138,0.537,0.537
P249,0.7962,0.7962
P65,0.1915,0.1915
P15,0.3526,0.3526
P167,0.9897,0.9897
P100,0.4755,0.4755
P234,0.2967,0.2967
P143,0.5903,0.5903
P218,0.1875,0.1875
P242,0.5276,0.5276
P146,0.8913,0.8913
P248,0.4509,0.4509
P208,0.9904,0.9904
P93,0.4788,0.4788
P131,0.7146,0.7146
P79,0.599,0.599
P220,0.6668,0.6668
P114,0.6611,0.6611
P158,0.9306,0.9306
P162,0.1369,0.1369
P193,0.8403,0.8403
P202,0.3798,0.3798
P45,0.4238,0.4238
P111,0.7904,0.7904
P128,0.1742,0.1742
P171,0.878,0.878
P123,0.2162,0.2162
P2,0.4952,0.4952
P137,0.1709,0.1709
P38,0.9207,0.9207
P164,0.4457,0.4457
P201,0.1935,0.1935
P62,0.832,0.832
P139,0.4359,0.4359
P112,0.5103,0.5103
P103,0.9959,0.9959
P48,0.6169,0.6169
P236,0.5524,0.5524
P39,0.5186,0.5186
P80,0.5288,0.5288
P213,0.7105,0.7105
P19,0.9813,0.9813
P196,0.4375,0.4375
P69,0.8345,0.8345
P216,0.9211,0.9211
P210,0.457,0.457
P17,0.497,0.497
P168,0.3464,0.3464
P174,0.2806,0.2806
P240,0.4585,0.4585
P43,0.918,0.918
P140,0.4364,0.4364
P172,0.2361,0.2361
P235,0.7231,0.7231
P81,0.8346,0.8346
P215,0.227,0.227
P58,0.9156,0.9156
P119,0.2292,0.2292
P52,0.2476,0.2476
P199,0.9045,0.9045
P227,0.1088,0.1088
P183,0.14,0.14
P126,0.747,0.747
P190,0.2895,0.2895
P71,0.5096,0.5096
P95,0.1737,0.1737
P154,0.5133,0.5133
P152,0.6123,0.6123
P63,0.7979,0.7979
P231,0.9179,0.9179
P239,0.3801,0.3801
P4,0.5903,0.5903
P54,0.7668,0.7668
P148,0.7622,0.7622
P189,0.1856,0.1856
P187,0.4313,0.4313
P228,0.5073,0.5073
P98,0.5861,0.5861
P53,0.3322,0.3322
P14,0.8721,0.8721
P159,0.6174,0.6174
P116,0.7536,0.7536
P101,0.2981,0.2981
P180,0.7841,0.7841
