partid,assembler
P25,postgresC
P243,postgresB
P59,postgresB
P195,postgresC
P121,postgresC
P37,postgresB
P147,postgresB
P207,postgresB
P5,postgresB
P74,postgresC
P246,postgresC
P129,postgresB
P153,postgresC
P26,postgresB
P40,postgresB
P66,postgresB
P161,postgresC
P238,postgresC
P185,postgresB
P178,postgresC
P51,postgresB
P88,postgresC
P92,postgresB
P83,postgresC
P10,postgresB
P18,postgresC
P41,postgresC
P136,postgresC
P108,postgresB
P31,postgresC
P150,postgresB
P113,postgresC
P56,postgresC
P24,postgresB
P173,postgresC
P188,postgresB
P91,postgresC
P70,postgresB
P86,postgresB
P170,postgresC
P134,postgresB
P99,postgresC
P7,postgresC
P87,postgresC
P20,postgresC
P1,postgresC
P251,postgresB
P8,postgresC
P181,postgresB
P85,postgresB
P102,postgresC
P28,postgresB
P75,postgresB
P160,postgresC
P0,postgresA
P176,postgresC
P221,postgresB
P104,postgresC
P247,postgresB
P163,postgresB
P135,postgresB
P29,postgresB
P197,postgresC
P106,postgresB
P151,postgresC
P223,postgresB
P67,postgresC
P61,postgresC
P109,postgresB
P138,postgresB
P166,postgresC
P194,postgresC
P177,postgresC
P105,postgresC
P249,postgresB
P55,postgresC
P11,postgresC
P65,postgresB
P15,postgresB
P167,postgresB
P100,postgresB
P234,postgresB
P143,postgresB
P218,postgresB
P50,postgresC
P242,postgresB
P244,postgresC
P146,postgresB
P248,postgresB
P208,postgresB
P93,postgresB
P6,postgresC
P131,postgresB
P155,postgresC
P222,postgresC
P79,postgresB
P3,postgresC
P156,postgresC
P220,postgresB
P114,postgresB
P158,postgresB
P162,postgresB
P89,postgresC
P245,postgresC
P193,postgresB
P169,postgresC
P202,postgresB
P219,postgresC
P45,postgresB
P111,postgresB
P233,postgresC
P128,postgresB
P171,postgresB
P175,postgresC
P123,postgresB
P179,postgresC
P125,postgresC
P212,postgresC
P2,postgresB
P142,postgresC
P137,postgresB
P9,postgresC
P38,postgresB
P164,postgresB
P201,postgresB
P62,postgresB
P36,postgresC
P139,postgresB
P203,postgresC
P112,postgresB
P94,postgresC
P252,postgresC
P103,postgresB
P48,postgresB
P236,postgresB
P39,postgresB
P80,postgresB
P213,postgresB
P19,postgresB
P196,postgresB
P122,postgresC
P69,postgresB
P216,postgresB
P211,postgresC
P97,postgresC
P210,postgresB
P17,postgresB
P168,postgresB
P174,postgresB
P240,postgresB
P43,postgresB
P140,postgresB
P82,postgresC
P229,postgresC
P206,postgresC
P46,postgresC
P172,postgresB
P214,postgresC
P230,postgresC
P235,postgresB
P23,postgresC
P60,postgresC
P120,postgresC
P81,postgresB
P209,postgresC
P191,postgresC
P215,postgresB
P47,postgresC
P184,postgresC
P241,postgresC
P76,postgresC
P145,postgresC
P58,postgresB
P200,postgresC
P144,postgresC
P119,postgresB
P52,postgresB
P130,postgresC
P199,postgresB
P227,postgresB
P30,postgresC
P64,postgresC
P182,postgresC
P183,postgresB
P73,postgresC
P107,postgresC
P126,postgresB
P190,postgresB
P13,postgresC
P72,postgresC
P165,postgresC
P44,postgresC
P71,postgresB
P95,postgresB
P198,postgresC
P154,postgresB
P42,postgresC
P217,postgresC
P27,postgresC
P232,postgresC
P152,postgresB
P133,postgresC
P84,postgresC
P63,postgresB
P231,postgresB
P224,postgresC
P239,postgresB
P21,postgresC
P57,postgresC
P4,postgresB
P12,postgresC
P68,postgresC
P141,postgresC
P186,postgresC
P205,postgresC
P117,postgresC
P110,postgresC
P54,postgresB
P96,postgresC
P118,postgresC
P32,postgresC
P127,postgresC
P148,postgresB
P204,postgresC
P33,postgresC
P225,postgresC
P189,postgresB
P157,postgresC
P16,postgresC
P250,postgresC
P226,postgresC
P187,postgresB
P228,postgresB
P149,postgresC
P90,postgresC
P98,postgresB
P53,postgresB
P14,postgresB
P159,postgresB
P192,postgresC
P35,postgresC
P77,postgresC
P22,postgresC
P116,postgresB
P49,postgresC
P132,postgresC
P101,postgresB
P115,postgresC
P34,postgresC
P78,postgresC
P124,postgresC
P237,postgresC
P180,postgresB
