partid,cfp,co2
P25,0.9107,0.9107
P195,0.3712,0.3712
P121,0.1132,0.1132
P74,0.5545,0.5545
P246,0.8681,0.8681
P153,0.3493,0.3493
P161,0.5514,0.5514
P238,0.1102,0.1102
P178,0.4379,0.4379
P88,0.8061,0.8061
P83,0.549,0.549
P18,0.6154,0.6154
P41,0.3346,0.3346
P136,0.7084,0.7084
P31,0.9952,0.9952
P113,0.277,0.277
P56,0.4498,0.4498
P173,0.3017,0.3017
P91,0.533,0.533
P170,0.8856,0.8856
P99,0.868,0.868
P7,0.6418,0.6418
P87,0.7478,0.7478
P20,0.2496,0.2496
P1,0.8094,0.8094
P8,0.119,0.119
P102,0.5433,0.5433
P160,0.113,0.113
P176,0.5662,0.5662
P104,0.2316,0.2316
P197,0.9216,0.9216
P151,0.2115,0.2115
P67,0.7238,0.7238
P61,0.612,0.612
P166,0.3538,0.3538
P194,0.6611,0.6611
P177,0.6108,0.6108
P105,0.6482,0.6482
P55,0.8866,0.8866
P11,0.9192,0.9192
P50,0.5154,0.5154
P244,0.3963,0.3963
P6,0.3536,0.3536
P155,0.5174,0.5174
P222,0.9438,0.9438
P3,0.1747,0.1747
P156,0.1267,0.1267
P89,0.1811,0.1811
P245,0.3512,0.3512
P169,0.2826,0.2826
P219,0.6844,0.6844
P233,0.47,0.47
P175,0.6385,0.6385
P179,0.5948,0.5948
P125,0.5276,0.5276
P212,0.617,0.617
P142,0.3656,0.3656
P9,0.3805,0.3805
P36,0.128,0.128
P203,0.1751,0.1751
P94,0.2303,0.2303
P252,0.2196,0.2196
P122,0.8987,0.8987
P211,0.9061,0.9061
P97,0.2963,0.2963
P82,0.1137,0.1137
P229,0.631,0.631
P206,0.646,0.646
P46,0.238,0.238
P214,0.489,0.489
P230,0.5382,0.5382
P23,0.7306,0.7306
P60,0.8692,0.8692
P120,0.2113,0.2113
P209,0.2204,0.2204
P191,0.3333,0.3333
P47,0.7143,0.7143
P184,0.9353,0.9353
P241,0.8439,0.8439
P76,0.8837,0.8837
P145,0.7885,0.7885
P200,0.996,0.996
P144,0.8313,0.8313
P130,0.8664,0.8664
P30,0.4806,0.4806
P64,0.5153,0.5153
P182,0.1891,0.1891
P73,0.9056,0.9056
P107,0.8199,0.8199
P13,0.1073,0.1073
P72,0.3321,0.3321
P165,0.7986,0.7986
P44,0.9277,0.9277
P198,0.2952,0.2952
P42,0.9524,0.9524
P217,0.4073,0.4073
P27,0.1846,0.1846
P232,0.6111,0.6111
P133,0.5574,0.5574
P84,0.1488,0.1488
P224,0.7265,0.7265
P21,0.7292,0.7292
P57,0.2371,0.2371
P12,0.8255,0.8255
P68,0.6845,0.6845
P141,0.6655,0.6655
P186,0.7336,0.7336
P205,0.9371,0.9371
P117,0.8932,0.8932
P110,0.3028,0.3028
P96,0.9703,0.9703
P118,0.1028,0.1028
P32,0.6145,0.6145
P127,0.2206,0.2206
P204,0.4957,0.4957
P33,0.629,0.629
P225,0.7858,0.7858
P157,0.5893,0.5893
P16,0.9287,0.9287
P250,0.8982,0.8982
P226,0.6021,0.6021
P149,0.1982,0.1982
P90,0.8474,0.8474
P192,0.1047,0.1047
P35,0.2355,0.2355
P77,0.3335,0.3335
P22,0.6247,0.6247
P49,0.563,0.563
P132,0.9119,0.9119
P115,0.9563,0.9563
P34,0.8455,0.8455
P78,0.9084,0.9084
P124,0.7757,0.7757
P237,0.6405,0.6405
