partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P1,1
P4,P1,1
P5,P1,1
P6,P2,1
P7,P2,2
P8,P2,1
P9,P2,1
P10,P3,1
P11,P3,1
P12,P3,1
P13,P3,1
P14,P4,1
P15,P4,1
P16,P4,1
P17,P6,1
P18,P6,1
P19,P10,1
P20,P10,1
P21,P10,1
P22,P10,1
P23,P13,1
P24,P13,1
P25,P13,1
P26,P13,1
P27,P13,1
P28,P15,1
P29,P15,1
P30,P17,1
P31,P17,1
P32,P17,1
P33,P17,1
P34,P18,1
P35,P18,2
P36,P18,1
P37,P18,1
P38,P19,1
P39,P19,1
P40,P19,1
P41,P19,1
P42,P19,1
P43,P20,1
P44,P20,1
P45,P20,1
P46,P20,1
P47,P20,1
P48,P21,1
P49,P21,1
P50,P21,1
P51,P21,1
P52,P22,1
P53,P22,1
P54,P25,1
P55,P25,1
P56,P25,1
P57,P26,1
P58,P26,1
P59,P27,1
P60,P27,1
P61,P27,1
P62,P28,1
P63,P28,1
P64,P28,1
P65,P28,1
P66,P28,1
P67,P29,1
P68,P29,1
P69,P29,1
P70,P29,1
P71,P29,1
P72,P33,1
P73,P33,1
P74,P33,1
P75,P35,1
P76,P35,1
P77,P35,1
P78,P35,1
P79,P36,1
P80,P36,1
P81,P36,1
P82,P36,1
P83,P36,1
P84,P38,1
P85,P38,1
P86,P38,1
P87,P38,1
P88,P39,1
P89,P39,1
P90,P39,1
P91,P39,1
P92,P39,1
P93,P40,1
P94,P40,1
P95,P40,1
P96,P40,1
P97,P40,1
P98,P49,1
P99,P49,1
P100,P49,1
P101,P49,1
P102,P49,1
P103,P50,1
P104,P50,1
P105,P50,1
P106,P51,1
P107,P51,1
P108,P51,1
P109,P51,1
P110,P51,1
P111,P52,1
P112,P52,1
P113,P52,1
P114,P52,1
P115,P52,1
P116,P53,1
P117,P53,1
P118,P54,1
P119,P54,1
P120,P54,1
P121,P54,1
P122,P56,1
P123,P56,1
P124,P58,2
P125,P58,1
P126,P59,1
P127,P59,1
P128,P59,1
P129,P60,1
P130,P60,1
P131,P60,1
P132,P60,1
P133,P61,1
P134,P61,1
P135,P61,1
P136,P61,1
P137,P61,1
P138,P62,1
P139,P62,1
P140,P62,1
P141,P62,1
P142,P62,1
P143,P63,1
P144,P63,1
P145,P63,1
P146,P64,1
P147,P64,1
P148,P65,1
P149,P65,1
P150,P65,1
P151,P65,1
P152,P65,1
P153,P66,1
P154,P66,1
P155,P66,1
P156,P66,1
P157,P66,1
P158,P67,1
P159,P67,1
P160,P67,1
P161,P67,1
P162,P68,1
P163,P68,1
P164,P68,1
P165,P69,1
P166,P69,1
P167,P70,1
P168,P70,1
P169,P70,1
P170,P70,1
P171,P71,1
P172,P71,1
P173,P72,1
P174,P72,1
P175,P73,1
P176,P73,1
P177,P74,1
P178,P74,1
P179,P77,1
P180,P77,1
P181,P77,1
P182,P77,1
P183,P77,4
P184,P79,1
P185,P79,2
P186,P79,1
P187,P82,1
P188,P82,1
P189,P82,1
P190,P82,1
P191,P82,1
P192,P84,1
P193,P84,1
P194,P84,2
P195,P84,1
P196,P84,1
P197,P85,1
P198,P85,1
P199,P85,4
P200,P85,1
P201,P85,1
P202,P86,1
P203,P86,1
P204,P88,1
P205,P88,1
P206,P88,1
P207,P89,1
P208,P89,1
P209,P89,1
P210,P90,1
P211,P90,1
P212,P90,1
P213,P90,1
P214,P91,1
P215,P91,1
P216,P92,1
P217,P92,1
P218,P92,1
P219,P92,1
P220,P93,1
P221,P93,1
P222,P94,1
P223,P94,1
P224,P95,1
P225,P95,1
P226,P95,1
P227,P95,1
P228,P95,1
P229,P96,4
P230,P96,1
P231,P99,1
P232,P99,1
P233,P100,1
P234,P100,1
P235,P100,1
P236,P100,1
P237,P101,1
P238,P101,1
P239,P101,1
P240,P101,1
P241,P102,1
P242,P102,1
P243,P102,1
P244,P103,1
P245,P103,1
P246,P106,1
P247,P106,4
P248,P106,1
P249,P106,1
P250,P106,1
P251,P107,1
P252,P107,1
