partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P1,1
P4,P1,1
P5,P1,1
P6,P2,1
P7,P2,1
P8,P2,1
P9,P2,1
P10,P2,1
P11,P4,1
P12,P4,1
P13,P5,1
P14,P5,1
P15,P5,1
P16,P5,1
P17,P8,1
P18,P8,1
P19,P8,1
P20,P8,1
P21,P9,1
P22,P9,1
P23,P10,1
P24,P10,1
P25,P13,1
P26,P13,1
P27,P13,1
P28,P14,4
P29,P14,1
P30,P14,1
P31,P14,1
P32,P15,1
P33,P15,1
P34,P15,1
P35,P15,2
P36,P15,1
P37,P16,1
P38,P16,2
P39,P16,1
P40,P16,1
P41,P17,1
P42,P17,1
P43,P17,2
P44,P17,1
P45,P17,1
P46,P19,1
P47,P19,1
P48,P19,2
P49,P19,1
P50,P19,1
P51,P26,1
P52,P26,2
P53,P26,1
P54,P27,1
P55,P27,1
P56,P27,1
P57,P27,2
P58,P27,1
P59,P28,1
P60,P28,1
P61,P28,1
P62,P28,1
P63,P28,1
P64,P29,1
P65,P29,1
P66,P29,1
P67,P29,1
P68,P29,1
P69,P30,1
P70,P30,1
P71,P30,1
P72,P31,1
P73,P31,1
P74,P31,1
P75,P31,1
P76,P32,1
P77,P32,1
P78,P32,4
P79,P32,1
P80,P32,1
P81,P33,1
P82,P33,1
P83,P33,1
P84,P34,1
P85,P34,1
P86,P34,4
P87,P34,1
P88,P35,1
P89,P35,1
P90,P35,1
P91,P35,1
P92,P35,1
P93,P37,1
P94,P37,1
P95,P37,1
P96,P37,1
P97,P37,1
P98,P38,1
P99,P38,1
P100,P38,1
P101,P39,1
P102,P39,2
P103,P40,1
P104,P40,1
P105,P42,1
P106,P42,1
P107,P42,1
P108,P42,1
P109,P42,1
P110,P43,1
P111,P43,1
P112,P43,1
P113,P45,1
P114,P45,1
P115,P45,1
P116,P45,1
P117,P46,1
P118,P46,4
P119,P46,4
P120,P46,1
P121,P50,1
P122,P50,1
P123,P50,1
P124,P51,1
P125,P51,1
P126,P52,1
P127,P52,1
P128,P52,1
P129,P53,1
P130,P53,1
P131,P53,2
P132,P53,1
P133,P53,1
P134,P55,1
P135,P55,1
P136,P55,1
P137,P55,1
P138,P55,1
P139,P56,1
P140,P56,1
P141,P57,1
P142,P57,1
P143,P58,1
P144,P58,1
P145,P58,1
P146,P59,1
P147,P59,1
P148,P59,1
P149,P59,1
P150,P60,1
P151,P60,1
P152,P60,1
P153,P60,1
P154,P61,1
P155,P61,1
P156,P61,1
P157,P61,1
P158,P61,1
P159,P63,4
P160,P63,1
P161,P63,1
P162,P63,1
P163,P63,1
P164,P64,1
P165,P64,2
P166,P64,1
P167,P65,1
P168,P65,1
P169,P65,1
P52,P65,1
P170,P65,1
P171,P67,1
P172,P67,1
P173,P68,1
P174,P68,1
P175,P69,1
P176,P69,1
P177,P69,1
P178,P70,1
P179,P70,1
P180,P70,1
P181,P70,1
P182,P70,2
P183,P71,1
P184,P71,1
P185,P71,1
P186,P71,1
P187,P72,1
P188,P72,1
P189,P72,1
P190,P72,1
P191,P72,1
P192,P73,1
P193,P73,1
P194,P73,1
P195,P73,1
P196,P74,1
P197,P74,1
P198,P75,1
P199,P75,1
P200,P75,1
