partid,cfp,co2
P83,0.2018,0.2018
P66,0.6779,0.6779
P136,0.6608,0.6608
P187,0.8774,0.8774
P107,0.4207,0.4207
P135,0.5056,0.5056
P177,0.3377,0.3377
P20,0.1829,0.1829
P84,0.7847,0.7847
P161,0.7806,0.7806
P75,0.418,0.418
P98,0.6126,0.6126
P118,0.2083,0.2083
P12,0.6491,0.6491
P149,0.126,0.126
P105,0.5257,0.5257
P29,0.5457,0.5457
P182,0.4687,0.4687
P179,0.299,0.299
P127,0.9644,0.9644
P121,0.5586,0.5586
P23,0.3443,0.3443
P200,0.5617,0.5617
P111,0.8087,0.8087
P49,0.624,0.624
P35,0.8675,0.8675
P178,0.4992,0.4992
P25,0.274,0.274
P142,0.1702,0.1702
P106,0.4369,0.4369
P169,0.3838,0.3838
P132,0.3957,0.3957
P156,0.8025,0.8025
P73,0.904,0.904
P191,0.3684,0.3684
P64,0.6723,0.6723
P126,0.7049,0.7049
P77,0.8486,0.8486
P61,0.4449,0.4449
P51,0.7735,0.7735
P138,0.5561,0.5561
P167,0.8092,0.8092
P164,0.5264,0.5264
P193,0.249,0.249
P67,0.504,0.504
P27,0.7069,0.7069
P58,0.9898,0.9898
P147,0.2798,0.2798
P33,0.5316,0.5316
P36,0.5806,0.5806
P95,0.6249,0.6249
P150,0.5553,0.5553
P81,0.2766,0.2766
P166,0.5778,0.5778
P134,0.9528,0.9528
P175,0.6761,0.6761
P115,0.6967,0.6967
P62,0.4406,0.4406
P87,0.6428,0.6428
P18,0.6495,0.6495
P4,0.8198,0.8198
P133,0.286,0.286
P183,0.8499,0.8499
P21,0.4673,0.4673
P101,0.6313,0.6313
P152,0.7053,0.7053
P102,0.996,0.996
P2,0.8411,0.8411
P195,0.1019,0.1019
P110,0.8044,0.8044
P185,0.3368,0.3368
P145,0.2346,0.2346
P137,0.9596,0.9596
P176,0.6841,0.6841
P37,0.1465,0.1465
P119,0.1256,0.1256
P28,0.9994,0.9994
P6,0.8456,0.8456
P85,0.6098,0.6098
P32,0.9968,0.9968
P89,0.5525,0.5525
P113,0.162,0.162
P97,0.4501,0.4501
P57,0.586,0.586
P114,0.8995,0.8995
P181,0.7228,0.7228
P15,0.4292,0.4292
P26,0.851,0.851
P40,0.9064,0.9064
P123,0.3009,0.3009
P198,0.8905,0.8905
P31,0.8314,0.8314
P43,0.9764,0.9764
P56,0.9277,0.9277
P80,0.9078,0.9078
P96,0.7806,0.7806
P154,0.3826,0.3826
P162,0.8316,0.8316
P186,0.7749,0.7749
P13,0.4073,0.4073
P60,0.3475,0.3475
P14,0.3466,0.3466
P131,0.763,0.763
P92,0.2325,0.2325
P16,0.5531,0.5531
P165,0.969,0.969
