partid,cfp,co2
P45,0.333,0.333
P47,0.2083,0.2083
P103,0.8162,0.8162
P55,0.7186,0.7186
P141,0.341,0.341
P10,0.1013,0.1013
P68,0.2173,0.2173
P9,0.105,0.105
P112,0.3768,0.3768
P39,0.2026,0.2026
P189,0.4956,0.4956
P158,0.5093,0.5093
P5,0.2007,0.2007
P197,0.7788,0.7788
P139,0.9129,0.9129
P168,0.8005,0.8005
P194,0.8333,0.8333
P184,0.9192,0.9192
P46,0.5358,0.5358
P151,0.5308,0.5308
P50,0.2431,0.2431
P78,0.6115,0.6115
P91,0.4202,0.4202
P74,0.2913,0.2913
P22,0.1703,0.1703
P172,0.7606,0.7606
P109,0.2895,0.2895
P190,0.4127,0.4127
P117,0.4518,0.4518
P93,0.1103,0.1103
P65,0.9141,0.9141
P44,0.1283,0.1283
P42,0.5241,0.5241
P41,0.2971,0.2971
P69,0.673,0.673
P120,0.1222,0.1222
P71,0.8124,0.8124
P76,0.6679,0.6679
P94,0.422,0.422
P19,0.3373,0.3373
P24,0.9455,0.9455
P72,0.1933,0.1933
P155,0.624,0.624
P53,0.7803,0.7803
P82,0.6703,0.6703
P90,0.3573,0.3573
P1,0.8011,0.8011
P143,0.92,0.92
P34,0.1532,0.1532
P108,0.5252,0.5252
P7,0.9562,0.9562
P122,0.3416,0.3416
P8,0.4412,0.4412
P59,0.1142,0.1142
P70,0.9582,0.9582
P170,0.8461,0.8461
P171,0.7513,0.7513
P3,0.9178,0.9178
P124,0.9998,0.9998
P196,0.8925,0.8925
P146,0.4885,0.4885
P100,0.6128,0.6128
P174,0.9226,0.9226
P79,0.8095,0.8095
P140,0.1375,0.1375
P159,0.9699,0.9699
P11,0.4397,0.4397
P163,0.7452,0.7452
P17,0.7608,0.7608
P30,0.7447,0.7447
P52,0.958,0.958
P144,0.7131,0.7131
P180,0.7137,0.7137
P125,0.9215,0.9215
P129,0.6375,0.6375
P38,0.7203,0.7203
P128,0.9494,0.9494
P157,0.4949,0.4949
P88,0.5796,0.5796
P173,0.834,0.834
P130,0.1702,0.1702
P48,0.1174,0.1174
P116,0.2026,0.2026
P148,0.1217,0.1217
P188,0.7301,0.7301
P63,0.6128,0.6128
P153,0.5027,0.5027
P192,0.5227,0.5227
P99,0.5176,0.5176
P86,0.4009,0.4009
P104,0.9665,0.9665
P199,0.9552,0.9552
P160,0.5584,0.5584
P54,0.9146,0.9146
