partid,cfp,co2
P762,0.9809,0.9809
P1455,0.411,0.411
P23,0.4009,0.4009
P1906,0.3601,0.3601
P1373,0.33,0.33
P1335,0.5765,0.5765
P1348,0.5841,0.5841
P1477,0.8932,0.8932
P1193,0.6615,0.6615
P1746,0.1691,0.1691
P1916,0.7687,0.7687
P176,0.6763,0.6763
P935,0.7967,0.7967
P1126,0.6099,0.6099
P1078,0.2698,0.2698
P1627,0.5838,0.5838
P110,0.474,0.474
P407,0.7342,0.7342
P1099,0.5359,0.5359
P2,0.7274,0.7274
P679,0.6248,0.6248
P948,0.3322,0.3322
P1652,0.5182,0.5182
P454,0.3686,0.3686
P1046,0.328,0.328
P1795,0.8173,0.8173
P62,0.1358,0.1358
P628,0.212,0.212
P1441,0.8341,0.8341
P1026,0.9752,0.9752
P1119,0.2831,0.2831
P1513,0.7567,0.7567
P1613,0.5288,0.5288
P97,0.8768,0.8768
P1290,0.105,0.105
P443,0.9595,0.9595
P1620,0.6058,0.6058
P1686,0.6368,0.6368
P41,0.4619,0.4619
P1084,0.8873,0.8873
P224,0.6754,0.6754
P21,0.8655,0.8655
P56,0.2853,0.2853
P1815,0.8336,0.8336
P1960,0.2425,0.2425
P31,0.5052,0.5052
P1817,0.5846,0.5846
P596,0.2724,0.2724
P1047,0.6113,0.6113
P1800,0.733,0.733
P315,0.7043,0.7043
P629,0.8408,0.8408
P1013,0.8059,0.8059
P1188,0.8264,0.8264
P819,0.293,0.293
P1760,0.6966,0.6966
P1155,0.3945,0.3945
P1648,0.8909,0.8909
P1956,0.2651,0.2651
P1656,0.8854,0.8854
P260,0.3499,0.3499
P419,0.5683,0.5683
P1439,0.1854,0.1854
P509,0.5408,0.5408
P1317,0.1554,0.1554
P735,0.1514,0.1514
P1848,0.4593,0.4593
P609,0.5629,0.5629
P730,0.3344,0.3344
P1560,0.6146,0.6146
P530,0.1551,0.1551
P1112,0.6296,0.6296
P35,0.2321,0.2321
P1127,0.5386,0.5386
P1982,0.8894,0.8894
P1588,0.6938,0.6938
P626,0.3177,0.3177
P806,0.814,0.814
P848,0.2835,0.2835
P1338,0.4743,0.4743
P1096,0.8628,0.8628
P1462,0.9432,0.9432
P754,0.2029,0.2029
P1797,0.973,0.973
P1482,0.9686,0.9686
P1115,0.9983,0.9983
P642,0.7367,0.7367
P1665,0.1743,0.1743
P1227,0.5995,0.5995
P249,0.4743,0.4743
P1745,0.722,0.722
P1596,0.2928,0.2928
P1493,0.5441,0.5441
P107,0.8665,0.8665
P1411,0.2442,0.2442
P1175,0.9202,0.9202
P1135,0.4371,0.4371
P1376,0.5359,0.5359
P1380,0.2133,0.2133
P252,0.864,0.864
P274,0.8892,0.8892
P695,0.2735,0.2735
P1372,0.5164,0.5164
P1073,0.9528,0.9528
P1791,0.9804,0.9804
P425,0.5849,0.5849
