partid,cfp,co2
P141,0.7414,0.7414
P210,0.4109,0.4109
P35,0.619,0.619
P84,0.8035,0.8035
P24,0.233,0.233
P69,0.2428,0.2428
P163,0.5617,0.5617
P102,0.6365,0.6365
P123,0.3635,0.3635
P81,0.941,0.941
P86,0.5781,0.5781
P127,0.282,0.282
P138,0.4117,0.4117
P65,0.7035,0.7035
P160,0.1059,0.1059
P197,0.8905,0.8905
P6,0.5859,0.5859
P42,0.4196,0.4196
P117,0.4978,0.4978
P214,0.1331,0.1331
P105,0.2077,0.2077
P175,0.6813,0.6813
P190,0.3726,0.3726
P82,0.2395,0.2395
P59,0.2155,0.2155
P15,0.3722,0.3722
P53,0.5163,0.5163
P95,0.7269,0.7269
P145,0.2495,0.2495
P154,0.8624,0.8624
P110,0.5491,0.5491
P149,0.108,0.108
P46,0.9056,0.9056
P58,0.1225,0.1225
P17,0.8284,0.8284
P44,0.6843,0.6843
P45,0.4062,0.4062
P50,0.2488,0.2488
P19,0.7671,0.7671
P14,0.8902,0.8902
P89,0.7234,0.7234
P54,0.7145,0.7145
P25,0.5366,0.5366
P133,0.9505,0.9505
P76,0.2905,0.2905
P198,0.1329,0.1329
P31,0.2033,0.2033
P157,0.579,0.579
P115,0.6582,0.6582
P179,0.2267,0.2267
P83,0.7188,0.7188
P114,0.2418,0.2418
P170,0.4782,0.4782
P49,0.9941,0.9941
P187,0.3478,0.3478
P74,0.9875,0.9875
P140,0.4008,0.4008
P66,0.9386,0.9386
P184,0.777,0.777
P181,0.8496,0.8496
P125,0.6665,0.6665
P168,0.7993,0.7993
P1,0.1385,0.1385
P62,0.1369,0.1369
P182,0.4875,0.4875
P126,0.5798,0.5798
P146,0.9222,0.9222
P192,0.4956,0.4956
P116,0.5543,0.5543
P147,0.3848,0.3848
P103,0.6454,0.6454
P121,0.9806,0.9806
P67,0.2755,0.2755
P180,0.5606,0.5606
P172,0.1085,0.1085
P196,0.9391,0.9391
P135,0.891,0.891
P207,0.4257,0.4257
P57,0.8759,0.8759
P151,0.5336,0.5336
P211,0.4059,0.4059
P97,0.9464,0.9464
P201,0.4055,0.4055
P100,0.6283,0.6283
P159,0.9556,0.9556
P203,0.7872,0.7872
P34,0.291,0.291
P21,0.4048,0.4048
P209,0.5697,0.5697
P87,0.9503,0.9503
P71,0.7928,0.7928
P78,0.5062,0.5062
P132,0.8879,0.8879
P104,0.669,0.669
P22,0.1951,0.1951
P150,0.9251,0.9251
P212,0.2821,0.2821
P177,0.6366,0.6366
P171,0.4759,0.4759
P41,0.7898,0.7898
P119,0.7076,0.7076
