partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P1,1
P4,P1,1
P5,P1,1
P6,P3,1
P7,P3,1
P8,P3,1
P9,P3,1
P10,P3,4
P11,P4,1
P12,P4,1
P13,P5,1
P14,P5,1
P15,P5,1
P16,P5,1
P17,P8,1
P18,P8,1
P19,P9,1
P20,P9,1
P21,P9,1
P22,P10,1
P23,P10,1
P24,P10,1
P25,P11,1
P26,P11,1
P27,P11,1
P28,P11,1
P29,P11,1
P30,P12,1
P31,P12,1
P32,P12,1
P33,P12,1
P34,P12,1
P35,P13,1
P36,P13,1
P37,P13,1
P38,P14,1
P39,P14,4
P40,P14,1
P41,P16,1
P42,P16,1
P43,P16,1
P44,P16,1
P45,P16,1
P46,P17,2
P47,P17,1
P48,P18,1
P49,P18,1
P50,P18,1
P51,P19,1
P52,P19,1
P53,P19,1
P54,P19,1
P55,P20,1
P56,P20,1
P57,P20,1
P58,P20,1
P59,P20,1
P60,P21,1
P61,P21,1
P62,P21,1
P63,P21,1
P64,P21,1
P65,P25,1
P66,P25,1
P67,P25,1
P68,P25,1
P69,P26,1
P70,P26,1
P71,P26,1
P72,P26,4
P73,P26,1
P74,P29,1
P75,P29,1
P76,P29,1
P77,P29,1
P78,P32,1
P79,P32,1
P80,P32,1
P81,P32,1
P82,P34,1
P83,P34,1
P84,P34,1
P85,P34,1
P86,P34,2
P87,P35,1
P88,P35,1
P89,P36,1
P90,P36,1
P91,P36,1
P92,P36,1
P93,P38,1
P94,P38,1
P95,P38,1
P96,P38,2
P97,P40,1
P98,P40,1
P99,P40,1
P100,P40,1
P101,P40,1
P102,P43,1
P103,P43,1
P104,P43,1
P105,P43,4
P106,P44,1
P107,P44,1
P108,P44,1
P109,P44,1
P110,P45,1
P111,P45,1
P112,P45,1
P113,P46,1
P114,P46,1
P115,P46,1
P116,P46,1
P117,P46,1
P118,P47,1
P119,P47,1
P120,P47,1
P121,P47,1
P122,P48,1
P123,P48,1
P124,P48,4
P125,P49,1
P126,P49,1
P127,P49,1
P128,P50,1
P129,P50,1
P130,P50,1
P131,P50,1
P132,P51,1
P133,P51,1
P134,P51,1
P135,P53,1
P136,P53,2
P137,P53,1
P138,P54,4
P139,P54,4
P140,P55,1
P141,P55,1
P142,P57,2
P143,P57,1
P144,P57,1
P145,P59,1
P146,P59,1
P147,P59,1
P148,P59,1
P149,P59,1
P150,P60,1
P151,P60,1
P152,P60,1
P153,P60,4
P154,P61,1
P155,P61,1
P156,P61,1
P157,P61,1
P158,P62,1
P159,P62,1
P160,P62,1
P161,P62,1
P162,P63,1
P163,P63,1
P164,P63,4
P165,P64,1
P166,P64,1
P167,P64,1
P168,P65,1
P169,P65,1
P170,P65,1
P171,P65,1
P172,P65,1
P173,P67,1
P174,P67,1
P175,P68,1
P176,P68,1
P177,P68,1
P178,P68,1
P179,P69,1
P180,P69,1
P181,P69,1
P182,P71,1
P183,P71,1
P184,P71,1
P185,P72,1
P186,P72,1
P187,P72,2
P188,P73,1
P189,P73,1
P190,P73,1
P191,P73,1
P192,P73,1
P193,P74,1
P194,P74,1
P195,P75,1
P196,P75,1
P197,P75,1
P198,P75,1
P199,P75,1
P200,P77,1
P201,P77,1
P202,P77,1
P203,P78,1
P204,P78,1
P205,P78,1
P206,P78,1
P207,P78,1
P208,P79,1
P209,P79,1
P210,P79,1
P211,P79,1
P212,P79,1
P213,P80,1
P214,P80,1
P215,P81,1
P216,P81,1
