partid,cfp,co2
P215,0.6738,0.6738
P191,0.7456,0.7456
P107,0.8965,0.8965
P93,0.7664,0.7664
P206,0.5273,0.5273
P68,0.6386,0.6386
P166,0.4241,0.4241
P40,0.3972,0.3972
P96,0.6777,0.6777
P165,0.9969,0.9969
P101,0.3957,0.3957
P3,0.3479,0.3479
P28,0.598,0.598
P194,0.698,0.698
P90,0.8073,0.8073
P75,0.8039,0.8039
P7,0.7108,0.7108
P195,0.1669,0.1669
P109,0.938,0.938
P88,0.6097,0.6097
P37,0.9114,0.9114
P11,0.6296,0.6296
P199,0.8069,0.8069
P23,0.2963,0.2963
P131,0.3621,0.3621
P129,0.2979,0.2979
P43,0.7413,0.7413
P148,0.5465,0.5465
P162,0.9114,0.9114
P32,0.2358,0.2358
P94,0.5088,0.5088
P122,0.3838,0.3838
P202,0.86,0.86
P72,0.3716,0.3716
P26,0.904,0.904
P143,0.1598,0.1598
P112,0.8975,0.8975
P216,0.8223,0.8223
P38,0.2297,0.2297
P174,0.8165,0.8165
P4,0.7306,0.7306
P130,0.5073,0.5073
P5,0.6237,0.6237
P99,0.8807,0.8807
P120,0.7087,0.7087
P213,0.6174,0.6174
P193,0.1079,0.1079
P13,0.6027,0.6027
P118,0.3817,0.3817
P153,0.9773,0.9773
P156,0.9255,0.9255
P79,0.256,0.256
P161,0.8664,0.8664
P144,0.3766,0.3766
P186,0.4884,0.4884
P55,0.5201,0.5201
P8,0.8284,0.8284
P176,0.8749,0.8749
P63,0.7195,0.7195
P183,0.4075,0.4075
P208,0.5262,0.5262
P61,0.5765,0.5765
P73,0.456,0.456
P204,0.5669,0.5669
P188,0.484,0.484
P36,0.1437,0.1437
P48,0.4789,0.4789
P178,0.9779,0.9779
P2,0.6301,0.6301
P30,0.4561,0.4561
P60,0.9388,0.9388
P142,0.6967,0.6967
P113,0.495,0.495
P155,0.5372,0.5372
P108,0.2491,0.2491
P9,0.5164,0.5164
P158,0.392,0.392
P92,0.3523,0.3523
P27,0.5639,0.5639
P39,0.2734,0.2734
P139,0.7295,0.7295
P10,0.3363,0.3363
P185,0.3338,0.3338
P173,0.7876,0.7876
P80,0.9061,0.9061
P85,0.378,0.378
P18,0.5289,0.5289
P64,0.8785,0.8785
P56,0.1569,0.1569
P137,0.1683,0.1683
P16,0.4084,0.4084
P20,0.616,0.616
P47,0.943,0.943
P152,0.4138,0.4138
P169,0.8895,0.8895
P124,0.2938,0.2938
P29,0.8363,0.8363
P167,0.2232,0.2232
P77,0.8652,0.8652
P98,0.9261,0.9261
P189,0.228,0.228
P136,0.9242,0.9242
P12,0.4654,0.4654
P51,0.6753,0.6753
P134,0.8884,0.8884
P164,0.3385,0.3385
P33,0.41,0.41
P205,0.7543,0.7543
P106,0.2673,0.2673
P200,0.4161,0.4161
P128,0.8641,0.8641
P111,0.281,0.281
P52,0.5916,0.5916
P70,0.3972,0.3972
P91,0.975,0.975
