partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P1,1
P4,P1,1
P5,P1,1
P6,P2,1
P7,P2,1
P8,P2,1
P9,P2,1
P10,P3,1
P11,P3,1
P12,P3,1
P13,P3,1
P14,P4,1
P15,P4,1
P16,P4,1
P17,P7,1
P18,P7,1
P19,P7,1
P20,P7,1
P21,P9,1
P22,P9,1
P23,P9,1
P24,P12,1
P25,P12,1
P26,P12,1
P27,P12,1
P28,P12,1
P29,P14,1
P30,P14,1
P31,P15,1
P32,P15,4
P33,P15,4
P34,P17,1
P35,P17,1
P36,P19,1
P37,P19,1
P38,P19,1
P39,P20,1
P40,P20,1
P41,P21,1
P42,P21,1
P43,P21,1
P44,P21,1
P45,P21,1
P46,P22,1
P47,P22,1
P48,P23,1
P49,P23,1
P50,P23,1
P51,P24,1
P52,P24,1
P53,P24,1
P54,P24,1
P55,P24,4
P56,P25,1
P57,P25,1
P58,P25,1
P59,P25,1
P60,P26,1
P61,P26,1
P62,P26,1
P63,P26,1
P64,P26,1
P65,P27,1
P66,P27,1
P67,P27,1
P68,P28,1
P69,P28,1
P70,P30,1
P71,P30,1
P72,P32,1
P73,P32,1
P74,P32,1
P75,P33,1
P76,P33,1
P77,P33,1
P78,P33,1
P79,P33,1
P80,P34,1
P81,P34,1
P82,P34,1
P83,P34,1
P84,P34,1
P85,P37,1
P86,P37,4
P87,P37,1
P88,P38,1
P89,P38,1
P90,P38,1
P91,P38,4
P92,P39,1
P93,P39,1
P94,P39,1
P95,P39,1
P96,P39,1
P97,P42,4
P98,P42,1
P99,P42,1
P100,P42,1
P101,P42,1
P102,P43,1
P103,P43,1
P104,P44,1
P105,P44,1
P106,P44,1
P107,P44,1
P108,P44,1
P109,P46,1
P110,P46,1
P111,P46,1
P112,P46,1
P113,P47,1
P114,P47,4
P115,P47,1
P116,P47,1
P117,P49,1
P118,P49,1
P119,P51,1
P120,P51,2
P121,P51,1
P122,P51,1
P123,P51,1
P124,P52,1
P125,P52,1
P126,P52,1
P127,P53,1
P128,P53,1
P129,P54,1
P130,P54,1
P131,P54,1
P132,P54,1
P133,P55,1
P134,P55,1
P135,P55,1
P136,P57,1
P137,P57,1
P138,P57,4
P139,P60,1
P140,P60,1
P141,P62,1
P142,P62,1
P143,P62,1
P144,P62,1
P145,P62,1
P146,P65,1
P147,P65,1
P148,P65,1
P149,P65,1
P150,P65,1
P151,P66,1
P152,P66,1
P153,P66,1
P154,P67,1
P155,P67,1
P156,P67,1
P157,P68,1
P158,P68,1
P159,P68,1
P160,P69,1
P161,P69,1
P162,P69,1
P163,P70,1
P164,P70,1
P165,P70,1
P166,P70,1
P167,P71,1
P168,P71,4
P169,P71,1
P170,P73,1
P171,P73,1
P172,P73,1
P173,P73,1
P174,P76,1
P175,P76,1
P176,P76,1
P177,P78,1
P178,P78,1
P179,P78,1
P180,P79,1
P181,P79,1
P182,P80,1
P183,P80,1
P184,P80,1
P185,P80,1
P186,P80,1
P187,P81,1
P188,P81,1
P189,P82,1
P190,P82,1
P191,P82,1
P192,P82,1
P193,P83,1
P194,P83,1
P195,P83,1
P196,P83,1
P197,P83,1
P198,P85,1
P199,P85,1
P200,P87,1
P201,P87,1
P202,P88,1
P203,P88,1
P204,P88,1
P205,P89,1
P206,P89,1
P207,P90,1
P208,P90,2
P209,P90,1
P210,P91,1
P211,P91,1
P212,P93,1
P213,P93,1
P214,P93,1
P215,P93,1
P216,P95,1
P217,P95,1
P218,P95,1
P219,P95,1
P220,P95,1
P221,P96,1
P222,P96,1
P223,P96,1
P224,P96,1
P225,P96,1
P226,P99,1
P227,P99,1
P228,P99,1
P229,P100,1
P230,P100,1
P231,P100,1
P232,P100,1
P233,P102,1
P234,P102,1
P235,P102,1
P236,P102,1
P237,P103,1
P238,P103,2
P239,P105,1
P240,P105,1
P241,P107,1
P242,P107,1
P243,P107,1
P244,P108,1
P245,P108,1
P246,P108,1
P247,P108,1
P248,P108,1
P249,P109,1
P250,P109,1
P251,P109,1
P252,P109,1
P253,P110,1
P254,P110,1
P255,P110,1
P256,P110,1
P257,P112,1
P258,P112,1
P259,P112,1
P260,P112,1
P261,P114,1
P262,P114,1
P263,P114,1
P264,P114,4
P265,P116,1
P266,P116,1
P267,P116,1
P268,P119,1
P269,P119,1
P270,P119,1
P271,P121,1
P272,P121,1
P273,P121,1
P274,P121,1
P275,P121,1
P276,P122,1
P277,P122,1
P278,P124,1
P279,P124,1
P280,P124,1
P281,P124,1
P282,P124,1
P283,P126,1
P284,P126,1
P285,P130,2
P286,P130,1
P287,P130,1
P288,P130,1
P289,P131,1
P290,P131,1
P291,P131,1
P292,P131,1
P293,P131,1
P294,P133,1
P295,P133,1
P296,P134,1
P297,P134,1
P298,P134,1
P299,P136,1
P300,P136,1
P301,P136,1
P302,P136,1
P303,P137,1
P304,P137,1
P305,P137,1
P306,P137,2
P307,P137,1
P308,P138,2
P309,P138,1
P310,P138,1
P311,P138,1
P312,P138,1
P313,P139,1
P314,P139,1
P315,P139,1
