partid,cfp,co2
P473,0.2747,0.2747
P1584,0.781,0.781
P88,0.7072,0.7072
P780,0.3557,0.3557
P1683,0.6492,0.6492
P729,0.6731,0.6731
P244,0.6387,0.6387
P1655,0.129,0.129
P123,0.3233,0.3233
P269,0.6103,0.6103
P854,0.4414,0.4414
P474,0.3076,0.3076
P1379,0.701,0.701
P1259,0.1862,0.1862
P788,0.9828,0.9828
P1099,0.5469,0.5469
P1284,0.5096,0.5096
P1675,0.785,0.785
P961,0.9041,0.9041
P814,0.1486,0.1486
P303,0.2647,0.2647
P750,0.6032,0.6032
P830,0.8808,0.8808
P419,0.2999,0.2999
P1488,0.622,0.622
P39,0.4222,0.4222
P1815,0.7003,0.7003
P1462,0.3603,0.3603
P1240,0.3948,0.3948
P1951,0.6579,0.6579
P1288,0.102,0.102
P845,0.2756,0.2756
P1088,0.3058,0.3058
P565,0.3353,0.3353
P1534,0.7368,0.7368
P1936,0.4511,0.4511
P1525,0.5379,0.5379
P508,0.4928,0.4928
P1400,0.3522,0.3522
P651,0.645,0.645
P1296,0.2699,0.2699
P144,0.7465,0.7465
P1861,0.1444,0.1444
P1498,0.841,0.841
P1187,0.7837,0.7837
P667,0.8076,0.8076
P1842,0.982,0.982
P1700,0.2674,0.2674
P1617,0.622,0.622
P956,0.4373,0.4373
P820,0.3797,0.3797
P615,0.6656,0.6656
P694,0.6867,0.6867
P117,0.1753,0.1753
P1511,0.1625,0.1625
P281,0.6569,0.6569
P1776,0.482,0.482
P240,0.7806,0.7806
P821,0.5692,0.5692
P1280,0.3482,0.3482
P636,0.4877,0.4877
P1674,0.5206,0.5206
P857,0.7149,0.7149
P874,0.2843,0.2843
P1307,0.3915,0.3915
P249,0.2003,0.2003
P434,0.1581,0.1581
P1860,0.2318,0.2318
P1382,0.8037,0.8037
P1750,0.3322,0.3322
P1577,0.8833,0.8833
P158,0.5524,0.5524
P30,0.3939,0.3939
P1804,0.6912,0.6912
P452,0.7039,0.7039
P1037,0.3347,0.3347
P1441,0.5602,0.5602
P315,0.7469,0.7469
P1648,0.929,0.929
P775,0.8433,0.8433
P587,0.5167,0.5167
P59,0.2783,0.2783
P1797,0.3714,0.3714
P1113,0.7312,0.7312
P577,0.1239,0.1239
P1663,0.3095,0.3095
P759,0.5141,0.5141
P1295,0.198,0.198
P1888,0.7659,0.7659
P1104,0.8926,0.8926
P1501,0.3843,0.3843
P1389,0.3836,0.3836
P832,0.4524,0.4524
P575,0.941,0.941
P331,0.1317,0.1317
P1537,0.2849,0.2849
P42,0.2185,0.2185
P77,0.1602,0.1602
P160,0.7084,0.7084
P386,0.8099,0.8099
P292,0.1253,0.1253
P214,0.237,0.237
P1326,0.5863,0.5863
P1033,0.876,0.876
P523,0.7139,0.7139
P1772,0.2256,0.2256
P1758,0.1885,0.1885
P455,0.3988,0.3988
P1651,0.8361,0.8361
P919,0.2944,0.2944
P1602,0.7584,0.7584
P130,0.9483,0.9483
P1669,0.5098,0.5098
P838,0.3839,0.3839
P143,0.8375,0.8375
P616,0.2059,0.2059
P1052,0.293,0.293
P407,0.6686,0.6686
P1541,0.5096,0.5096
P1731,0.9844,0.9844
P102,0.2852,0.2852
P1739,0.6039,0.6039
P1257,0.7022,0.7022
P425,0.8498,0.8498
P1209,0.1507,0.1507
P818,0.6376,0.6376
P226,0.8662,0.8662
P1045,0.2125,0.2125
P433,0.796,0.796
P1161,0.9841,0.9841
P1872,0.8677,0.8677
P484,0.8674,0.8674
P1216,0.4701,0.4701
P1030,0.5788,0.5788
P1286,0.6869,0.6869
P1512,0.92,0.92
P1134,0.7851,0.7851
P301,0.2179,0.2179
P859,0.641,0.641
P914,0.4741,0.4741
P1854,0.6486,0.6486
P1028,0.2038,0.2038
P85,0.7781,0.7781
P1597,0.5858,0.5858
P440,0.4779,0.4779
P1870,0.9916,0.9916
P1192,0.9723,0.9723
P638,0.2509,0.2509
P1843,0.7359,0.7359
P1785,0.338,0.338
P1151,0.1127,0.1127
P960,0.7227,0.7227
P231,0.3953,0.3953
P1639,0.4648,0.4648
P618,0.3534,0.3534
P1928,0.9864,0.9864
P1171,0.5187,0.5187
