partid,cfp,co2
P458,0.6472,0.6472
P1220,0.9547,0.9547
P373,0.209,0.209
P584,0.3079,0.3079
P1160,0.4521,0.4521
P720,0.9166,0.9166
P901,0.5591,0.5591
P313,0.1841,0.1841
P959,0.8636,0.8636
P1218,0.7572,0.7572
P1261,0.5514,0.5514
P298,0.9267,0.9267
P364,0.6927,0.6927
P987,0.2137,0.2137
P1032,0.9487,0.9487
P1624,0.1695,0.1695
P1422,0.673,0.673
P707,0.7743,0.7743
P178,0.8754,0.8754
P1464,0.4315,0.4315
P625,0.651,0.651
P620,0.15,0.15
P941,0.5479,0.5479
P108,0.9587,0.9587
P1172,0.7482,0.7482
P1050,0.9345,0.9345
P309,0.1312,0.1312
P1794,0.9083,0.9083
P1274,0.8651,0.8651
P1072,0.315,0.315
P1623,0.2026,0.2026
P1693,0.2144,0.2144
P566,0.7418,0.7418
P992,0.7953,0.7953
P1364,0.839,0.839
P1277,0.293,0.293
P220,0.5039,0.5039
P98,0.2037,0.2037
P1650,0.8999,0.8999
P889,0.4115,0.4115
P1591,0.1745,0.1745
P1189,0.6208,0.6208
P177,0.9888,0.9888
P27,0.6481,0.6481
P201,0.7247,0.7247
P1891,0.9076,0.9076
P912,0.3354,0.3354
P1093,0.166,0.166
P388,0.1617,0.1617
P1148,0.3833,0.3833
P25,0.9391,0.9391
P843,0.7554,0.7554
P38,0.5011,0.5011
P643,0.7966,0.7966
P630,0.3818,0.3818
P1208,0.4693,0.4693
P1836,0.5327,0.5327
P1365,0.404,0.404
P304,0.5003,0.5003
P710,0.867,0.867
P34,0.9412,0.9412
P1058,0.9852,0.9852
P1792,0.1363,0.1363
P1078,0.9198,0.9198
P711,0.6316,0.6316
P886,0.1218,0.1218
P61,0.2132,0.2132
P924,0.1337,0.1337
P1930,0.4039,0.4039
P1736,0.7974,0.7974
P1749,0.9203,0.9203
P1801,0.3484,0.3484
P1331,0.8624,0.8624
P380,0.7795,0.7795
P1762,0.2828,0.2828
P1378,0.909,0.909
P273,0.7881,0.7881
P1775,0.5867,0.5867
P806,0.3496,0.3496
P1255,0.6485,0.6485
P1581,0.7782,0.7782
P1811,0.9854,0.9854
P1279,0.4432,0.4432
P1943,0.5885,0.5885
P525,0.1282,0.1282
P733,0.4442,0.4442
P51,0.9265,0.9265
P1196,0.7631,0.7631
P1042,0.5427,0.5427
P260,0.606,0.606
P1213,0.1369,0.1369
P1287,0.589,0.589
P1742,0.9337,0.9337
P1812,0.4342,0.4342
P1402,0.3797,0.3797
P237,0.7756,0.7756
P1491,0.1311,0.1311
P286,0.5987,0.5987
P1513,0.2274,0.2274
P1342,0.9435,0.9435
P1179,0.8627,0.8627
P1527,0.5661,0.5661
P1727,0.3157,0.3157
P810,0.8879,0.8879
P648,0.249,0.249
P1427,0.3922,0.3922
P1718,0.8159,0.8159
P1448,0.3061,0.3061
P494,0.8057,0.8057
P653,0.5215,0.5215
P1610,0.1018,0.1018
P1763,0.8986,0.8986
P657,0.4969,0.4969
P1830,0.2919,0.2919
P737,0.7284,0.7284
P1503,0.3484,0.3484
P916,0.6689,0.6689
P588,0.9297,0.9297
P1626,0.9873,0.9873
P192,0.6465,0.6465
P1611,0.8061,0.8061
P509,0.165,0.165
P513,0.7255,0.7255
P1633,0.3145,0.3145
P1221,0.387,0.387
P1459,0.6164,0.6164
P1555,0.4003,0.4003
P967,0.1881,0.1881
P1948,0.9483,0.9483
P1073,0.791,0.791
P742,0.4048,0.4048
P1500,0.889,0.889
P685,0.5431,0.5431
P1492,0.3541,0.3541
P964,0.4706,0.4706
P1154,0.6846,0.6846
P56,0.7358,0.7358
P887,0.5225,0.5225
P1292,0.6896,0.6896
P1711,0.7035,0.7035
P1856,0.2666,0.2666
P1068,0.696,0.696
P9,0.2872,0.2872
P627,0.5788,0.5788
P118,0.5263,0.5263
P1403,0.6085,0.6085
P1745,0.8733,0.8733
P295,0.3838,0.3838
P167,0.2035,0.2035
P727,0.4416,0.4416
P1684,0.1889,0.1889
P1629,0.5828,0.5828
P903,0.1618,0.1618
P907,0.6802,0.6802
P659,0.223,0.223
P80,0.6691,0.6691
P347,0.6072,0.6072
P1961,0.6832,0.6832
P1614,0.9906,0.9906
P1810,0.5941,0.5941
