partid,cfp,co2
P17238,0.6256,0.6256
P15023,0.5763,0.5763
P19196,0.6088,0.6088
P16022,0.5535,0.5535
P1353,0.9995,0.9995
P19945,0.5416,0.5416
P6900,0.9438,0.9438
P17807,0.8932,0.8932
P1646,0.528,0.528
P9804,0.4858,0.4858
P8994,0.5912,0.5912
P15990,0.5999,0.5999
P2836,0.9858,0.9858
P21029,0.395,0.395
P20465,0.1463,0.1463
P2935,0.4257,0.4257
P1283,0.5251,0.5251
P21397,0.9421,0.9421
P9310,0.9388,0.9388
P4171,0.2797,0.2797
P14022,0.8029,0.8029
P20101,0.4896,0.4896
P11245,0.4567,0.4567
P8392,0.7767,0.7767
P1816,0.1201,0.1201
P20399,0.5705,0.5705
P16883,0.5909,0.5909
P10669,0.2701,0.2701
P19215,0.4081,0.4081
P19090,0.6445,0.6445
P16144,0.9043,0.9043
P13060,0.856,0.856
P20966,0.5377,0.5377
P9112,0.7394,0.7394
P17005,0.7991,0.7991
P18239,0.8284,0.8284
P14424,0.316,0.316
P12495,0.3545,0.3545
P16482,0.9974,0.9974
P21388,0.9826,0.9826
P8637,0.7504,0.7504
P22115,0.7797,0.7797
P22005,0.9023,0.9023
P11736,0.4854,0.4854
P18014,0.2186,0.2186
P338,0.4501,0.4501
P287,0.3679,0.3679
P542,0.6937,0.6937
P4798,0.5199,0.5199
P15504,0.8293,0.8293
P17378,0.863,0.863
P3564,0.7514,0.7514
P17199,0.8004,0.8004
P19772,0.3405,0.3405
P3989,0.3775,0.3775
P9412,0.5074,0.5074
P8344,0.5137,0.5137
P10572,0.7289,0.7289
P2562,0.7326,0.7326
P10442,0.4071,0.4071
P3254,0.6793,0.6793
P10945,0.4365,0.4365
P4788,0.3545,0.3545
P6253,0.9469,0.9469
P18218,0.7992,0.7992
P6994,0.2444,0.2444
P546,0.5419,0.5419
P3011,0.8587,0.8587
P128,0.5753,0.5753
P13474,0.6465,0.6465
P21027,0.3156,0.3156
P18120,0.7615,0.7615
P18774,0.5438,0.5438
P17290,0.9177,0.9177
P12990,0.8094,0.8094
P2467,0.8961,0.8961
P15691,0.7961,0.7961
P22651,0.4218,0.4218
P15502,0.9181,0.9181
P19850,0.1499,0.1499
P2224,0.7411,0.7411
P19655,0.3816,0.3816
P21989,0.7754,0.7754
P2239,0.8182,0.8182
P18161,0.6759,0.6759
P18555,0.1247,0.1247
P14141,0.5603,0.5603
P10748,0.7111,0.7111
P4888,0.232,0.232
P12313,0.413,0.413
P9651,0.5996,0.5996
P20418,0.1499,0.1499
P20074,0.5886,0.5886
P8586,0.2002,0.2002
P11039,0.3068,0.3068
P2542,0.7863,0.7863
P8851,0.9428,0.9428
P12553,0.2978,0.2978
P19340,0.2224,0.2224
P22462,0.5349,0.5349
P11883,0.7211,0.7211
P1776,0.2922,0.2922
P14281,0.5411,0.5411
P20193,0.3331,0.3331
P15900,0.6651,0.6651
P10947,0.4641,0.4641
P1119,0.8848,0.8848
P7771,0.3581,0.3581
P4260,0.8286,0.8286
P22501,0.7304,0.7304
P14351,0.3931,0.3931
P7231,0.2597,0.2597
P18025,0.4891,0.4891
P4529,0.159,0.159
P11936,0.2134,0.2134
P4238,0.3699,0.3699
P11897,0.2085,0.2085
P4209,0.2594,0.2594
P22463,0.1889,0.1889
P19851,0.9931,0.9931
P20632,0.5839,0.5839
P13944,0.443,0.443
P10661,0.81,0.81
P19472,0.3728,0.3728
P561,0.2716,0.2716
P22730,0.4183,0.4183
P17190,0.9515,0.9515
P449,0.6884,0.6884
P1845,0.1748,0.1748
P16590,0.7493,0.7493
P9527,0.7765,0.7765
P17537,0.41,0.41
P12344,0.5568,0.5568
P7560,0.3567,0.3567
P1464,0.5491,0.5491
P21121,0.7751,0.7751
P9399,0.9273,0.9273
P6348,0.9775,0.9775
P16887,0.1995,0.1995
P4988,0.1327,0.1327
P8849,0.8192,0.8192
P18000,0.9081,0.9081
P1348,0.444,0.444
P2438,0.3427,0.3427
P11073,0.345,0.345
P9798,0.6163,0.6163
P2419,0.9057,0.9057
P20234,0.9754,0.9754
P20186,0.559,0.559
P5125,0.5254,0.5254
P19978,0.2233,0.2233
P18018,0.7688,0.7688
P5393,0.4142,0.4142
P17215,0.7484,0.7484
P16986,0.6091,0.6091
P12552,0.1866,0.1866
P5929,0.5453,0.5453
P11163,0.7086,0.7086
P3858,0.6315,0.6315
P18669,0.3612,0.3612
P7236,0.2335,0.2335
P16955,0.8541,0.8541
P18482,0.4019,0.4019
P12743,0.3579,0.3579
P5131,0.5094,0.5094
P21914,0.2541,0.2541
P2353,0.7129,0.7129
P20541,0.7695,0.7695
P3582,0.7017,0.7017
P3231,0.8194,0.8194
P10405,0.6126,0.6126
P3413,0.2808,0.2808
P18443,0.3156,0.3156
P2322,0.8032,0.8032
P11969,0.9574,0.9574
P12637,0.6381,0.6381
P8908,0.6126,0.6126
P15224,0.6381,0.6381
P21584,0.304,0.304
P18383,0.6319,0.6319
P3045,0.8264,0.8264
P5717,0.4744,0.4744
P13019,0.8298,0.8298
P16496,0.9027,0.9027
P12817,0.3295,0.3295
P4749,0.7014,0.7014
P6105,0.178,0.178
P14110,0.9595,0.9595
P7733,0.4635,0.4635
P7365,0.297,0.297
P21270,0.4711,0.4711
P12114,0.7935,0.7935
P9614,0.1668,0.1668
P1122,0.9281,0.9281
P5084,0.9845,0.9845
P17558,0.6934,0.6934
P6111,0.7969,0.7969
P26,0.3963,0.3963
P1544,0.19,0.19
P11340,0.9307,0.9307
P5438,0.9094,0.9094
P8650,0.1001,0.1001
P4228,0.1955,0.1955
P18113,0.5716,0.5716
P18097,0.3203,0.3203
P4447,0.2496,0.2496
P12880,0.2804,0.2804
P11025,0.1521,0.1521
P5758,0.2301,0.2301
P9935,0.2644,0.2644
P3432,0.3948,0.3948
P645,0.1685,0.1685
P431,0.7792,0.7792
P7129,0.6364,0.6364
P13960,0.9421,0.9421
P949,0.2797,0.2797
P18559,0.6834,0.6834
P1292,0.6097,0.6097
P5399,0.9324,0.9324
P6977,0.7463,0.7463
P19442,0.3468,0.3468
P9611,0.9184,0.9184
P3813,0.8707,0.8707
P20905,0.8213,0.8213
P781,0.9713,0.9713
P8098,0.5819,0.5819
P13243,0.166,0.166
P12939,0.6384,0.6384
P11937,0.8292,0.8292
P16530,0.96,0.96
P2176,0.7185,0.7185
P4282,0.3808,0.3808
P6883,0.2361,0.2361
P2491,0.2095,0.2095
P22647,0.1326,0.1326
P4777,0.1962,0.1962
P6674,0.4473,0.4473
P8559,0.1073,0.1073
P18749,0.3244,0.3244
P22778,0.2218,0.2218
P4727,0.4948,0.4948
P17529,0.5509,0.5509
P20945,0.908,0.908
P15097,0.7553,0.7553
P4791,0.2406,0.2406
P11976,0.1058,0.1058
P17695,0.9013,0.9013
P4511,0.774,0.774
P20195,0.639,0.639
P12682,0.9831,0.9831
P10568,0.762,0.762
P18906,0.2534,0.2534
P20183,0.4745,0.4745
P5602,0.3336,0.3336
P20274,0.9476,0.9476
P16725,0.1679,0.1679
P731,0.3795,0.3795
P3526,0.3128,0.3128
P5656,0.5536,0.5536
P556,0.7403,0.7403
P17424,0.9135,0.9135
P269,0.2097,0.2097
P17745,0.1379,0.1379
P6845,0.9577,0.9577
P10145,0.7132,0.7132
P231,0.5242,0.5242
P16446,0.7667,0.7667
P9036,0.7956,0.7956
P20270,0.8222,0.8222
P10545,0.1067,0.1067
P498,0.5954,0.5954
P20518,0.2458,0.2458
P4655,0.4421,0.4421
P4816,0.2736,0.2736
P599,0.7588,0.7588
P16208,0.2253,0.2253
P12146,0.7721,0.7721
P20605,0.227,0.227
P5549,0.7908,0.7908
P10221,0.5303,0.5303
P7837,0.7683,0.7683
P14776,0.2544,0.2544
P10863,0.8252,0.8252
P16796,0.6987,0.6987
P182,0.2118,0.2118
P14786,0.5155,0.5155
P16036,0.4212,0.4212
P5582,0.4884,0.4884
P14283,0.1439,0.1439
P10445,0.8612,0.8612
P4873,0.376,0.376
P10672,0.3082,0.3082
P4181,0.2806,0.2806
P4122,0.9353,0.9353
P21568,0.3367,0.3367
P5300,0.6542,0.6542
P2127,0.9181,0.9181
P683,0.1125,0.1125
P5801,0.5703,0.5703
P11470,0.2993,0.2993
P13258,0.3678,0.3678
P10642,0.2938,0.2938
P18929,0.9322,0.9322
P16422,0.2541,0.2541
P6340,0.2597,0.2597
P13736,0.4924,0.4924
P19844,0.7209,0.7209
P6410,0.496,0.496
P4214,0.2991,0.2991
P1438,0.537,0.537
P1284,0.8791,0.8791
P7572,0.5868,0.5868
P2485,0.4199,0.4199
P4243,0.6503,0.6503
P18700,0.6826,0.6826
P22302,0.1251,0.1251
P20093,0.5777,0.5777
P6358,0.7589,0.7589
P928,0.3588,0.3588
P16710,0.4671,0.4671
P19895,0.1921,0.1921
P1550,0.9588,0.9588
P18825,0.1862,0.1862
P4671,0.1669,0.1669
P5146,0.9291,0.9291
P6874,0.3216,0.3216
P3773,0.4088,0.4088
P3125,0.9709,0.9709
P16974,0.3302,0.3302
P5023,0.1058,0.1058
P18015,0.8017,0.8017
