partid,cfp,co2
P15935,0.7808,0.7808
P16798,0.5046,0.5046
P7336,0.6988,0.6988
P719,0.1284,0.1284
P14615,0.4809,0.4809
P3154,0.457,0.457
P4263,0.891,0.891
P4016,0.1112,0.1112
P13230,0.4667,0.4667
P8408,0.1981,0.1981
P18228,0.9052,0.9052
P17300,0.4428,0.4428
P13328,0.6007,0.6007
P12650,0.4545,0.4545
P12552,0.7843,0.7843
P9532,0.8734,0.8734
P16858,0.3709,0.3709
P15873,0.2074,0.2074
P8929,0.9535,0.9535
P4475,0.2966,0.2966
P11267,0.7686,0.7686
P9017,0.6347,0.6347
P1216,0.6021,0.6021
P1399,0.9254,0.9254
P5580,0.4299,0.4299
P5715,0.6532,0.6532
P18516,0.1765,0.1765
P3420,0.9521,0.9521
P8292,0.2912,0.2912
P14111,0.996,0.996
P10414,0.6436,0.6436
P2094,0.2849,0.2849
P15540,0.6547,0.6547
P13624,0.6896,0.6896
P14754,0.5186,0.5186
P12340,0.5665,0.5665
P10043,0.5572,0.5572
P17458,0.106,0.106
P2933,0.2479,0.2479
P3662,0.26,0.26
P12768,0.8478,0.8478
P17445,0.2598,0.2598
P9559,0.7812,0.7812
P15610,0.6311,0.6311
P9391,0.1104,0.1104
P930,0.3093,0.3093
P9112,0.7885,0.7885
P11189,0.6749,0.6749
P513,0.9209,0.9209
P12031,0.831,0.831
P10672,0.3559,0.3559
P3532,0.8183,0.8183
P4762,0.338,0.338
P8178,0.8474,0.8474
P18906,0.2042,0.2042
P13609,0.6929,0.6929
P16932,0.6325,0.6325
P2853,0.3271,0.3271
P9268,0.1364,0.1364
P4454,0.7396,0.7396
P16781,0.9715,0.9715
P12367,0.7,0.7
P17368,0.6144,0.6144
P13433,0.532,0.532
P14459,0.7916,0.7916
P7647,0.7805,0.7805
P3000,0.724,0.724
P13,0.6146,0.6146
P3472,0.1123,0.1123
P10110,0.5502,0.5502
P13350,0.7626,0.7626
P14774,0.1399,0.1399
P8494,0.6009,0.6009
P8005,0.5156,0.5156
P17077,0.742,0.742
P3625,0.4752,0.4752
P5327,0.4748,0.4748
P4630,0.3563,0.3563
P18153,0.3217,0.3217
P9457,0.3751,0.3751
P6556,0.1673,0.1673
P8599,0.2872,0.2872
P20060,0.181,0.181
P14695,0.3135,0.3135
P6215,0.3725,0.3725
P19565,0.68,0.68
P6224,0.6314,0.6314
P17421,0.3752,0.3752
P500,0.4971,0.4971
P19248,0.6336,0.6336
P9062,0.599,0.599
P3394,0.9091,0.9091
P2167,0.462,0.462
P17169,0.2746,0.2746
P15186,0.9842,0.9842
P8859,0.8961,0.8961
P5257,0.1608,0.1608
P10831,0.1149,0.1149
P16326,0.802,0.802
P15947,0.6033,0.6033
P783,0.8336,0.8336
P16831,0.6948,0.6948
P4107,0.3397,0.3397
P11202,0.395,0.395
P14530,0.5077,0.5077
P167,0.4941,0.4941
P6625,0.1202,0.1202
P8110,0.5989,0.5989
P2837,0.9607,0.9607
P6018,0.7565,0.7565
P767,0.9798,0.9798
P16772,0.5141,0.5141
P3595,0.6649,0.6649
P13987,0.3633,0.3633
P13477,0.5684,0.5684
P4696,0.245,0.245
P2898,0.7662,0.7662
P13307,0.298,0.298
P12659,0.7994,0.7994
P12596,0.8284,0.8284
P6174,0.2873,0.2873
P3039,0.7303,0.7303
P1821,0.3728,0.3728
P4327,0.2106,0.2106
P19032,0.7118,0.7118
P19286,0.3652,0.3652
P14724,0.7051,0.7051
P3949,0.9583,0.9583
P10329,0.8487,0.8487
P5606,0.7708,0.7708
P12468,0.2567,0.2567
P13578,0.752,0.752
P15599,0.2588,0.2588
P4161,0.5762,0.5762
P10036,0.1932,0.1932
P17135,0.6033,0.6033
P6362,0.6275,0.6275
P1113,0.9524,0.9524
P15806,0.8277,0.8277
P13734,0.7082,0.7082
P17548,0.6728,0.6728
P2745,0.8154,0.8154
P12407,0.8992,0.8992
P11847,0.9087,0.9087
P1465,0.111,0.111
P3312,0.9483,0.9483
P19401,0.7809,0.7809
P524,0.511,0.511
P11621,0.7688,0.7688
P2586,0.483,0.483
P13429,0.5578,0.5578
P537,0.1126,0.1126
P4864,0.6316,0.6316
P4225,0.4181,0.4181
P6274,0.2637,0.2637
P6920,0.3059,0.3059
P17437,0.1868,0.1868
P17848,0.3922,0.3922
P2296,0.9199,0.9199
P16163,0.9842,0.9842
P16365,0.3295,0.3295
P14534,0.1474,0.1474
P6683,0.9139,0.9139
P8893,0.7796,0.7796
P7624,0.9162,0.9162
P3702,0.7996,0.7996
P1055,0.9534,0.9534
P622,0.7667,0.7667
P5694,0.2283,0.2283
P8156,0.4535,0.4535
P1431,0.8454,0.8454
P12492,0.4727,0.4727
P12798,0.1778,0.1778
P6704,0.5134,0.5134
P15692,0.9485,0.9485
P1409,0.3962,0.3962
P957,0.9722,0.9722
P19846,0.8184,0.8184
P14409,0.8269,0.8269
P17786,0.6034,0.6034
P11825,0.3292,0.3292
P15566,0.2547,0.2547
P4991,0.914,0.914
P5600,0.3309,0.3309
P3045,0.1141,0.1141
P5075,0.3619,0.3619
P7800,0.5077,0.5077
P7396,0.6253,0.6253
P18859,0.9161,0.9161
P13244,0.5926,0.5926
P7033,0.5634,0.5634
P3161,0.9745,0.9745
P11685,0.1654,0.1654
P12554,0.8724,0.8724
P7551,0.9446,0.9446
P4108,0.2761,0.2761
P19276,0.527,0.527
P5320,0.8859,0.8859
P9800,0.7453,0.7453
P10764,0.8376,0.8376
P6158,0.6795,0.6795
P19824,0.4177,0.4177
P17438,0.9498,0.9498
P2368,0.6891,0.6891
P10747,0.4748,0.4748
P2381,0.2006,0.2006
P16263,0.2899,0.2899
P5117,0.6203,0.6203
P4121,0.4083,0.4083
P6958,0.3813,0.3813
P1420,0.5424,0.5424
P17050,0.4157,0.4157
P7015,0.5494,0.5494
P11924,0.2997,0.2997
P17402,0.7037,0.7037
P16538,0.7405,0.7405
P5742,0.6764,0.6764
P17071,0.481,0.481
P17218,0.956,0.956
P5385,0.2342,0.2342
P639,0.6334,0.6334
P7553,0.6777,0.6777
P3117,0.1166,0.1166
P11358,0.2719,0.2719
P6510,0.7245,0.7245
P5858,0.4301,0.4301
P16170,0.4818,0.4818
P19357,0.8031,0.8031
P14476,0.8535,0.8535
P15088,0.5173,0.5173
P3676,0.6658,0.6658
P18956,0.2287,0.2287
P18482,0.3375,0.3375
P13961,0.636,0.636
P4031,0.2287,0.2287
P7072,0.5447,0.5447
P1759,0.6794,0.6794
P14797,0.2934,0.2934
P14572,0.9013,0.9013
P9373,0.4702,0.4702
P14553,0.98,0.98
P7599,0.2271,0.2271
P16060,0.833,0.833
P3744,0.7305,0.7305
P2866,0.6778,0.6778
P4953,0.9138,0.9138
P2253,0.4229,0.4229
P1655,0.7211,0.7211
P18856,0.4073,0.4073
P10734,0.8295,0.8295
P17650,0.4041,0.4041
P19470,0.1792,0.1792
P11538,0.8583,0.8583
P8644,0.1603,0.1603
P852,0.7208,0.7208
P11817,0.2705,0.2705
P6231,0.7834,0.7834
P18381,0.4317,0.4317
P5204,0.53,0.53
P5263,0.705,0.705
P7021,0.7308,0.7308
P19557,0.7949,0.7949
P7834,0.771,0.771
P9865,0.8719,0.8719
P4181,0.2662,0.2662
P16850,0.255,0.255
P19690,0.5599,0.5599
P14691,0.6517,0.6517
P267,0.7194,0.7194
P7771,0.8051,0.8051
P18784,0.6188,0.6188
P6324,0.1622,0.1622
P16918,0.2977,0.2977
P10065,0.7721,0.7721
P12215,0.8698,0.8698
P1157,0.7748,0.7748
P12634,0.4402,0.4402
P10027,0.8825,0.8825
P1273,0.6332,0.6332
P16092,0.9773,0.9773
P13014,0.1382,0.1382
P4009,0.7544,0.7544
P2709,0.5796,0.5796
P6068,0.5907,0.5907
P7286,0.9305,0.9305
P940,0.6554,0.6554
P9627,0.736,0.736
P18575,0.711,0.711
P10409,0.1165,0.1165
P13300,0.8319,0.8319
P11461,0.1859,0.1859
P3452,0.9095,0.9095
P16199,0.8558,0.8558
P10145,0.7092,0.7092
P19351,0.6655,0.6655
P332,0.8277,0.8277
P19602,0.6051,0.6051
P3311,0.9964,0.9964
P12700,0.395,0.395
P19718,0.5182,0.5182
P15478,0.1881,0.1881
P8592,0.6182,0.6182
P9858,0.8281,0.8281
P10241,0.9074,0.9074
P5777,0.7976,0.7976
P4518,0.2169,0.2169
P15833,0.1773,0.1773
P11419,0.4044,0.4044
P2689,0.5615,0.5615
P10227,0.6105,0.6105
P10465,0.6349,0.6349
P3990,0.103,0.103
P7386,0.788,0.788
P13678,0.4208,0.4208
