partid,cfp,co2
P2072,0.8596,0.8596
P18274,0.523,0.523
P18522,0.8257,0.8257
P698,0.7137,0.7137
P11907,0.5951,0.5951
P13714,0.9017,0.9017
P20147,0.9402,0.9402
P8904,0.3129,0.3129
P3596,0.2918,0.2918
P2276,0.3158,0.3158
P5792,0.5025,0.5025
P11497,0.8447,0.8447
P10324,0.1818,0.1818
P17145,0.6166,0.6166
P238,0.8104,0.8104
P222,0.3879,0.3879
P7722,0.5673,0.5673
P9259,0.8183,0.8183
P2534,0.2599,0.2599
P229,0.5418,0.5418
P3559,0.9979,0.9979
P14093,0.4601,0.4601
P2429,0.487,0.487
P19810,0.6357,0.6357
P3230,0.8622,0.8622
P5760,0.1455,0.1455
P13448,0.3696,0.3696
P17943,0.4786,0.4786
P2056,0.795,0.795
P15129,0.5144,0.5144
P6075,0.731,0.731
P3416,0.4429,0.4429
P4431,0.5345,0.5345
P7568,0.8014,0.8014
P15889,0.9398,0.9398
P15171,0.8026,0.8026
P9278,0.2285,0.2285
P7130,0.8233,0.8233
P7531,0.7022,0.7022
P1683,0.3566,0.3566
P20,0.4686,0.4686
P16747,0.9218,0.9218
P12202,0.978,0.978
P16641,0.7462,0.7462
P19904,0.3668,0.3668
P17060,0.2939,0.2939
P15939,0.6548,0.6548
P2629,0.9655,0.9655
P7898,0.5335,0.5335
P9777,0.3606,0.3606
P2656,0.5104,0.5104
P3796,0.2663,0.2663
P5176,0.2471,0.2471
P19347,0.7932,0.7932
P4442,0.3209,0.3209
P18234,0.6428,0.6428
P11110,0.9988,0.9988
P9064,0.6356,0.6356
P1125,0.9511,0.9511
P15136,0.4968,0.4968
P20057,0.3069,0.3069
P11955,0.5528,0.5528
P19863,0.2075,0.2075
P352,0.4333,0.4333
P10791,0.7576,0.7576
P1656,0.2158,0.2158
P7766,0.8626,0.8626
P13409,0.571,0.571
P5861,0.8277,0.8277
P19495,0.9065,0.9065
P18398,0.4522,0.4522
P18239,0.8701,0.8701
P16797,0.5899,0.5899
P5210,0.8147,0.8147
P12849,0.5226,0.5226
P14467,0.2962,0.2962
P13131,0.6989,0.6989
P12995,0.188,0.188
P6493,0.6324,0.6324
P1786,0.8867,0.8867
P12379,0.4232,0.4232
P2900,0.8777,0.8777
P1609,0.7219,0.7219
P18976,0.6194,0.6194
P6238,0.9726,0.9726
P10460,0.4374,0.4374
P4927,0.8188,0.8188
P11820,0.4055,0.4055
P3542,0.797,0.797
P10740,0.7534,0.7534
P18659,0.8088,0.8088
P1245,0.9792,0.9792
P19547,0.2116,0.2116
P8326,0.942,0.942
P11943,0.2782,0.2782
P12075,0.4758,0.4758
P15962,0.6761,0.6761
P12159,0.9392,0.9392
P4662,0.7459,0.7459
P5319,0.7361,0.7361
P15655,0.9193,0.9193
P17298,0.3447,0.3447
P10926,0.1004,0.1004
P19958,0.3394,0.3394
P14978,0.4819,0.4819
P18793,0.7924,0.7924
P11220,0.3068,0.3068
P12944,0.4649,0.4649
P4488,0.5684,0.5684
P2246,0.1733,0.1733
P2861,0.4956,0.4956
P10824,0.8363,0.8363
P17865,0.4118,0.4118
P16195,0.6397,0.6397
P13681,0.6712,0.6712
P8879,0.565,0.565
P15864,0.5488,0.5488
P8151,0.943,0.943
P2287,0.2586,0.2586
P2108,0.389,0.389
P16327,0.4255,0.4255
P15689,0.3693,0.3693
P5408,0.4044,0.4044
P16370,0.7881,0.7881
P18144,0.4387,0.4387
P2825,0.1353,0.1353
P10933,0.8621,0.8621
P4981,0.1175,0.1175
P2957,0.8723,0.8723
P8568,0.3947,0.3947
P4863,0.2353,0.2353
P18929,0.5659,0.5659
P7132,0.9214,0.9214
P19203,0.4684,0.4684
P17960,0.7114,0.7114
P17319,0.3066,0.3066
P3486,0.3744,0.3744
P4537,0.152,0.152
P11963,0.3835,0.3835
P15409,0.2825,0.2825
P5473,0.7798,0.7798
P9801,0.9358,0.9358
P15382,0.1357,0.1357
P10495,0.4604,0.4604
P13892,0.5938,0.5938
P19367,0.9702,0.9702
P15979,0.7549,0.7549
P9819,0.7423,0.7423
P9575,0.7787,0.7787
P15708,0.3158,0.3158
P19443,0.5335,0.5335
P15192,0.2307,0.2307
P18155,0.9133,0.9133
P17962,0.4225,0.4225
P12193,0.5105,0.5105
P6428,0.1131,0.1131
P4133,0.2949,0.2949
P6772,0.9788,0.9788
P9316,0.8979,0.8979
P18375,0.2026,0.2026
P17719,0.1518,0.1518
P9393,0.4056,0.4056
P77,0.6029,0.6029
P356,0.9611,0.9611
P12471,0.2789,0.2789
P954,0.4091,0.4091
P13504,0.488,0.488
P10233,0.5685,0.5685
P8999,0.4193,0.4193
P7691,0.9573,0.9573
P1542,0.5667,0.5667
P2508,0.5963,0.5963
P16123,0.3773,0.3773
P3389,0.5483,0.5483
P2901,0.3552,0.3552
P16549,0.8722,0.8722
P3574,0.2958,0.2958
P964,0.7548,0.7548
P12966,0.8642,0.8642
P2422,0.2339,0.2339
P4593,0.92,0.92
P9469,0.5806,0.5806
P12795,0.8929,0.8929
P12260,0.2093,0.2093
P16130,0.7789,0.7789
P10902,0.1609,0.1609
P3376,0.3277,0.3277
P5064,0.7561,0.7561
P15176,0.8609,0.8609
P1536,0.6762,0.6762
P7276,0.726,0.726
P17804,0.5449,0.5449
P2348,0.2905,0.2905
P13670,0.3753,0.3753
P6711,0.2046,0.2046
P12556,0.549,0.549
P7913,0.8128,0.8128
P6593,0.6121,0.6121
P11486,0.2518,0.2518
P1421,0.9184,0.9184
P12913,0.9625,0.9625
P19780,0.3851,0.3851
P5209,0.6104,0.6104
P5739,0.8157,0.8157
P13726,0.8057,0.8057
P6061,0.7375,0.7375
P14669,0.486,0.486
P18218,0.9122,0.9122
P2312,0.4377,0.4377
P16486,0.4655,0.4655
P16941,0.7452,0.7452
P15791,0.1847,0.1847
P11652,0.4969,0.4969
P5125,0.868,0.868
P15941,0.3813,0.3813
P318,0.9267,0.9267
P4274,0.6834,0.6834
P8553,0.7333,0.7333
P20061,0.4329,0.4329
P10827,0.9651,0.9651
P2333,0.2327,0.2327
P1774,0.9234,0.9234
P12476,0.4509,0.4509
P15338,0.836,0.836
P3113,0.1782,0.1782
P18411,0.9168,0.9168
P9773,0.3442,0.3442
P12301,0.2239,0.2239
P5551,0.8511,0.8511
P4880,0.3352,0.3352
P5690,0.485,0.485
P9521,0.9394,0.9394
P5552,0.8884,0.8884
P16013,0.4106,0.4106
P6561,0.2778,0.2778
P11528,0.4898,0.4898
P3322,0.7952,0.7952
P9085,0.9424,0.9424
P15847,0.8874,0.8874
P16937,0.6031,0.6031
P8250,0.4936,0.4936
P2558,0.317,0.317
P12715,0.6071,0.6071
P14454,0.7668,0.7668
P6335,0.5521,0.5521
P19281,0.6362,0.6362
P13381,0.9378,0.9378
P7935,0.6569,0.6569
P8881,0.316,0.316
P10546,0.422,0.422
P18291,0.3737,0.3737
P15921,0.1262,0.1262
P5232,0.2062,0.2062
P7943,0.18,0.18
P12528,0.3329,0.3329
P12921,0.9527,0.9527
P10244,0.3928,0.3928
P3760,0.6269,0.6269
P15688,0.9502,0.9502
P4404,0.3276,0.3276
P18279,0.8356,0.8356
P3665,0.7238,0.7238
P7776,0.5401,0.5401
P9228,0.338,0.338
P2885,0.2969,0.2969
P17174,0.79,0.79
P10650,0.933,0.933
P16531,0.1692,0.1692
P18578,0.8363,0.8363
P19667,0.7452,0.7452
P4870,0.7312,0.7312
P6295,0.9073,0.9073
P16840,0.447,0.447
P177,0.9325,0.9325
P8438,0.2883,0.2883
P19972,0.7219,0.7219
P5390,0.1262,0.1262
P8704,0.8875,0.8875
P13330,0.1152,0.1152
P16103,0.4472,0.4472
P8295,0.2402,0.2402
P18799,0.313,0.313
