partid,assembler
P15935,postgresB
P16798,postgresB
P7336,postgresB
P719,postgresB
P2072,postgresC
P14615,postgresB
P18274,postgresC
P18522,postgresC
P3154,postgresB
P4263,postgresB
P698,postgresC
P11907,postgresC
P4016,postgresB
P13714,postgresC
P13230,postgresB
P20147,postgresC
P8408,postgresB
P8904,postgresC
P3596,postgresC
P18228,postgresB
P17300,postgresB
P2276,postgresC
P5792,postgresC
P13328,postgresB
P12650,postgresB
P12552,postgresB
P11497,postgresC
P10324,postgresC
P17145,postgresC
P9532,postgresB
P16858,postgresB
P15873,postgresB
P8929,postgresB
P4475,postgresB
P11267,postgresB
P9017,postgresB
P238,postgresC
P1216,postgresB
P1399,postgresB
P222,postgresC
P7722,postgresC
P9259,postgresC
P5580,postgresB
P2534,postgresC
P5715,postgresB
P229,postgresC
P3559,postgresC
P14093,postgresC
P18516,postgresB
P2429,postgresC
P3420,postgresB
P19810,postgresC
P8292,postgresB
P14111,postgresB
P3230,postgresC
P10414,postgresB
P2094,postgresB
P15540,postgresB
P5760,postgresC
P13624,postgresB
P13448,postgresC
P17943,postgresC
P14754,postgresB
P12340,postgresB
P2056,postgresC
P15129,postgresC
P10043,postgresB
P6075,postgresC
P3416,postgresC
P4431,postgresC
P17458,postgresB
P2933,postgresB
P7568,postgresC
P15889,postgresC
P15171,postgresC
P3662,postgresB
P9278,postgresC
P7130,postgresC
P12768,postgresB
P7531,postgresC
P17445,postgresB
P9559,postgresB
P1683,postgresC
P15610,postgresB
P9391,postgresB
P20,postgresC
P16747,postgresC
P12202,postgresC
P930,postgresB
P16641,postgresC
P19904,postgresC
P9112,postgresB
P17060,postgresC
P15939,postgresC
P2629,postgresC
P11189,postgresB
P7898,postgresC
P9777,postgresC
P513,postgresB
P2656,postgresC
P3796,postgresC
P5176,postgresC
P19347,postgresC
P4442,postgresC
P18234,postgresC
P11110,postgresC
P9064,postgresC
P1125,postgresC
P15136,postgresC
P12031,postgresB
P10672,postgresB
P20057,postgresC
P11955,postgresC
P19863,postgresC
P352,postgresC
P3532,postgresB
P10791,postgresC
P1656,postgresC
P7766,postgresC
P4762,postgresB
P13409,postgresC
P5861,postgresC
P19495,postgresC
P8178,postgresB
P18398,postgresC
P18906,postgresB
P18239,postgresC
P16797,postgresC
P5210,postgresC
P12849,postgresC
P13609,postgresB
P14467,postgresC
P16932,postgresB
P13131,postgresC
P12995,postgresC
P2853,postgresB
P6493,postgresC
P9268,postgresB
P4454,postgresB
P16781,postgresB
P12367,postgresB
P17368,postgresB
P1786,postgresC
P13433,postgresB
P12379,postgresC
P2900,postgresC
P1609,postgresC
P18976,postgresC
P6238,postgresC
P10460,postgresC
P4927,postgresC
P11820,postgresC
P3542,postgresC
P14459,postgresB
P10740,postgresC
P7647,postgresB
P3000,postgresB
P13,postgresB
P3472,postgresB
P18659,postgresC
P1245,postgresC
P19547,postgresC
P8326,postgresC
P10110,postgresB
P11943,postgresC
P13350,postgresB
P14774,postgresB
P12075,postgresC
P15962,postgresC
P12159,postgresC
P4662,postgresC
P5319,postgresC
P8494,postgresB
P15655,postgresC
P17298,postgresC
P10926,postgresC
P8005,postgresB
P19958,postgresC
P17077,postgresB
P3625,postgresB
P5327,postgresB
P14978,postgresC
P18793,postgresC
P11220,postgresC
P4630,postgresB
P12944,postgresC
P4488,postgresC
P18153,postgresB
P9457,postgresB
P6556,postgresB
P2246,postgresC
P8599,postgresB
P20060,postgresB
P14695,postgresB
P2861,postgresC
P6215,postgresB
P10824,postgresC
P17865,postgresC
P16195,postgresC
P19565,postgresB
P13681,postgresC
P6224,postgresB
P17421,postgresB
P8879,postgresC
P500,postgresB
P15864,postgresC
P19248,postgresB
P9062,postgresB
P3394,postgresB
P2167,postgresB
P8151,postgresC
P17169,postgresB
P2287,postgresC
P15186,postgresB
P2108,postgresC
P16327,postgresC
P15689,postgresC
P8859,postgresB
P5257,postgresB
P5408,postgresC
P16370,postgresC
P10831,postgresB
P18144,postgresC
P16326,postgresB
P15947,postgresB
P2825,postgresC
P783,postgresB
P10933,postgresC
P16831,postgresB
P4107,postgresB
P11202,postgresB
P4981,postgresC
P2957,postgresC
P14530,postgresB
P167,postgresB
P8568,postgresC
P6625,postgresB
P8110,postgresB
P4863,postgresC
P18929,postgresC
P7132,postgresC
P2837,postgresB
P19203,postgresC
P6018,postgresB
P767,postgresB
P17960,postgresC
P16772,postgresB
P17319,postgresC
P3595,postgresB
P3486,postgresC
P13987,postgresB
P4537,postgresC
P11963,postgresC
P15409,postgresC
P5473,postgresC
P13477,postgresB
P4696,postgresB
P2898,postgresB
P13307,postgresB
P9801,postgresC
P12659,postgresB
P12596,postgresB
P15382,postgresC
P6174,postgresB
P3039,postgresB
P10495,postgresC
P1821,postgresB
P13892,postgresC
P4327,postgresB
P19367,postgresC
P15979,postgresC
P19032,postgresB
P19286,postgresB
P9819,postgresC
