partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P1,1
P4,P1,1
P5,P1,1
P6,P1,1
P7,P2,1
P8,P2,1
P9,P2,1
P10,P2,1
P11,P3,1
P12,P3,2
P13,P3,1
P14,P3,1
P15,P3,2
P16,P4,1
P17,P4,1
P18,P4,1
P19,P5,1
P20,P5,1
P21,P5,1
P22,P5,1
P23,P6,1
P24,P6,1
P25,P6,1
P26,P6,1
P27,P7,1
P28,P7,1
P29,P7,1
P30,P7,1
P31,P7,1
P32,P9,1
P33,P9,1
P34,P9,1
P35,P10,1
P36,P10,1
P37,P10,1
P38,P12,1
P39,P12,1
P40,P12,1
P41,P12,1
P42,P12,1
P43,P14,1
P44,P14,1
P45,P15,1
P46,P15,1
P47,P15,1
P48,P15,1
P49,P15,1
P50,P17,1
P51,P17,1
P52,P17,1
P53,P17,1
P54,P17,1
P55,P18,1
P56,P18,1
P57,P19,1
P58,P19,1
P59,P19,1
P60,P22,1
P61,P22,1
P62,P23,1
P63,P23,1
P64,P23,1
P65,P23,1
P66,P23,1
P67,P24,1
P68,P24,1
P69,P25,1
P70,P25,1
P71,P25,1
P72,P25,1
P73,P26,1
P74,P26,1
P75,P26,1
P76,P26,1
P77,P32,1
P78,P32,1
P79,P32,1
P80,P32,1
P81,P33,1
P82,P33,1
P83,P33,1
P84,P33,1
P85,P33,1
P86,P34,1
P87,P34,4
P88,P34,1
P89,P35,1
P90,P35,1
P91,P35,1
P92,P35,1
P93,P37,1
P94,P37,4
P95,P38,1
P96,P38,1
P97,P42,1
P98,P42,1
P99,P43,1
P100,P43,1
P101,P45,1
P102,P45,1
P103,P45,1
P104,P45,1
P105,P45,1
P106,P46,1
P107,P46,1
P108,P46,1
P109,P46,1
P110,P47,1
P111,P47,1
P112,P47,1
P113,P47,1
P114,P48,1
P115,P48,1
P116,P48,1
P117,P48,1
P118,P48,1
P119,P49,1
P120,P49,1
P121,P49,1
P122,P50,1
P123,P50,1
P124,P50,1
P125,P50,1
P126,P51,1
P127,P51,4
P128,P51,4
P129,P52,2
P130,P52,1
P131,P53,1
P132,P53,1
P133,P53,1
P134,P53,1
P135,P53,1
P136,P55,1
P137,P55,1
P138,P56,1
P139,P56,1
P140,P57,1
P141,P57,1
P142,P57,1
P143,P59,1
P144,P59,1
P145,P59,1
P146,P59,1
P147,P59,1
P148,P60,1
P149,P60,1
P150,P60,1
P151,P61,1
P152,P61,1
P153,P61,1
P154,P61,1
P155,P61,2
P156,P66,1
P157,P66,1
P158,P66,1
P159,P66,1
P160,P68,1
P161,P68,1
P162,P68,1
P163,P69,1
P164,P69,1
P165,P69,1
P166,P69,1
P167,P70,1
P168,P70,1
P169,P70,1
P170,P70,1
P171,P71,1
P172,P71,1
P173,P71,1
P174,P71,1
P175,P71,1
P176,P72,1
P177,P72,1
P178,P72,1
P179,P74,1
P180,P74,1
P181,P74,1
P182,P74,1
P183,P78,1
P184,P78,1
P185,P79,1
P186,P79,1
P187,P80,1
P188,P80,1
P189,P80,1
P190,P80,1
P191,P80,1
P192,P81,1
P193,P81,1
P194,P81,1
P195,P81,1
P196,P82,1
P197,P82,1
P198,P84,1
P199,P84,1
P200,P84,1
P201,P85,1
P202,P85,1
P203,P86,1
P204,P86,1
P205,P89,1
P206,P89,1
P207,P89,1
P208,P90,1
P209,P90,1
P210,P90,1
P211,P91,1
P212,P91,1
P213,P91,1
P214,P92,1
P215,P92,1
P216,P92,1
P217,P93,1
P218,P93,1
P219,P93,1
P220,P93,1
P221,P93,1
P222,P94,1
P223,P94,1
P224,P94,1
P225,P94,1
P226,P94,1
P227,P95,1
P228,P95,1
P229,P95,1
P230,P96,1
P231,P96,1
P232,P97,1
P233,P97,1
P234,P97,1
P235,P97,1
P236,P98,1
P237,P98,1
P238,P98,1
P239,P99,1
P240,P99,1
P241,P99,1
P242,P99,1
P243,P99,1
P244,P100,1
P245,P100,1
P246,P102,1
P247,P102,1
P248,P102,1
P249,P102,1
P250,P103,1
P251,P103,1
P252,P104,1
P253,P104,1
P254,P104,1
P255,P105,1
P256,P105,1
P257,P105,1
P258,P105,1
P259,P105,1
P260,P106,1
P261,P106,1
P262,P106,1
P263,P106,1
P264,P106,1
P265,P107,1
P266,P107,1
P267,P107,1
P268,P108,1
P269,P108,1
P270,P108,1
P271,P108,1
P272,P110,1
P273,P110,1
P274,P110,1
P275,P111,1
P276,P111,1
P277,P111,1
P278,P114,1
P279,P114,1
P280,P114,1
P281,P115,1
P282,P115,1
P283,P115,1
P284,P116,1
P285,P116,1
P286,P116,1
P287,P116,1
P288,P116,1
P289,P117,1
P290,P117,1
P291,P117,1
P292,P117,1
P293,P119,1
P294,P119,1
P295,P120,1
P296,P120,1
P297,P120,1
P298,P120,4
P299,P121,1
P300,P121,1
P301,P121,1
P302,P121,1
P303,P121,1
P304,P123,1
P305,P123,1
P306,P123,1
P307,P123,1
P308,P123,1
P309,P124,1
P310,P124,1
P311,P124,1
P312,P126,1
P313,P126,2
P314,P127,1
P315,P127,1
