partid,cfp,co2
P483,0.1998,0.1998
P1871,0.714,0.714
P1392,0.5959,0.5959
P423,0.1985,0.1985
P157,0.1633,0.1633
P2793,0.322,0.322
P967,0.1579,0.1579
P496,0.5716,0.5716
P504,0.4749,0.4749
P2017,0.2548,0.2548
P1612,0.8965,0.8965
P373,0.3017,0.3017
P762,0.4544,0.4544
P1924,0.4711,0.4711
P160,0.6663,0.6663
P807,0.1835,0.1835
P1250,0.5898,0.5898
P833,0.6849,0.6849
P1831,0.9679,0.9679
P2172,0.2287,0.2287
P463,0.832,0.832
P558,0.958,0.958
P2822,0.1912,0.1912
P2517,0.214,0.214
P195,0.8357,0.8357
P2872,0.5252,0.5252
P349,0.3284,0.3284
P765,0.8867,0.8867
P1955,0.4015,0.4015
P1017,0.9572,0.9572
P1489,0.795,0.795
P1442,0.9507,0.9507
P2606,0.5611,0.5611
P2613,0.9253,0.9253
P2366,0.1325,0.1325
P261,0.1812,0.1812
P1887,0.2693,0.2693
P2813,0.4227,0.4227
P1111,0.1209,0.1209
P1836,0.5152,0.5152
P1376,0.7092,0.7092
P2068,0.3539,0.3539
P175,0.8501,0.8501
P1602,0.4009,0.4009
P1420,0.6555,0.6555
P1962,0.322,0.322
P1994,0.7145,0.7145
P2554,0.8359,0.8359
P1029,0.6197,0.6197
P322,0.6923,0.6923
P1358,0.7546,0.7546
P2328,0.7824,0.7824
P1700,0.2275,0.2275
P155,0.7311,0.7311
P418,0.9224,0.9224
P1855,0.8403,0.8403
P1982,0.3027,0.3027
P2050,0.1643,0.1643
P905,0.2131,0.2131
P1605,0.6775,0.6775
P1866,0.7958,0.7958
P2283,0.7545,0.7545
P530,0.4199,0.4199
P856,0.9463,0.9463
P655,0.1815,0.1815
P2760,0.9627,0.9627
P2735,0.2295,0.2295
P2312,0.3357,0.3357
P666,0.9398,0.9398
P513,0.1248,0.1248
P1789,0.1695,0.1695
P1129,0.5886,0.5886
P1649,0.7518,0.7518
P1840,0.162,0.162
P1720,0.7695,0.7695
P2795,0.1018,0.1018
P2877,0.2725,0.2725
P298,0.2874,0.2874
P44,0.5173,0.5173
P1889,0.1788,0.1788
P951,0.5005,0.5005
P2638,0.5751,0.5751
P2281,0.7847,0.7847
P1108,0.3017,0.3017
P1786,0.7373,0.7373
P2389,0.4951,0.4951
P1016,0.6621,0.6621
P1466,0.4076,0.4076
P1869,0.4916,0.4916
P2909,0.4878,0.4878
P352,0.5666,0.5666
P2161,0.5076,0.5076
P2550,0.6219,0.6219
P2123,0.8395,0.8395
P2563,0.4541,0.4541
P1997,0.1995,0.1995
P1038,0.9568,0.9568
P2108,0.1954,0.1954
P1397,0.5168,0.5168
P653,0.1974,0.1974
P2498,0.5661,0.5661
P128,0.3713,0.3713
P1204,0.1154,0.1154
P55,0.5551,0.5551
P2598,0.6442,0.6442
P2990,0.143,0.143
P1682,0.8735,0.8735
P2810,0.1821,0.1821
P741,0.9754,0.9754
P2345,0.1496,0.1496
P1965,0.3237,0.3237
P2102,0.6072,0.6072
P1202,0.7549,0.7549
P1200,0.6739,0.6739
P1333,0.6106,0.6106
P1424,0.2924,0.2924
P2448,0.6205,0.6205
P417,0.5199,0.5199
P394,0.2265,0.2265
P2878,0.9586,0.9586
P1449,0.8838,0.8838
P593,0.3602,0.3602
P1295,0.1429,0.1429
P1066,0.2857,0.2857
P2402,0.2921,0.2921
P828,0.2713,0.2713
P2016,0.5971,0.5971
P2338,0.6244,0.6244
P2847,0.8964,0.8964
P2282,0.2187,0.2187
P548,0.4741,0.4741
P1591,0.1765,0.1765
P2413,0.3291,0.3291
P2892,0.3599,0.3599
P389,0.839,0.839
P1484,0.2749,0.2749
P1936,0.1865,0.1865
P2666,0.9016,0.9016
P2322,0.4845,0.4845
P1365,0.43,0.43
P963,0.8189,0.8189
P1739,0.4473,0.4473
P689,0.8627,0.8627
P2443,0.555,0.555
P1400,0.3539,0.3539
P2562,0.3,0.3
P1050,0.7919,0.7919
P2491,0.6581,0.6581
P1849,0.3459,0.3459
P25,0.3974,0.3974
P1623,0.4409,0.4409
P2536,0.3545,0.3545
P99,0.3709,0.3709
P1369,0.178,0.178
P2218,0.3867,0.3867
P934,0.1583,0.1583
P88,0.3142,0.3142
P1154,0.9829,0.9829
P383,0.2424,0.2424
P2540,0.8915,0.8915
P660,0.9707,0.9707
P2301,0.2941,0.2941
P1452,0.6396,0.6396
P1139,0.4451,0.4451
P731,0.2934,0.2934
P95,0.3336,0.3336
P735,0.3089,0.3089
P993,0.6278,0.6278
P619,0.4044,0.4044
P1886,0.2724,0.2724
P763,0.2678,0.2678
P1568,0.4269,0.4269
P2692,0.3493,0.3493
P101,0.6277,0.6277
P2986,0.4934,0.4934
P1511,0.884,0.884
P1372,0.4447,0.4447
P1677,0.1895,0.1895
