partid,cfp,co2
P827,0.8396,0.8396
P274,0.3937,0.3937
P2965,0.1367,0.1367
P113,0.9207,0.9207
P254,0.4365,0.4365
P11,0.8624,0.8624
P1,0.9266,0.9266
P1952,0.424,0.424
P234,0.5644,0.5644
P2006,0.2754,0.2754
P2094,0.6701,0.6701
P2846,0.1405,0.1405
P1679,0.5247,0.5247
P1911,0.7034,0.7034
P2779,0.7437,0.7437
P776,0.1653,0.1653
P937,0.2468,0.2468
P2005,0.1164,0.1164
P2214,0.9223,0.9223
P2820,0.9545,0.9545
P2403,0.1591,0.1591
P245,0.8301,0.8301
P1703,0.6245,0.6245
P148,0.7255,0.7255
P2914,0.6904,0.6904
P53,0.2478,0.2478
P342,0.4922,0.4922
P1237,0.3546,0.3546
P2943,0.9642,0.9642
P486,0.2818,0.2818
P2386,0.2301,0.2301
P1095,0.4923,0.4923
P1472,0.4521,0.4521
P1793,0.96,0.96
P2841,0.464,0.464
P757,0.2388,0.2388
P1418,0.6352,0.6352
P2731,0.1459,0.1459
P1032,0.1233,0.1233
P1774,0.6712,0.6712
P1206,0.353,0.353
P1758,0.471,0.471
P2902,0.95,0.95
P642,0.3439,0.3439
P1598,0.458,0.458
P2600,0.8002,0.8002
P69,0.9675,0.9675
P1310,0.5236,0.5236
P2989,0.1269,0.1269
P1253,0.7036,0.7036
P605,0.7857,0.7857
P673,0.4922,0.4922
P2818,0.9023,0.9023
P2812,0.5409,0.5409
P289,0.6299,0.6299
P1411,0.1897,0.1897
P2655,0.1277,0.1277
P2040,0.8064,0.8064
P1429,0.5251,0.5251
P2740,0.7979,0.7979
P462,0.918,0.918
P313,0.5102,0.5102
P1144,0.5514,0.5514
P112,0.384,0.384
P1931,0.7044,0.7044
P1249,0.2481,0.2481
P971,0.5049,0.5049
P2253,0.3265,0.3265
P1687,0.4151,0.4151
P2963,0.8225,0.8225
P2987,0.8928,0.8928
P488,0.5862,0.5862
P1816,0.8653,0.8653
P1772,0.9738,0.9738
P1914,0.6156,0.6156
P1228,0.3333,0.3333
P758,0.8654,0.8654
P2300,0.3542,0.3542
P2320,0.2869,0.2869
P808,0.9629,0.9629
P2337,0.69,0.69
P1922,0.7478,0.7478
P622,0.839,0.839
P1473,0.7619,0.7619
P424,0.9793,0.9793
P844,0.1354,0.1354
P132,0.6566,0.6566
P1332,0.4786,0.4786
P1023,0.3046,0.3046
P866,0.978,0.978
P228,0.1189,0.1189
P1573,0.5718,0.5718
P2926,0.2676,0.2676
P1153,0.3514,0.3514
P2411,0.9558,0.9558
P1080,0.4888,0.4888
P117,0.1015,0.1015
P2876,0.6009,0.6009
P1100,0.2561,0.2561
P2879,0.746,0.746
P970,0.4932,0.4932
P2539,0.599,0.599
P118,0.1318,0.1318
P198,0.1346,0.1346
P2209,0.1921,0.1921
P1040,0.7051,0.7051
P425,0.7972,0.7972
P581,0.6691,0.6691
P2896,0.4223,0.4223
P345,0.9871,0.9871
P1629,0.4404,0.4404
P2032,0.5255,0.5255
P1993,0.9816,0.9816
P1004,0.9974,0.9974
P185,0.494,0.494
P1384,0.2563,0.2563
P2246,0.855,0.855
P1702,0.2611,0.2611
P2512,0.2466,0.2466
P2764,0.3898,0.3898
P2298,0.9851,0.9851
P138,0.5494,0.5494
P777,0.2043,0.2043
P2333,0.4024,0.4024
P2092,0.909,0.909
P869,0.3879,0.3879
P476,0.7753,0.7753
P1873,0.6153,0.6153
P572,0.1414,0.1414
P2548,0.1153,0.1153
P744,0.9145,0.9145
P2127,0.3724,0.3724
P2591,0.8082,0.8082
P1908,0.3253,0.3253
P1260,0.3899,0.3899
P520,0.477,0.477
P650,0.7032,0.7032
P2961,0.6455,0.6455
P1119,0.4045,0.4045
P2669,0.807,0.807
P1451,0.3003,0.3003
P893,0.6341,0.6341
P384,0.3442,0.3442
P1070,0.4164,0.4164
P1864,0.1988,0.1988
P2228,0.8326,0.8326
P1978,0.5531,0.5531
P1498,0.3602,0.3602
P621,0.3814,0.3814
P142,0.8007,0.8007
P669,0.7542,0.7542
P2454,0.8573,0.8573
P170,0.5412,0.5412
P168,0.7951,0.7951
P1460,0.5806,0.5806
P1349,0.3121,0.3121
P319,0.3962,0.3962
P1318,0.3663,0.3663
P402,0.528,0.528
P2075,0.3399,0.3399
P2761,0.9781,0.9781
P506,0.7762,0.7762
P2469,0.2993,0.2993
P2521,0.2659,0.2659
P1114,0.9663,0.9663
P2041,0.9317,0.9317
P696,0.4633,0.4633
P1320,0.8245,0.8245
P2450,0.9739,0.9739
P328,0.8257,0.8257
P1608,0.5063,0.5063
P2332,0.3962,0.3962
P1252,0.7657,0.7657
P677,0.3823,0.3823
P583,0.3273,0.3273
P2532,0.5866,0.5866
P1818,0.1199,0.1199
P306,0.355,0.355
P599,0.7712,0.7712
P1738,0.3578,0.3578
P34,0.7919,0.7919
P1741,0.1175,0.1175
P458,0.5702,0.5702
P1030,0.3034,0.3034
P2685,0.7438,0.7438
P1174,0.8639,0.8639
P1047,0.9269,0.9269
P2888,0.5343,0.5343
P1485,0.8618,0.8618
P472,0.2264,0.2264
P1698,0.6005,0.6005
P945,0.45,0.45
P1492,0.1305,0.1305
P1558,0.8593,0.8593
P1969,0.9166,0.9166
P1606,0.6541,0.6541
P2887,0.5735,0.5735
P1941,0.6317,0.6317
P2394,0.2478,0.2478
P1475,0.1552,0.1552
P2705,0.2331,0.2331
P668,0.5618,0.5618
P2314,0.2324,0.2324
P2631,0.3318,0.3318
P1968,0.2525,0.2525
P2186,0.3565,0.3565
P2553,0.2261,0.2261
P994,0.496,0.496
P473,0.6031,0.6031
P574,0.8213,0.8213
P2776,0.7421,0.7421
P482,0.4633,0.4633
P517,0.6653,0.6653
P1656,0.2307,0.2307
P1814,0.5249,0.5249
P1094,0.2181,0.2181
P2756,0.1541,0.1541
P1949,0.6839,0.6839
P2956,0.9882,0.9882
P2834,0.3094,0.3094
P172,0.7282,0.7282
P1432,0.1467,0.1467
P606,0.3636,0.3636
P2177,0.1395,0.1395
P887,0.3489,0.3489
P1736,0.8384,0.8384
P1633,0.3265,0.3265
P2098,0.6076,0.6076
P1428,0.8187,0.8187
P2339,0.1572,0.1572
P2329,0.3517,0.3517
P717,0.548,0.548
P2534,0.3652,0.3652
P163,0.9188,0.9188
P2078,0.9989,0.9989
P1096,0.7525,0.7525
P2931,0.7607,0.7607
P1208,0.7672,0.7672
P2088,0.518,0.518
P13,0.7736,0.7736
P938,0.3979,0.3979
P2825,0.4335,0.4335
P1368,0.8411,0.8411
P725,0.4183,0.4183
P492,0.8425,0.8425
P2049,0.105,0.105
P237,0.4614,0.4614
P545,0.1937,0.1937
P2951,0.6643,0.6643
P1597,0.9943,0.9943
P2124,0.1992,0.1992
P1325,0.5443,0.5443
P1340,0.2783,0.2783
P2044,0.1056,0.1056
P1068,0.2803,0.2803
P20,0.2801,0.2801
P49,0.9627,0.9627
P727,0.9111,0.9111
P2648,0.6423,0.6423
P2937,0.2309,0.2309
P1131,0.9447,0.9447
P2922,0.6896,0.6896
P1084,0.8146,0.8146
P1535,0.9443,0.9443
P1292,0.5288,0.5288
