partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P1,1
P5,P1,1
P6,P3,1
P7,P3,1
P8,P3,1
P9,P3,1
P10,P4,1
P11,P4,1
P12,P4,1
P13,P5,1
P14,P5,1
P15,P6,1
P16,P6,1
P17,P6,1
P18,P6,1
P19,P7,1
P20,P7,1
P21,P7,1
P22,P7,1
P23,P10,1
P24,P10,1
P25,P10,1
P26,P11,1
P27,P11,1
P28,P11,1
P29,P11,1
P30,P11,1
P31,P13,1
P32,P13,1
P33,P14,1
P34,P14,1
P35,P14,1
P36,P16,1
P37,P16,1
P38,P16,1
P39,P16,1
P40,P21,1
P41,P21,1
P42,P22,1
P43,P22,1
P44,P22,1
P45,P23,1
P46,P23,1
P47,P27,1
P48,P27,1
P49,P29,1
P50,P29,1
P51,P30,1
P52,P30,1
P53,P32,1
P54,P32,1
P55,P32,1
P56,P32,1
P57,P33,1
P58,P33,1
P59,P33,1
P60,P33,1
P61,P33,1
P62,P35,1
P63,P35,1
P64,P35,1
P65,P36,1
P66,P36,1
P67,P38,1
P68,P38,1
P69,P38,1
P70,P38,1
P71,P38,1
P72,P40,1
P73,P40,1
P74,P41,1
P75,P41,1
P76,P44,1
P77,P44,1
P78,P44,1
P79,P44,1
P80,P45,1
P81,P45,1
P82,P45,1
P83,P46,1
P84,P46,1
P85,P46,1
P86,P46,1
P87,P46,1
P88,P47,1
P89,P47,1
P90,P48,1
P91,P48,1
P92,P50,1
P93,P50,1
P94,P51,1
P95,P51,1
P96,P51,1
P97,P51,1
P98,P51,1
P99,P52,1
P100,P52,1
P101,P52,1
P102,P53,1
P103,P53,1
P104,P55,1
P105,P55,1
P106,P56,1
P107,P56,1
P108,P56,1
P109,P56,1
P110,P56,1
P111,P57,1
P112,P57,1
P113,P57,1
P114,P57,1
P115,P58,1
P116,P58,1
P117,P58,1
P118,P58,1
P119,P58,1
P120,P59,1
P121,P59,1
P122,P60,1
P123,P60,1
P124,P60,1
P125,P60,1
P126,P60,1
P127,P62,1
P128,P62,1
P129,P65,1
P130,P65,1
P131,P65,1
P132,P66,1
P133,P66,1
P134,P66,1
P135,P67,1
P136,P67,1
P137,P67,1
P138,P67,1
P139,P67,1
P140,P70,1
P141,P70,1
P142,P70,1
P143,P70,1
P144,P70,1
P145,P71,1
P146,P71,1
P147,P71,1
P148,P72,1
P149,P72,1
P150,P74,1
P151,P74,1
P152,P75,1
P153,P75,1
P154,P76,1
P155,P76,1
P156,P77,1
P157,P77,1
P158,P77,1
P159,P79,1
P160,P79,1
P161,P79,1
P162,P79,1
P163,P79,1
P164,P80,1
P165,P80,1
P166,P82,1
P167,P82,1
P168,P82,1
P169,P82,1
P170,P83,1
P171,P83,1
P172,P83,1
P173,P84,1
P174,P84,1
P175,P84,1
P176,P84,1
P177,P85,1
P178,P85,1
P179,P85,1
P180,P85,1
P181,P86,1
P182,P86,1
P183,P88,1
P184,P88,1
P185,P88,1
P186,P90,1
P187,P90,1
P188,P90,1
P189,P90,1
P190,P91,1
P191,P91,1
P192,P91,1
P193,P92,1
P194,P92,1
P195,P93,1
P196,P93,1
P197,P93,1
P198,P93,1
P199,P94,1
P200,P94,1
P201,P94,1
P202,P94,1
P203,P94,1
P204,P95,1
P205,P95,1
P206,P95,1
P207,P95,1
P208,P95,1
P209,P96,1
P210,P96,1
P211,P97,1
P212,P97,1
P213,P97,1
P214,P98,1
P215,P98,1
P216,P98,1
P217,P100,1
P218,P100,1
P219,P100,1
P220,P100,1
P221,P100,1
P222,P101,1
P223,P101,1
P224,P101,1
P225,P101,1
P226,P101,1
P227,P105,1
P228,P105,1
P229,P105,1
P230,P106,1
P231,P106,1
P232,P106,1
P233,P106,1
P234,P107,1
P235,P107,1
P236,P107,1
P237,P108,1
P238,P108,1
P239,P109,1
P240,P109,1
P241,P109,1
P242,P109,1
P243,P110,1
P244,P110,1
P245,P110,1
P246,P112,1
P247,P112,1
P248,P112,1
P249,P112,1
P250,P113,1
P251,P113,1
P252,P113,1
P253,P113,1
P254,P114,1
P255,P114,1
P256,P114,1
P257,P118,1
P258,P118,1
P259,P118,1
P260,P118,1
P261,P120,1
P262,P120,1
P263,P120,1
P264,P120,1
P265,P120,1
P266,P123,1
P267,P123,1
P268,P123,1
P269,P123,1
P270,P123,1
P271,P124,1
P272,P124,1
P273,P124,1
P274,P124,1
P275,P126,1
P276,P126,1
P277,P126,1
P278,P128,1
P279,P128,1
P280,P128,1
P281,P128,1
P282,P133,1
P283,P133,1
P284,P133,1
P285,P133,1
P286,P134,1
P287,P134,1
P288,P134,1
P289,P134,1
P290,P135,1
P291,P135,1
P292,P135,1
P293,P138,1
P294,P138,1
P295,P138,1
P296,P138,1
P297,P140,1
P298,P140,1
P299,P140,1
P300,P140,1
P301,P140,1
P302,P142,1
P303,P142,1
P304,P142,1
P305,P142,1
P306,P142,1
P307,P143,1
P308,P143,1
P309,P143,1
P310,P143,1
P311,P143,1
P312,P144,1
P313,P144,1
P314,P144,1
P315,P146,1
