partid,cfp,co2
P216,0.41,0.41
P1372,0.6172,0.6172
P1879,0.1367,0.1367
P2180,0.3097,0.3097
P1268,0.3101,0.3101
P1890,0.8971,0.8971
P1548,0.2106,0.2106
P2005,0.1917,0.1917
P1053,0.6323,0.6323
P2399,0.6737,0.6737
P1023,0.8998,0.8998
P54,0.8567,0.8567
P465,0.7743,0.7743
P1377,0.311,0.311
P2016,0.5205,0.5205
P1878,0.7074,0.7074
P720,0.9848,0.9848
P2371,0.3184,0.3184
P1466,0.1034,0.1034
P2170,0.8254,0.8254
P1783,0.9153,0.9153
P1834,0.5022,0.5022
P2139,0.1732,0.1732
P907,0.2887,0.2887
P1380,0.9969,0.9969
P1420,0.3193,0.3193
P165,0.4977,0.4977
P2277,0.5479,0.5479
P2280,0.4132,0.4132
P1503,0.2649,0.2649
P1210,0.2924,0.2924
P2083,0.16,0.16
P1286,0.6272,0.6272
P1575,0.8803,0.8803
P763,0.728,0.728
P605,0.738,0.738
P1330,0.153,0.153
P2249,0.3629,0.3629
P1958,0.8388,0.8388
P1634,0.8211,0.8211
P1001,0.9964,0.9964
P2207,0.9539,0.9539
P2388,0.1605,0.1605
P2193,0.6762,0.6762
P74,0.7332,0.7332
P2085,0.4892,0.4892
P144,0.448,0.448
P687,0.7178,0.7178
P1907,0.5432,0.5432
P627,0.5492,0.5492
P788,0.2241,0.2241
P259,0.1346,0.1346
P289,0.8479,0.8479
P971,0.7299,0.7299
P1671,0.9133,0.9133
P906,0.406,0.406
P78,0.1481,0.1481
P192,0.8893,0.8893
P1981,0.9171,0.9171
P1418,0.274,0.274
P1228,0.2334,0.2334
P540,0.45,0.45
P659,0.5178,0.5178
P1424,0.4908,0.4908
P288,0.25,0.25
P1480,0.3312,0.3312
P636,0.2597,0.2597
P1016,0.6447,0.6447
P11,0.4022,0.4022
P367,0.1746,0.1746
P314,0.2198,0.2198
P1738,0.2131,0.2131
P821,0.8004,0.8004
P1979,0.2341,0.2341
P23,0.6655,0.6655
P828,0.5632,0.5632
P1840,0.2856,0.2856
P1350,0.1238,0.1238
P1598,0.2921,0.2921
P1966,0.5444,0.5444
P517,0.6461,0.6461
P445,0.6421,0.6421
P1519,0.1767,0.1767
P1041,0.2458,0.2458
P1048,0.9364,0.9364
P369,0.6227,0.6227
P43,0.3825,0.3825
P2221,0.1126,0.1126
P2324,0.8551,0.8551
P1358,0.227,0.227
P2239,0.6507,0.6507
P92,0.1707,0.1707
P1076,0.1916,0.1916
P1157,0.5066,0.5066
P1209,0.747,0.747
P1204,0.299,0.299
P1478,0.1577,0.1577
P2022,0.9425,0.9425
P675,0.5659,0.5659
P1569,0.6107,0.6107
P585,0.5851,0.5851
P1599,0.6102,0.6102
P1802,0.8679,0.8679
P1435,0.8132,0.8132
P1893,0.9149,0.9149
P488,0.1102,0.1102
P1056,0.9061,0.9061
P243,0.597,0.597
P28,0.3807,0.3807
P468,0.4892,0.4892
P309,0.9119,0.9119
P305,0.7211,0.7211
P13,0.7973,0.7973
P278,0.7125,0.7125
P1089,0.1282,0.1282
P1512,0.8518,0.8518
P999,0.3628,0.3628
P2252,0.9677,0.9677
P544,0.8555,0.8555
P1811,0.2285,0.2285
P1439,0.8825,0.8825
P265,0.7893,0.7893
P1110,0.3025,0.3025
P1520,0.9694,0.9694
P1619,0.8019,0.8019
P940,0.9383,0.9383
P997,0.806,0.806
P1459,0.4617,0.4617
P1283,0.3316,0.3316
P1104,0.8085,0.8085
P2115,0.4064,0.4064
P332,0.7683,0.7683
P2109,0.992,0.992
P533,0.2311,0.2311
P1690,0.8041,0.8041
P1554,0.196,0.196
P873,0.5388,0.5388
P2105,0.2764,0.2764
P2090,0.6614,0.6614
P374,0.1264,0.1264
P1153,0.9289,0.9289
P1679,0.1162,0.1162
P1570,0.166,0.166
P1406,0.953,0.953
P57,0.2736,0.2736
P634,0.6312,0.6312
P2230,0.6598,0.6598
P1077,0.8797,0.8797
P1069,0.6666,0.6666
P1961,0.6163,0.6163
P1472,0.3768,0.3768
P494,0.3571,0.3571
P750,0.9361,0.9361
P2308,0.6982,0.6982
P2317,0.4505,0.4505
P1747,0.8017,0.8017
P416,0.4353,0.4353
P1918,0.3867,0.3867
P122,0.3267,0.3267
P17,0.8531,0.8531
P800,0.5073,0.5073
P1650,0.8378,0.8378
P1148,0.445,0.445
P2274,0.5275,0.5275
P2137,0.8108,0.8108
P432,0.2338,0.2338
P130,0.7415,0.7415
P8,0.7924,0.7924
P293,0.5802,0.5802
P878,0.5778,0.5778
P1753,0.1503,0.1503
P864,0.4029,0.4029
P442,0.9959,0.9959
P1545,0.9565,0.9565
P1496,0.4045,0.4045
P1356,0.2143,0.2143
P1745,0.4086,0.4086
P1218,0.4344,0.4344
P2255,0.9171,0.9171
P1174,0.5642,0.5642
P2309,0.7681,0.7681
P1688,0.1949,0.1949
P1440,0.1112,0.1112
P960,0.2934,0.2934
P1530,0.8797,0.8797
P762,0.3707,0.3707
P406,0.1031,0.1031
P1760,0.8797,0.8797
P177,0.3175,0.3175
P99,0.3156,0.3156
P770,0.2457,0.2457
P886,0.9531,0.9531
P448,0.6412,0.6412
P1326,0.4073,0.4073
P2245,0.6021,0.6021
P248,0.3583,0.3583
P674,0.4268,0.4268
P1712,0.7137,0.7137
P2209,0.8422,0.8422
P2316,0.3019,0.3019
P2370,0.9445,0.9445
P2012,0.3919,0.3919
P290,0.6551,0.6551
P66,0.4452,0.4452
P1644,0.4093,0.4093
P702,0.4072,0.4072
P127,0.7797,0.7797
P1678,0.3711,0.3711
P308,0.351,0.351
P164,0.8954,0.8954
P201,0.7132,0.7132
P154,0.2698,0.2698
P841,0.8925,0.8925
P1637,0.8727,0.8727
P1532,0.6912,0.6912
P2066,0.9102,0.9102
P789,0.8454,0.8454
P1793,0.4213,0.4213
P2129,0.6551,0.6551
P635,0.7972,0.7972
P117,0.4873,0.4873
P263,0.9366,0.9366
P551,0.808,0.808
P680,0.9541,0.9541
P929,0.4253,0.4253
P1739,0.3773,0.3773
P226,0.4079,0.4079
P1365,0.4666,0.4666
P2118,0.2448,0.2448
P1843,0.6776,0.6776
P1039,0.8342,0.8342
P1522,0.8075,0.8075
P610,0.9744,0.9744
P1050,0.1684,0.1684
P2344,0.1488,0.1488
P1912,0.6407,0.6407
P1259,0.4115,0.4115
P747,0.9343,0.9343
P1516,0.9214,0.9214
P2408,0.567,0.567
P2267,0.5694,0.5694
P303,0.804,0.804
P101,0.8776,0.8776
P1607,0.3031,0.3031
P2045,0.5472,0.5472
P1970,0.3156,0.3156
P1051,0.4638,0.4638
P640,0.9427,0.9427
P2360,0.5553,0.5553
P324,0.9859,0.9859
P301,0.449,0.449
P346,0.5817,0.5817
P1552,0.1768,0.1768
P667,0.8419,0.8419
P3,0.5893,0.5893
P1037,0.1718,0.1718
P597,0.7768,0.7768
P1067,0.2671,0.2671
P733,0.6942,0.6942
P1417,0.538,0.538
P2172,0.3208,0.3208
P272,0.8318,0.8318
P249,0.5803,0.5803
P1446,0.9585,0.9585
P860,0.2263,0.2263
P1427,0.1217,0.1217
P1026,0.3237,0.3237
P1144,0.2175,0.2175
