partid,cfp,co2
P708,0.1217,0.1217
P1397,0.4858,0.4858
P1541,0.7303,0.7303
P807,0.1648,0.1648
P759,0.2211,0.2211
P1909,0.4147,0.4147
P221,0.5396,0.5396
P1797,0.4922,0.4922
P1687,0.3791,0.3791
P452,0.5478,0.5478
P483,0.8021,0.8021
P148,0.8079,0.8079
P2291,0.5326,0.5326
P227,0.8613,0.8613
P729,0.4898,0.4898
P1622,0.1847,0.1847
P2149,0.464,0.464
P197,0.1206,0.1206
P1929,0.3185,0.3185
P806,0.6513,0.6513
P439,0.1465,0.1465
P845,0.6279,0.6279
P1482,0.7453,0.7453
P489,0.908,0.908
P2148,0.4332,0.4332
P2222,0.1715,0.1715
P1091,0.1693,0.1693
P1127,0.595,0.595
P941,0.683,0.683
P1249,0.8048,0.8048
P516,0.1072,0.1072
P336,0.3615,0.3615
P1258,0.3571,0.3571
P1142,0.8568,0.8568
P1828,0.5661,0.5661
P2247,0.4544,0.4544
P1708,0.7758,0.7758
P1904,0.9171,0.9171
P1666,0.9652,0.9652
P421,0.8771,0.8771
P1838,0.2266,0.2266
P1814,0.6595,0.6595
P2319,0.6358,0.6358
P519,0.2616,0.2616
P208,0.3029,0.3029
P1125,0.516,0.516
P1467,0.1216,0.1216
P1741,0.3201,0.3201
P244,0.5879,0.5879
P861,0.4258,0.4258
P970,0.7398,0.7398
P1836,0.1013,0.1013
P121,0.5781,0.5781
P2018,0.9922,0.9922
P1662,0.9359,0.9359
P1914,0.6024,0.6024
P1657,0.7198,0.7198
P1962,0.1218,0.1218
P1773,0.8727,0.8727
P1770,0.996,0.996
P67,0.1712,0.1712
P1722,0.3888,0.3888
P1633,0.219,0.219
P1240,0.5316,0.5316
P455,0.4548,0.4548
P1964,0.8862,0.8862
P1974,0.3548,0.3548
P207,0.9366,0.9366
P1014,0.6898,0.6898
P1894,0.784,0.784
P145,0.2061,0.2061
P364,0.1615,0.1615
P1394,0.264,0.264
P1404,0.1743,0.1743
P836,0.1914,0.1914
