partid,assembler
P1902,postgresB
P1265,postgresB
P80,postgresB
P585,postgresC
P2174,postgresC
P2142,postgresC
P179,postgresC
P313,postgresC
P2386,postgresC
P1244,postgresC
P129,postgresC
P948,postgresC
P1581,postgresB
P1579,postgresB
P445,postgresB
P708,postgresC
P1062,postgresB
P1635,postgresB
P2393,postgresB
P1923,postgresC
P1890,postgresB
P1851,postgresC
P1269,postgresC
P1521,postgresB
P1825,postgresB
P440,postgresC
P1821,postgresC
P1913,postgresB
P1455,postgresB
P2224,postgresC
P99,postgresB
P363,postgresC
P1847,postgresB
P104,postgresB
P992,postgresC
P268,postgresC
P452,postgresC
P2162,postgresC
P2282,postgresB
P1287,postgresB
P1202,postgresC
P1346,postgresB
P392,postgresC
P600,postgresC
P910,postgresC
P1259,postgresB
P2256,postgresC
P2317,postgresC
P1138,postgresB
P1036,postgresC
P549,postgresB
P1087,postgresB
P372,postgresB
P1984,postgresC
P1645,postgresC
P1917,postgresC
P630,postgresB
P317,postgresC
P1738,postgresC
P1378,postgresC
P326,postgresB
P763,postgresC
P1164,postgresB
P913,postgresB
P1121,postgresC
P435,postgresC
P77,postgresB
P1580,postgresC
P2040,postgresC
P1308,postgresC
P2222,postgresC
P174,postgresB
P368,postgresB
P588,postgresC
P704,postgresB
P1909,postgresC
P1311,postgresB
P702,postgresC
P866,postgresC
P246,postgresC
P1296,postgresC
P1711,postgresB
P459,postgresC
P1934,postgresC
P85,postgresC
P753,postgresC
P2254,postgresB
P291,postgresB
P1681,postgresB
P1904,postgresC
P2091,postgresB
P1372,postgresB
P1717,postgresC
P249,postgresB
P841,postgresC
P14,postgresB
P2127,postgresB
P304,postgresC
P2059,postgresC
P145,postgresC
P1911,postgresB
P2140,postgresC
P170,postgresB
P1844,postgresB
P978,postgresB
P669,postgresC
P1582,postgresC
P1405,postgresC
P1024,postgresC
P497,postgresB
P2000,postgresB
P803,postgresB
P1673,postgresC
P2343,postgresC
P2255,postgresB
P421,postgresC
P1255,postgresB
P1587,postgresC
P700,postgresB
P2308,postgresC
P610,postgresC
P510,postgresC
P1719,postgresC
P993,postgresC
P1221,postgresB
P484,postgresB
P2225,postgresC
P1454,postgresC
P394,postgresC
P660,postgresC
P1272,postgresC
P1325,postgresC
P1896,postgresC
P328,postgresC
P2072,postgresC
P2173,postgresC
P904,postgresC
P599,postgresC
P893,postgresB
P1140,postgresB
P2071,postgresC
P1542,postgresB
P1936,postgresC
