partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P1,1
P5,P1,1
P6,P1,1
P7,P1,1
P8,P1,1
P9,P3,1
P10,P3,1
P11,P3,1
P12,P4,1
P13,P4,1
P14,P4,1
P15,P4,1
P16,P4,1
P17,P5,1
P18,P5,1
P19,P5,1
P20,P6,1
P21,P6,1
P22,P6,1
P23,P6,1
P24,P7,1
P25,P7,1
P26,P7,1
P27,P7,1
P28,P7,1
P29,P11,1
P30,P11,1
P31,P12,1
P32,P12,1
P33,P12,1
P34,P12,1
P35,P12,1
P36,P13,1
P37,P13,1
P38,P13,1
P39,P13,1
P40,P13,1
P41,P14,1
P42,P14,1
P43,P14,1
P44,P14,1
P45,P15,1
P46,P15,1
P47,P15,1
P48,P15,1
P49,P16,1
P50,P16,1
P51,P16,1
P52,P19,1
P53,P19,1
P54,P19,1
P55,P20,1
P56,P20,1
P57,P20,1
P58,P20,1
P59,P20,1
P60,P21,1
P61,P21,1
P62,P21,1
P63,P23,1
P64,P23,1
P65,P23,4
P66,P23,1
P67,P23,1
P68,P24,1
P69,P24,1
P70,P24,1
P71,P24,1
P72,P24,1
P73,P28,1
P74,P28,1
P75,P28,1
P76,P28,1
P77,P32,1
P78,P32,1
P79,P32,2
P80,P32,1
P81,P32,1
P82,P33,1
P83,P33,1
P84,P33,1
P85,P34,1
P86,P34,1
P87,P35,1
P88,P35,1
P89,P37,2
P90,P37,1
P91,P37,1
P92,P37,1
P93,P38,1
P94,P38,1
P95,P39,1
P96,P39,1
P97,P39,1
P98,P39,1
P99,P41,1
P100,P41,1
P101,P42,1
P102,P42,1
P103,P42,1
P104,P43,1
P105,P43,1
P106,P44,1
P107,P44,1
P108,P44,1
P109,P44,1
P110,P44,1
P111,P46,1
P112,P46,1
P113,P46,1
P114,P46,1
P115,P46,1
P116,P49,1
P117,P49,1
P118,P50,1
P119,P50,1
P120,P50,1
P121,P50,1
P122,P51,1
P123,P51,1
P124,P51,1
P125,P51,1
P126,P51,1
P127,P52,1
P128,P52,1
P129,P52,1
P130,P52,1
P131,P52,1
P132,P53,1
P133,P53,1
P134,P53,1
P135,P53,1
P136,P54,1
P137,P54,1
P138,P54,1
P139,P54,1
P140,P55,1
P141,P55,1
P142,P55,1
P143,P55,1
P144,P55,1
P145,P57,1
P146,P57,1
P147,P58,1
P148,P58,1
P149,P58,1
P150,P58,1
P151,P60,1
P152,P60,1
P153,P60,1
P154,P60,1
P155,P60,1
P156,P61,1
P157,P61,1
P158,P61,1
P159,P61,1
P160,P61,1
P161,P62,1
P162,P62,1
P163,P62,1
P164,P62,1
P165,P63,1
P166,P63,1
P167,P64,1
P168,P64,1
P169,P65,1
P170,P65,1
P171,P65,1
P172,P65,1
P173,P68,1
P174,P68,1
P175,P71,1
P176,P71,1
P177,P71,1
P178,P71,1
P179,P72,1
P180,P72,1
P181,P72,1
P182,P72,1
P183,P72,1
P184,P77,1
P185,P77,1
P186,P77,1
P187,P78,1
P188,P78,1
P189,P78,1
P190,P78,1
P191,P79,1
P192,P79,1
P193,P79,1
P194,P80,1
P195,P80,1
P196,P80,1
P197,P84,1
P198,P84,1
P199,P85,1
P200,P85,1
P201,P86,1
P202,P86,1
P203,P86,1
P204,P86,1
P205,P86,1
P206,P91,1
P207,P91,1
P208,P91,1
P209,P91,1
P210,P92,1
P211,P92,1
P212,P92,1
P213,P92,1
P214,P94,1
P215,P94,4
P216,P94,1
P217,P94,1
P218,P94,1
P219,P95,1
P220,P95,1
P221,P97,1
P222,P97,1
P223,P97,1
P224,P97,1
P225,P99,1
P226,P99,1
P227,P101,1
P228,P101,1
P229,P101,1
P230,P103,2
P231,P103,1
P232,P103,1
P233,P103,1
P234,P104,1
P235,P104,1
P236,P105,1
P237,P105,1
P238,P105,1
P239,P110,1
P240,P110,1
P241,P111,1
P242,P111,1
P243,P111,1
P244,P111,1
P245,P113,1
P246,P113,1
P247,P114,1
P248,P114,1
P249,P114,1
P250,P115,1
P251,P115,1
P252,P116,1
P253,P116,1
P254,P116,1
P255,P116,4
P256,P116,1
P257,P117,1
P258,P117,1
P259,P117,1
P260,P117,1
P261,P118,1
P262,P118,1
P263,P118,1
P264,P118,1
P265,P119,1
P266,P119,1
P267,P119,1
P268,P119,1
P269,P119,1
P270,P120,1
P271,P120,1
P272,P120,1
P273,P120,1
P274,P120,1
P275,P125,1
P276,P125,1
P277,P125,1
P278,P125,1
P279,P125,1
P280,P127,1
P281,P127,1
P282,P127,1
P283,P127,1
P284,P129,1
P285,P129,1
P286,P130,1
P287,P130,1
P288,P130,1
P289,P130,1
P290,P131,1
P291,P131,1
P292,P131,1
P293,P131,1
P294,P132,1
P295,P132,1
P296,P132,1
P297,P134,1
P298,P134,1
P299,P134,1
P300,P134,1
P301,P135,1
P302,P135,1
P303,P135,1
P304,P135,1
P305,P136,1
P306,P136,1
P307,P136,1
P308,P137,1
P309,P137,1
P310,P137,1
P311,P137,1
P312,P138,1
P313,P138,1
P314,P142,1
P315,P142,1
