partid,cfp,co2
P487,0.6736,0.6736
P341,0.6864,0.6864
P356,0.1188,0.1188
P1514,0.1786,0.1786
P1243,0.7149,0.7149
P1575,0.2058,0.2058
P1965,0.2423,0.2423
P1443,0.2325,0.2325
P196,0.6232,0.6232
P1214,0.6923,0.6923
P1257,0.2227,0.2227
P844,0.5922,0.5922
P1119,0.2376,0.2376
P1835,0.9217,0.9217
P464,0.9143,0.9143
P1946,0.3045,0.3045
P1185,0.4655,0.4655
P1574,0.2787,0.2787
P1922,0.4064,0.4064
P1511,0.5812,0.5812
P1872,0.4659,0.4659
P1637,0.9518,0.9518
P497,0.4814,0.4814
P1581,0.7374,0.7374
P650,0.5686,0.5686
P1054,0.6841,0.6841
P1166,0.3653,0.3653
P1396,0.3583,0.3583
P1264,0.7638,0.7638
P1886,0.5133,0.5133
P1333,0.4085,0.4085
P115,0.429,0.429
P130,0.4915,0.4915
P1481,0.2704,0.2704
P1260,0.6173,0.6173
P1347,0.1586,0.1586
P1737,0.5261,0.5261
P1522,0.266,0.266
P1618,0.8962,0.8962
P11,0.1066,0.1066
P1184,0.155,0.155
P532,0.8882,0.8882
P1446,0.5618,0.5618
P1788,0.6704,0.6704
P28,0.7123,0.7123
P1917,0.6023,0.6023
P661,0.7143,0.7143
P242,0.9311,0.9311
P1168,0.896,0.896
P1507,0.9758,0.9758
P1,0.7148,0.7148
P68,0.1628,0.1628
P1075,0.9161,0.9161
P1749,0.9163,0.9163
P137,0.2488,0.2488
P772,0.3884,0.3884
P1372,0.3451,0.3451
P1189,0.6595,0.6595
P247,0.7942,0.7942
P1223,0.9834,0.9834
P430,0.4486,0.4486
P1682,0.4481,0.4481
P93,0.7733,0.7733
P286,0.8261,0.8261
P39,0.8377,0.8377
P1758,0.1263,0.1263
P466,0.1326,0.1326
P424,0.3645,0.3645
P644,0.631,0.631
P1929,0.8371,0.8371
P1567,0.9386,0.9386
P1072,0.9225,0.9225
P402,0.7921,0.7921
P41,0.7843,0.7843
P974,0.7126,0.7126
P802,0.2876,0.2876
P1296,0.7224,0.7224
P757,0.7399,0.7399
P1561,0.9475,0.9475
P566,0.7552,0.7552
P449,0.7,0.7
P1036,0.203,0.203
P563,0.3851,0.3851
P1162,0.49,0.49
P189,0.5507,0.5507
P481,0.1916,0.1916
P44,0.3955,0.3955
P1209,0.5244,0.5244
P670,0.9968,0.9968
P1578,0.2167,0.2167
P710,0.3213,0.3213
P1974,0.5832,0.5832
P930,0.2844,0.2844
P893,0.4304,0.4304
P219,0.7527,0.7527
P721,0.6357,0.6357
P1125,0.5069,0.5069
P239,0.7602,0.7602
P72,0.6186,0.6186
P299,0.7348,0.7348
P1470,0.9229,0.9229
P1888,0.7346,0.7346
P1877,0.1666,0.1666
P65,0.3266,0.3266
P1293,0.8801,0.8801
P154,0.1804,0.1804
P1881,0.4816,0.4816
P1592,0.2124,0.2124
P1425,0.8849,0.8849
P603,0.5795,0.5795
P151,0.278,0.278
P249,0.4502,0.4502
P984,0.6395,0.6395
P923,0.5911,0.5911
P320,0.1816,0.1816
P57,0.8609,0.8609
P1202,0.8823,0.8823
P919,0.4833,0.4833
P1099,0.9575,0.9575
P1289,0.4596,0.4596
P500,0.9295,0.9295
P1793,0.9758,0.9758
P435,0.3641,0.3641
P1438,0.1705,0.1705
P776,0.5805,0.5805
P1452,0.9366,0.9366
P1849,0.2431,0.2431
P179,0.4642,0.4642
P134,0.439,0.439
P1627,0.589,0.589
P1287,0.2094,0.2094
P1789,0.8975,0.8975
P344,0.4129,0.4129
P1171,0.3304,0.3304
P1992,0.2277,0.2277
P1301,0.5089,0.5089
P1741,0.8303,0.8303
P59,0.4366,0.4366
P1085,0.9358,0.9358
P1052,0.9165,0.9165
P1132,0.6538,0.6538
P841,0.5926,0.5926
P671,0.6066,0.6066
P815,0.9838,0.9838
P862,0.1072,0.1072
P1204,0.8081,0.8081
P845,0.5679,0.5679
P1386,0.4946,0.4946
P1735,0.6365,0.6365
P1232,0.3044,0.3044
P35,0.9835,0.9835
P1364,0.548,0.548
P1007,0.582,0.582
P850,0.6536,0.6536
P337,0.7942,0.7942
P1786,0.8001,0.8001
P1537,0.7809,0.7809
P493,0.9553,0.9553
P1493,0.3154,0.3154
P697,0.8132,0.8132
P1343,0.3104,0.3104
P1619,0.6021,0.6021
P1774,0.9905,0.9905
P607,0.6277,0.6277
P1108,0.6012,0.6012
P34,0.3544,0.3544
P141,0.451,0.451
P405,0.1412,0.1412
P227,0.4725,0.4725
P146,0.1588,0.1588
P1217,0.2856,0.2856
P1956,0.4898,0.4898
P160,0.7622,0.7622
P722,0.3623,0.3623
P262,0.3798,0.3798
P1458,0.2252,0.2252
P1697,0.9396,0.9396
P153,0.5429,0.5429
P323,0.9015,0.9015
P1463,0.5447,0.5447
P1467,0.2303,0.2303
P1744,0.8021,0.8021
P621,0.5037,0.5037
P272,0.3277,0.3277
P1863,0.9194,0.9194
P1176,0.6403,0.6403
P1733,0.4571,0.4571
P1397,0.2205,0.2205
P1331,0.7816,0.7816
P1120,0.6274,0.6274
P1714,0.4168,0.4168
P1687,0.4202,0.4202
P1864,0.4633,0.4633
P738,0.6507,0.6507
P1571,0.6266,0.6266
P236,0.555,0.555
P1472,0.2252,0.2252
P1689,0.7534,0.7534
P129,0.8267,0.8267
P1991,0.1526,0.1526
P616,0.3519,0.3519
P622,0.3017,0.3017
P334,0.9689,0.9689
P215,0.5515,0.5515
P1461,0.1833,0.1833
P544,0.3233,0.3233
P205,0.9345,0.9345
P921,0.7577,0.7577
P211,0.8971,0.8971
P474,0.5762,0.5762
P110,0.8528,0.8528
P26,0.8134,0.8134
P204,0.7543,0.7543
P277,0.2169,0.2169
P683,0.6426,0.6426
P1067,0.3955,0.3955
P801,0.6707,0.6707
P535,0.6746,0.6746
P634,0.7859,0.7859
P109,0.4698,0.4698
P287,0.8388,0.8388
P987,0.9047,0.9047
P498,0.7075,0.7075
P1657,0.6276,0.6276
P1572,0.3805,0.3805
P1893,0.9639,0.9639
P1716,0.5988,0.5988
P288,0.2392,0.2392
P1772,0.977,0.977
P1595,0.9925,0.9925
P1423,0.1601,0.1601
