partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P0,1
P5,P1,1
P6,P1,1
P7,P2,1
P8,P2,4
P9,P2,1
P10,P2,1
P11,P4,1
P12,P4,1
P13,P4,1
P14,P9,1
P15,P9,1
P16,P9,1
P17,P10,1
P18,P10,1
P19,P11,1
P20,P11,1
P21,P12,1
P22,P12,1
P23,P12,1
P24,P12,1
P25,P14,1
P26,P14,1
P27,P14,1
P28,P16,1
P29,P16,1
P30,P16,1
P31,P16,1
P32,P16,1
P33,P18,1
P34,P18,1
P35,P20,1
P36,P20,1
P37,P20,1
P38,P21,1
P39,P21,1
P40,P21,4
P41,P21,1
P42,P21,4
P43,P22,1
P44,P22,1
P45,P22,1
P46,P22,1
P47,P22,1
P48,P23,1
P49,P23,1
P50,P23,1
P51,P23,1
P52,P23,1
P53,P24,1
P54,P24,1
P55,P24,1
P56,P24,1
P57,P24,1
P58,P25,1
P59,P25,1
P60,P25,1
P61,P25,1
P62,P26,1
P63,P26,1
P64,P26,2
P65,P26,1
P66,P26,1
P67,P30,1
P68,P30,1
P69,P30,1
P70,P31,1
P71,P31,1
P72,P32,1
P73,P32,1
P74,P32,1
P75,P32,1
P76,P34,1
P77,P34,1
P78,P34,1
P79,P34,1
P80,P34,1
P81,P35,1
P82,P35,1
P83,P36,1
P84,P36,1
P85,P36,1
P86,P36,1
P87,P37,1
P88,P37,1
P89,P37,1
P90,P37,1
P91,P39,1
P92,P39,1
P93,P39,1
P94,P39,1
P95,P41,1
P96,P41,1
P97,P41,1
P98,P44,1
P99,P44,1
P100,P44,1
P101,P44,1
P102,P44,1
P103,P45,1
P104,P45,1
P105,P45,1
P106,P45,1
P107,P46,1
P108,P46,1
P109,P46,1
P110,P51,1
P111,P51,1
P112,P51,1
P113,P52,1
P114,P52,1
P115,P52,1
P116,P52,2
P117,P53,1
P118,P53,1
P119,P53,1
P120,P57,1
P121,P57,1
P122,P57,1
P123,P58,1
P124,P58,1
P125,P58,1
P126,P58,1
P127,P59,1
P128,P59,4
P129,P59,1
P130,P60,1
P131,P60,1
P132,P60,1
P133,P60,1
P134,P60,1
P135,P61,1
P136,P61,1
P137,P62,1
P138,P62,1
P139,P62,2
P140,P63,1
P141,P63,1
P142,P63,1
P143,P63,1
P144,P64,1
P145,P64,1
P146,P64,1
P147,P64,1
P148,P64,4
P149,P69,1
P150,P69,1
P151,P69,1
P152,P69,1
P153,P69,1
P154,P70,1
P155,P70,1
P156,P70,1
P157,P70,1
P158,P70,1
P159,P77,4
P160,P77,1
P161,P80,1
P162,P80,1
P163,P80,1
P164,P80,1
P165,P80,1
P166,P81,1
P167,P81,1
P168,P81,1
P169,P82,1
P170,P82,1
P171,P82,1
P172,P83,1
P173,P83,1
P174,P84,1
P175,P84,1
P176,P91,1
P177,P91,1
P178,P91,1
P179,P91,1
P180,P91,1
P181,P92,1
P182,P92,1
P183,P92,1
P184,P93,1
P185,P93,1
P186,P94,1
P187,P94,1
P188,P94,1
P189,P94,1
P190,P95,1
P191,P95,1
P192,P95,1
P193,P95,1
P194,P98,1
P195,P98,1
P196,P98,1
P197,P99,1
P198,P99,1
P199,P99,4
P200,P102,1
P201,P102,1
P202,P102,1
P203,P103,1
P204,P103,1
P205,P103,1
P206,P103,1
P207,P104,1
P208,P104,1
P209,P104,1
P210,P104,1
P211,P104,1
P212,P105,4
P213,P105,1
P214,P106,1
P215,P106,1
P216,P107,1
P217,P107,1
P218,P107,1
P219,P107,1
P220,P107,1
P221,P111,1
P222,P111,1
P223,P111,1
P224,P113,1
P225,P113,1
P226,P113,2
P227,P113,1
P228,P113,1
P229,P114,1
P230,P114,1
P231,P114,1
P232,P114,1
P233,P115,1
P234,P115,1
P235,P116,1
P236,P116,1
P237,P116,1
P238,P117,1
P239,P117,1
P240,P117,1
P241,P117,1
P242,P117,4
P243,P118,1
P244,P118,1
P245,P118,1
P246,P119,1
P247,P119,1
P248,P120,1
P249,P120,1
P250,P120,1
P251,P120,1
P252,P121,1
P253,P121,1
P254,P123,1
P255,P123,1
P256,P123,2
P257,P123,1
P258,P123,1
P259,P125,1
P260,P125,1
P261,P125,1
P262,P125,1
P263,P125,1
P264,P127,1
P265,P127,1
P266,P128,1
P267,P128,1
P268,P128,1
P269,P128,1
P270,P128,1
P271,P130,1
P272,P130,1
P273,P130,1
P274,P131,1
P275,P131,1
P276,P132,1
P277,P132,1
P278,P132,1
P279,P132,1
P280,P132,2
P281,P133,1
P282,P133,1
P283,P133,2
P284,P136,1
P285,P136,1
P286,P136,1
P287,P136,1
P288,P136,1
P289,P139,1
P290,P139,1
P291,P142,1
P292,P142,1
P293,P143,1
P294,P143,1
P295,P144,1
P296,P144,1
P297,P144,1
P298,P144,1
P299,P144,1
P300,P145,1
P301,P145,1
P302,P146,1
P303,P146,1
P304,P146,1
P305,P146,1
P306,P146,1
P307,P147,1
P308,P147,1
P309,P147,1
P310,P147,1
P311,P148,1
P312,P148,1
P313,P148,1
P314,P148,1
P315,P148,1
