partid,cfp,co2
P4920,0.6614,0.6614
P16022,0.729,0.729
P1353,0.5044,0.5044
P5236,0.495,0.495
P19945,0.4861,0.4861
P17807,0.5802,0.5802
P9972,0.7855,0.7855
P156,0.6631,0.6631
P8994,0.4943,0.4943
P2836,0.1786,0.1786
P18411,0.3859,0.3859
P2527,0.1821,0.1821
P13008,0.4716,0.4716
P1283,0.8537,0.8537
P14723,0.3417,0.3417
P9310,0.6845,0.6845
P16932,0.5196,0.5196
P1036,0.3978,0.3978
P12487,0.2938,0.2938
P14022,0.9771,0.9771
P8392,0.7365,0.7365
P22236,0.9903,0.9903
P1816,0.2466,0.2466
P20399,0.629,0.629
P12354,0.9835,0.9835
P10669,0.142,0.142
P19300,0.9563,0.9563
P19090,0.9627,0.9627
P16144,0.7742,0.7742
P13060,0.6712,0.6712
P20966,0.9895,0.9895
P9112,0.6785,0.6785
P17005,0.9606,0.9606
P3827,0.5201,0.5201
P14424,0.7223,0.7223
P6607,0.7763,0.7763
P12495,0.6622,0.6622
P17406,0.4394,0.4394
P16482,0.6587,0.6587
P4334,0.4549,0.4549
P22115,0.7129,0.7129
P8372,0.7128,0.7128
P18014,0.133,0.133
P287,0.8861,0.8861
P4798,0.5046,0.5046
P940,0.1019,0.1019
P16030,0.6074,0.6074
P9976,0.1465,0.1465
P11327,0.6464,0.6464
P15504,0.6287,0.6287
P17378,0.8674,0.8674
P1750,0.8293,0.8293
P22219,0.8178,0.8178
P13466,0.2359,0.2359
P17535,0.6672,0.6672
P3989,0.2736,0.2736
P9412,0.3486,0.3486
P2562,0.9609,0.9609
P3254,0.6156,0.6156
P10945,0.7248,0.7248
P19884,0.819,0.819
P4788,0.6408,0.6408
P14692,0.2326,0.2326
P6994,0.887,0.887
P6916,0.8732,0.8732
P11067,0.3337,0.3337
P840,0.6906,0.6906
P128,0.7034,0.7034
P2774,0.4033,0.4033
P9023,0.4523,0.4523
P12802,0.5216,0.5216
P8161,0.755,0.755
P2467,0.3116,0.3116
P15691,0.9705,0.9705
P13850,0.8767,0.8767
P22651,0.7772,0.7772
P15502,0.9227,0.9227
P21872,0.7934,0.7934
P19850,0.2385,0.2385
P2224,0.3166,0.3166
P16826,0.3686,0.3686
P2239,0.9032,0.9032
P18161,0.5926,0.5926
P18555,0.7198,0.7198
P6329,0.8622,0.8622
P14141,0.2449,0.2449
P10748,0.2764,0.2764
P9651,0.154,0.154
P20418,0.2353,0.2353
P8586,0.7706,0.7706
P11039,0.288,0.288
P3434,0.45,0.45
P8851,0.314,0.314
P981,0.6174,0.6174
P20974,0.2965,0.2965
P7924,0.5908,0.5908
P7652,0.3605,0.3605
P12553,0.3582,0.3582
P19340,0.2488,0.2488
P22740,0.1523,0.1523
P1527,0.8982,0.8982
P11883,0.7438,0.7438
P15121,0.245,0.245
P14281,0.1211,0.1211
P15785,0.1595,0.1595
P13987,0.797,0.797
P7771,0.7502,0.7502
P4959,0.6845,0.6845
P19407,0.7974,0.7974
P4260,0.267,0.267
P22501,0.6044,0.6044
P14351,0.12,0.12
P16160,0.1766,0.1766
P7231,0.454,0.454
P18025,0.4818,0.4818
P5231,0.3154,0.3154
P4238,0.9987,0.9987
P17921,0.9129,0.9129
P19851,0.2847,0.2847
P272,0.5985,0.5985
P19472,0.7199,0.7199
P15928,0.9224,0.9224
P10695,0.2187,0.2187
P1845,0.6358,0.6358
P12344,0.8492,0.8492
P7560,0.6562,0.6562
P21121,0.3309,0.3309
P9399,0.7644,0.7644
P6348,0.1265,0.1265
P16887,0.9782,0.9782
P13769,0.6463,0.6463
P4988,0.9846,0.9846
P1348,0.2534,0.2534
P22576,0.4092,0.4092
P7149,0.3789,0.3789
P9798,0.262,0.262
P2419,0.1837,0.1837
P19411,0.5435,0.5435
P20186,0.8539,0.8539
P21907,0.1333,0.1333
P18466,0.7593,0.7593
P21731,0.5565,0.5565
P10239,0.4427,0.4427
P5393,0.326,0.326
P17215,0.9304,0.9304
P14869,0.4388,0.4388
P17942,0.9674,0.9674
P5122,0.5001,0.5001
P3858,0.7379,0.7379
P1545,0.5605,0.5605
P7236,0.5984,0.5984
P16955,0.8206,0.8206
P12743,0.1915,0.1915
P5131,0.2895,0.2895
P3413,0.4263,0.4263
P6704,0.1333,0.1333
P2322,0.2293,0.2293
P16489,0.3291,0.3291
P11969,0.4944,0.4944
P18407,0.4415,0.4415
P7688,0.1835,0.1835
P19033,0.5058,0.5058
P21584,0.1897,0.1897
P18383,0.3581,0.3581
P5545,0.3954,0.3954
P5717,0.7463,0.7463
P12817,0.3574,0.3574
P6777,0.4892,0.4892
P7492,0.3929,0.3929
P13268,0.8949,0.8949
P4749,0.9236,0.9236
P7733,0.3431,0.3431
P21905,0.6038,0.6038
P6851,0.9726,0.9726
P22456,0.9638,0.9638
P21270,0.9625,0.9625
P12114,0.9843,0.9843
P9614,0.4811,0.4811
P1122,0.2508,0.2508
P16715,0.3637,0.3637
P13366,0.8961,0.8961
P15670,0.9096,0.9096
P6111,0.3569,0.3569
P26,0.6004,0.6004
P7011,0.108,0.108
P18036,0.5185,0.5185
P15846,0.5983,0.5983
P5438,0.5016,0.5016
P4228,0.7234,0.7234
