partid,parents_partid,qty
P0,null,1
P1,P0,1
P2,P0,1
P3,P0,1
P4,P0,1
P5,P1,1
P6,P1,1
P7,P1,1
P8,P5,1
P9,P5,1
P10,P5,1
P11,P5,1
P12,P7,1
P13,P7,1
P14,P7,1
P15,P7,1
P16,P8,1
P17,P8,1
P18,P8,1
P19,P8,1
P20,P8,2
P21,P9,1
P22,P9,1
P23,P9,1
P24,P9,1
P25,P11,1
P26,P11,1
P27,P12,1
P28,P12,1
P29,P12,1
P30,P13,1
P31,P13,1
P32,P14,1
P33,P14,1
P34,P19,1
P35,P19,1
P36,P19,1
P37,P19,1
P38,P22,1
P39,P22,1
P40,P23,1
P41,P23,1
P42,P23,1
P43,P23,1
P44,P23,1
P45,P25,1
P46,P25,1
P47,P25,1
P48,P26,1
P49,P26,1
P50,P26,1
P51,P26,1
P52,P26,1
P53,P28,1
P54,P28,1
P55,P28,1
P56,P28,1
P57,P28,1
P58,P30,1
P59,P30,1
P60,P30,1
P61,P33,1
P62,P33,1
P63,P34,1
P64,P34,1
P65,P35,1
P66,P35,1
P67,P35,1
P68,P36,1
P69,P36,1
P70,P36,1
P71,P36,1
P72,P36,1
P73,P38,1
P74,P38,1
P75,P39,1
P76,P39,1
P77,P39,1
P78,P39,1
P79,P39,1
P80,P41,1
P81,P41,1
P82,P41,1
P83,P41,1
P84,P41,1
P85,P42,1
P86,P42,1
P87,P42,1
P88,P43,1
P89,P43,1
P90,P43,1
P91,P44,1
P92,P44,1
P93,P45,1
P94,P45,1
P95,P45,1
P96,P45,1
P97,P45,1
P98,P46,1
P99,P46,1
P100,P46,1
P101,P47,1
P102,P47,1
P103,P47,1
P104,P47,1
P105,P47,1
P106,P48,1
P107,P48,1
P108,P49,1
P109,P49,1
P110,P49,1
P111,P51,1
P112,P51,1
P113,P51,1
P114,P51,1
P115,P51,1
P116,P52,1
P117,P52,1
P118,P52,1
P119,P52,1
P120,P52,1
P121,P53,1
P122,P53,1
P123,P53,1
P124,P54,1
P125,P54,1
P126,P54,1
P127,P56,1
P128,P56,1
P129,P56,1
P130,P56,1
P131,P56,1
P132,P58,1
P133,P58,1
P134,P58,1
P135,P59,1
P136,P59,1
P137,P59,1
P138,P59,1
P139,P60,1
P140,P60,1
P141,P61,1
P142,P61,1
P143,P61,1
P144,P62,1
P145,P62,1
P146,P67,1
P147,P67,1
P148,P68,1
P149,P68,1
P150,P69,1
P151,P69,1
P152,P71,1
P153,P71,1
P154,P71,1
P155,P71,1
P156,P72,1
P157,P72,1
P158,P72,1
P159,P72,1
P160,P73,1
P161,P73,1
P162,P74,1
P163,P74,1
P164,P74,1
P165,P74,1
P166,P74,1
P167,P75,1
P168,P75,1
P169,P75,1
P170,P75,1
P171,P75,1
P172,P77,1
P173,P77,1
P174,P77,1
P175,P77,1
P176,P79,1
P177,P79,1
P178,P79,1
P179,P79,1
P180,P80,1
P181,P80,1
P182,P80,1
P183,P80,1
P184,P81,1
P185,P81,1
P186,P81,1
P187,P82,1
P188,P82,1
P189,P82,1
P190,P83,1
P191,P83,1
P192,P83,1
P193,P84,1
P194,P84,1
P195,P84,1
P196,P85,1
P197,P85,1
P198,P86,1
P199,P86,1
P200,P88,1
P201,P88,1
P202,P88,1
P203,P88,1
P204,P88,1
P205,P89,1
P206,P89,1
P207,P89,1
P208,P89,1
P209,P89,1
P210,P90,1
P211,P90,1
P212,P90,1
P213,P92,1
P214,P92,1
P215,P92,1
P216,P94,1
P217,P94,1
P218,P94,1
P219,P94,1
P220,P97,1
P221,P97,1
P222,P97,1
P223,P97,1
P224,P100,1
P225,P100,1
P226,P101,2
P227,P101,1
P228,P101,1
P229,P101,1
P230,P102,1
P231,P102,1
P232,P104,1
P233,P104,1
P234,P104,1
P235,P104,1
P236,P105,1
P237,P105,1
P238,P105,1
P239,P105,1
P240,P108,1
P241,P108,1
P242,P109,1
P243,P109,1
P244,P109,1
P245,P109,1
P246,P109,1
P247,P112,1
P248,P112,1
P249,P112,1
P250,P114,1
P251,P114,1
P252,P114,1
P253,P114,1
P254,P114,1
P255,P115,1
P256,P115,1
P257,P116,1
P258,P116,1
P259,P116,1
P260,P119,2
P261,P119,1
P262,P122,1
P263,P122,1
P264,P125,1
P265,P125,1
P266,P127,1
P267,P127,1
P268,P129,1
P269,P129,1
P270,P129,1
P271,P131,1
P272,P131,1
P273,P131,1
P274,P133,1
P275,P133,1
P276,P133,1
P277,P134,1
P278,P134,1
P279,P134,1
P280,P134,1
P281,P134,1
P282,P135,1
P283,P135,1
P284,P135,1
P285,P136,1
P286,P136,1
P287,P137,1
P288,P137,1
P289,P137,1
P290,P137,1
P291,P137,1
P292,P138,1
P293,P138,1
P294,P139,1
P295,P139,1
P296,P139,1
P297,P139,1
P298,P139,1
P299,P140,1
P300,P140,1
P301,P140,1
P302,P141,1
P303,P141,4
P304,P141,1
P305,P141,1
P306,P142,1
P307,P142,1
P308,P142,1
P309,P142,1
P310,P143,1
P311,P143,1
P312,P143,2
P313,P143,1
P314,P143,1
P315,P144,1
